2019 Median Household Income,2019 Unemployed Population 16+: Percent,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Total Daytime Population,2014-2018 ACS Average Number of Vehicles,2019 Total Households,Housing_Density,Daytime_Pop_Density,Shape_Area_sqmi,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,Undeveloped_Sq_Meters,Building_Count_Com_Ind_MU,Building_Count_Other,Building_Count_Residential,Median Contract Rent,Median Gross Rent
27834,13.92,31.13,2967,1,390,502.4657127,3822.604537,0.776172364,6510,19830,20580,15870,58082.12058,172661.8522,12729.87686,4260,175,16,393,512,723
25662,12.81,31.13,1438,1,473,609.4007207,1852.681261,0.776172367,8520,14160,9090,4710,37692.40457,31930.24402,56832.37347,16890,37,6,230,526,738
27594,6.73,31.11,22239,1,1005,1294.815483,28652.14081,0.776172369,3990,18870,29580,13260,93393.88126,261118.8455,4579.69758,1440,201,19,379,713,805
26672,6.41,31.08,5988,1,1304,1680.039201,7714.781238,0.776172365,2130,27270,26160,10920,196225.2526,121684.5198,19871.4328,570,132,27,1071,545,730
32484,5.34,31.07,2725,1,628,809.0986269,3510.818086,0.776172372,13740,13380,21810,18270,63529.97569,163454.2321,26608.97104,,159,26,405,702,765
26228,6.98,31.06,4635,1,946,1218.801441,5971.611713,0.776172367,5400,28380,25770,7170,190412.5845,133808.9451,4380.85679,420,139,20,943,533,734
26014,5.88,31.02,4955,1,1268,1633.657734,6383.891224,0.776172373,2100,28410,28080,7680,213026.9863,142157.7779,5054.950857,570,135,22,1167,534,734
26120,6.54,30.97,5033,1,1088,1401.750495,6484.384414,0.776172367,3660,26760,28590,7410,188253.0797,143766.0615,4418.822103,570,141,20,1027,535,736
28847,7.95,30.93,1322,0,574,739.526458,1703.229926,0.776172365,18690,19770,8820,4050,74020.84537,70622.53207,4341.253275,15840,98,15,507,500,694
28380,6.36,30.9,3554,1,874,1126.038536,4578.879813,0.776172371,11880,17160,24300,13710,82783.31773,133103.7606,24798.27789,,166,34,414,708,805
26238,6.79,30.89,4785,1,999,1287.085247,6164.867774,0.776172365,4770,28800,25860,6990,195708.2156,130715.4648,4047.941646,450,127,18,982,530,731
26207,6.91,30.87,5120,1,1125,1449.42034,6596.473016,0.776172356,4470,28290,25290,8670,193869.8268,135493.7887,3135.676586,420,127,15,1063,528,726
26116,6.14,30.86,5010,1,1232,1587.276303,6454.751851,0.776172364,2310,28110,28530,7650,207548.4141,141398.7071,6606.037603,570,141,22,1150,537,739
28052,6.52,30.84,19479,1,891,1147.940882,25096.22945,0.776172375,7350,17280,27180,15090,87197.04711,148986.6899,10905.52615,,175,58,419,704,804
26894,6.24,30.79,4347,1,1282,1651.69498,5600.560124,0.776172366,2490,27300,25860,10830,194113.0603,119325.183,20129.88621,570,129,31,1059,545,729
29784,6.33,30.78,24186,1,1193,1537.029709,31160.60397,0.776172375,1740,9150,26310,28560,67214.86845,312414.467,16739.71239,1170,246,17,148,757,821
29001,7.65,30.72,2359,2,715,921.1871341,3039.273356,0.776172369,6960,23940,12840,8940,92596.4553,91533.75279,15466.46336,1950,130,10,654,605,797
26704,12.13,30.7,6644,1,1349,1738.01599,8559.954214,0.776172376,18270,22890,8520,1710,113115.2202,28524.28615,4285.719476,15660,66,15,627,526,680
26666,7.99,30.68,4303,1,859,1106.712925,5543.871613,0.776172376,9030,26970,22800,6780,174559.7841,118581.7172,4497.834898,1380,128,20,860,532,730
27566,6.84,30.64,21651,1,945,1217.513068,27894.57718,0.776172367,4620,19410,27870,12030,87494.61154,257446.472,5978.933002,3180,189,23,378,707,807
26662,5.9,30.62,5224,1,1401,1805.011423,6730.463723,0.776172373,1500,30330,26940,7800,231768.0219,137032.6292,6358.630799,570,117,24,1280,541,737
27579,6.88,30.55,21479,1,928,1195.610715,27672.97689,0.776172368,5010,19380,26790,11370,84425.09384,248920.741,6393.645832,4320,180,26,359,709,808
28028,6.74,30.52,21672,1,892,1149.229273,27921.63318,0.776172363,4290,18330,27390,12540,87905.95657,261216.5806,4758.562424,4230,186,19,352,715,813
30208,6.28,30.49,26943,1,1241,1598.871663,34712.65045,0.776172365,1980,9210,26970,27780,62918.08408,328284.1639,16708.27623,1200,232,16,95,772,839
32930,4.54,30.47,19855,1,721,928.9173817,25580.65827,0.776172364,4320,9810,18060,18450,32260.71953,172265.043,53679.3782,16230,98,19,41,847,915
32930,4.54,30.47,19793,1,721,928.9173712,25500.77882,0.776172373,4800,9480,17580,18570,26307.44331,178053.2527,53679.3782,16620,93,19,24,847,915
32930,4.54,30.47,19855,1,721,928.9173777,25580.65816,0.776172367,4350,9810,18030,18240,31998.41685,167622.5941,53679.3782,16350,96,19,40,847,915
32930,4.54,30.47,19793,1,721,928.9173748,25500.77892,0.77617237,4770,9450,17520,18450,26307.44331,173938.7433,53679.3782,16650,92,19,24,847,915
26662,5.75,30.45,5195,1,1420,1829.490543,6693.100965,0.776172364,1590,30600,26250,8190,239384.5104,98144.67679,8362.426189,570,114,25,1321,545,741
27461,6.08,30.37,3810,1,1148,1479.052911,4908.703476,0.776172368,4620,25320,25920,10440,162270.0741,118194.1362,25711.53805,570,133,61,870,551,726
29747,6.53,30.36,13084,1,1233,1588.564687,16857.08059,0.776172359,1770,10680,26400,27300,73483.47639,286667.0059,16868.75738,1020,237,18,225,750,828
26662,6.03,30.36,5203,1,1402,1806.299824,6703.407977,0.776172362,1320,29970,27270,7710,229681.6767,138680.4366,6866.238368,570,124,26,1281,542,740
26251,7.19,30.36,4595,1,809,1042.294255,5920.076761,0.776172368,12030,27090,19770,6090,181117.0519,99513.60992,3527.369761,1890,93,14,877,516,718
28539,6.51,30.36,2861,1,861,1109.289676,3686.036892,0.776172373,10260,17760,25290,13590,87052.76795,119722.6731,19714.56691,,150,70,446,702,807
28911,6.23,30.34,2531,2,829,1068.061722,3260.873606,0.776172372,15420,18600,21930,11160,86490.22349,98935.3272,11623.87613,,125,60,447,704,807
27610,5.98,30.3,3828,1,1114,1435.248199,4931.894169,0.776172373,5040,25110,25710,10560,158539.5635,119510.0004,30800.27593,570,128,65,852,551,725
30943,6.14,30.3,29479,1,1043,1343.773672,37979.96555,0.776172373,660,6900,22320,36720,50836.5746,365091.0683,52147.7199,540,221,20,45,784,888
29041,7.66,30.25,2455,2,715,921.1871331,3162.957219,0.77617237,7080,22710,11550,7530,92058.07193,78073.80354,15074.19494,2190,120,9,653,604,794
29084,7.72,30.22,2462,2,720,927.6290122,3171.975872,0.77617236,6750,22770,12090,7770,90578.60742,87867.51641,15466.46336,1920,123,10,640,604,794
28151,5.99,30.13,3715,1,980,1262.606145,4786.307988,0.776172367,6390,24300,24660,11310,144095.5701,112145.5446,29546.8561,510,122,65,780,560,727
36695,2.32,30.12,953,2,417,537.2517906,1227.82004,0.776172378,11580,9360,5760,3660,9857.790572,38111.31674,540.1354966,36450,100,3,52,578,684
29164,7.66,30.11,2486,2,727,936.6476097,3202.896778,0.776172375,6870,22320,11340,7380,90850.71578,77874.79726,15466.46336,2010,119,10,642,604,795
25750,4.36,30.08,2102,2,501,645.4751813,2708.16134,0.776172368,25380,19110,10290,3600,59529.40498,70363.30194,12371.97093,8520,85,14,362,511,699
29805,6.36,30.08,13551,1,1249,1609.178627,17458.75066,0.776172377,1950,12030,27630,24390,75732.00709,274196.3292,16499.65565,990,239,17,228,753,832
26957,12.03,30.03,6295,1,1237,1593.718172,8110.311959,0.776172363,18540,20610,10290,2400,110012.0664,80172.76137,3614.887591,15330,61,11,591,526,677
28947,6.69,29.99,9751,1,1149,1480.341288,12562.93115,0.776172366,2280,14220,27270,22410,94601.15548,263745.3942,10659.13075,870,235,15,330,738,818
30074,6.33,29.98,21183,1,1285,1655.560108,27291.61849,0.776172362,1860,10950,27510,25650,73361.81106,292454.2211,16739.71239,1050,240,17,175,755,839
31119,6.1,29.96,30160,1,999,1287.08525,38857.34849,0.776172363,870,7410,22200,36150,44500.90862,357969.71,58934.26522,420,212,21,40,792,907
29031,5.88,29.95,3302,1,653,841.307968,4254.209664,0.776172371,11400,19470,23700,12570,90074.64679,101487.331,33019.16766,,113,75,466,592,744
27020,12.17,29.91,6233,1,1198,1543.47159,8030.432737,0.776172369,18360,20040,10530,2760,104124.6273,112576.8138,3028.065259,15420,67,10,549,527,679
27200,5.69,29.88,5452,1,1506,1940.290679,7024.213002,0.776172362,1890,31290,24930,8310,244962.5263,85484.54617,17469.36523,570,105,28,1347,548,743
26196,1.36,29.87,2244,2,388,499.8889558,2891.110353,0.776172379,22680,16470,11850,6030,45151.56002,96405.24633,12371.97093,9840,98,14,277,588,722
28263,7.73,29.83,1628,0,629,810.3870085,2097.472257,0.776172364,18120,20040,9900,4080,88839.48064,77554.63251,14512.32206,14940,88,28,627,604,745
33196,4.44,29.82,7110,1,57,73.43729585,9160.336377,0.77617237,6210,10950,17460,14970,18121.0634,138451.8975,26557.80748,17550,95,12,9,850,930
26564,5.48,29.75,3397,1,1219,1570.527453,4376.605216,0.77617236,4350,32190,21750,8370,189927.138,109517.6868,10131.03942,270,124,30,1127,529,719
31087,6.16,29.66,30853,1,1301,1676.174084,39750.19139,0.776172363,1530,7680,23970,32670,68688.98838,326357.4479,54502.72781,1080,210,20,77,791,905
28398,6.01,29.64,3566,1,885,1140.210663,4594.340365,0.776172359,8190,22980,23850,11790,123718.6343,103561.0576,29594.17924,240,115,66,665,560,728
28912,6.11,29.59,2802,1,663,854.1917167,3610.022911,0.776172359,11880,19170,23580,12450,92627.93892,99296.77848,26074.64209,,110,74,472,645,785
26633,7.35,29.58,4440,1,751,967.5685807,5720.378826,0.776172372,15210,26100,17580,5250,172372.8052,87519.15795,3172.152149,2760,83,11,807,515,716
29066,7.94,29.56,1512,1,653,841.3079663,1948.020896,0.776172372,19740,18930,6660,1830,97644.88875,43969.90654,3981.379346,20010,72,21,693,618,761
30822,6.23,29.52,29035,1,1126,1450.708682,37407.92768,0.776172373,1890,8190,25170,30450,60556.44597,323203.0565,39885.00994,1230,221,18,84,788,906
30822,6.23,29.52,28983,1,1126,1450.708699,37340.93271,0.776172364,1680,8040,24870,31260,58776.06223,335384.5508,39885.00994,1170,225,18,78,788,906
26656,7.38,29.5,4387,1,773,995.9128064,5652.09506,0.776172367,16470,26160,16080,5010,171475.1672,74385.07091,2801.80037,3390,79,9,810,512,713
27132,8.01,29.48,4122,1,809,1042.294249,5310.676012,0.776172373,13020,25920,20520,5580,169176.2673,107250.4822,3950.312427,2100,107,16,816,531,726
26747,7.45,29.48,4437,1,737,949.5313603,5716.513766,0.776172363,16560,25980,16860,4680,169101.3543,82664.37279,3763.423179,3030,80,13,789,516,715
26464,7.16,29.46,4338,1,716,922.4755082,5588.964741,0.776172368,16380,26280,15900,5100,169466.9687,79817.60743,3054.497621,3330,76,10,817,510,712
29057,5.63,29.45,3322,1,754,971.4337056,4279.977148,0.776172368,9750,21660,23370,12240,104889.1766,99393.62477,31336.93908,,108,70,562,565,728
30918,6.2,29.44,21576,1,1190,1533.164611,27797.94929,0.776172364,3060,9630,24960,24000,65558.03236,264542.1835,25793.30674,5400,195,18,86,788,906
27495,5.51,29.44,3951,1,1472,1896.485978,5090.364198,0.776172361,1890,31500,24690,8130,243749.7592,81107.72806,17542.53823,570,105,28,1339,548,743
30712,6.25,29.43,17889,1,1053,1356.657426,23047.71576,0.776172363,3240,10350,25920,22260,64159.03494,264285.7875,21007.45738,5340,205,16,93,788,906
26329,7.33,29.39,8834,1,680,876.0940652,11381.49261,0.776172362,16950,23310,16470,6300,138440.0284,104636.7523,2919.864698,3930,84,10,662,506,701
30994,6.18,29.39,28070,1,1191,1534.452981,36164.6475,0.776172366,2190,8790,25380,28560,60275.24423,316015.1503,29375.19127,2250,215,17,83,788,905
29219,7.99,29.33,1482,1,632,814.2521273,1909.369704,0.776172366,19950,17970,6570,1620,93845.96514,43672.74614,4445.946812,21030,70,24,668,619,763
26712,7.31,29.28,4317,1,721,928.9173705,5561.908861,0.776172373,16320,26100,16470,4920,171629.152,75359.28844,2829.090731,3270,80,9,806,513,714
26342,7.24,29.27,8764,1,645,831.0009859,11291.30642,0.776172364,16320,23280,16830,6630,136753.0575,104496.4326,2919.864698,3840,84,10,662,503,694
33288,4.6,29.22,19910,1,817,1052.601238,25651.51855,0.776172372,4980,9810,17880,17250,33017.05948,146836.3721,53679.3782,17220,88,19,43,858,925
29720,6.09,29.21,2395,2,741,954.6848522,3085.654819,0.776172365,15840,18960,21420,10920,87351.2015,92819.71015,14095.89753,,116,65,457,693,814
31680,5.9,29.2,30133,1,1192,1535.741335,38822.56179,0.776172375,1260,8820,23640,32670,56235.46966,275180.7382,72040.30266,690,182,25,74,808,919
31792,5.85,29.2,28370,1,1354,1744.457856,36551.15906,0.776172377,1890,8190,24510,29730,61408.34686,270258.6628,76702.59072,2490,185,27,85,820,919
28623,7.39,29.16,1703,0,692,891.5545424,2194.100268,0.776172368,17970,19110,9600,4560,75569.99246,81801.22795,5749.485519,15930,99,22,526,533,727
27061,11.9,29.1,7419,1,1257,1619.485651,9558.443947,0.77617236,16530,21570,11850,3750,109163.2341,130981.1584,2675.495348,13380,76,8,582,531,688
27156,1.34,29.05,2063,2,332,427.7400416,2657.914777,0.776172366,19740,14130,11010,6420,36790.53805,95496.61374,5880.804721,15840,93,11,219,604,725
32647,4.79,29.05,21049,1,862,1110.57806,27118.97632,0.776172365,4050,9930,18630,19380,33024.0326,186514.2551,53679.3782,15090,104,19,43,858,928
27020,5.36,28.94,3307,1,1262,1625.927517,4260.651584,0.776172361,4440,32850,21600,7830,195984.8838,100060.4148,8911.838516,330,119,28,1160,534,724
34032,7.33,28.86,1950,2,192,247.3677354,2512.328562,0.776172364,7170,13140,21120,20220,17490.21566,181447.5407,18138.70854,5310,167,14,126,535,800
34032,7.27,28.86,1950,2,193,248.6561082,2512.328555,0.776172367,7230,12780,20850,20430,16681.19172,178823.6425,18138.70854,5730,162,14,119,535,800
29984,6.42,28.82,15804,1,1051,1354.080653,20361.45636,0.776172378,3510,11730,25890,20910,67355.07611,251081.8541,12473.72593,4860,215,14,138,756,848
28029,7.27,28.79,22296,1,743,957.2615948,28725.57808,0.776172369,5010,19200,26160,11310,79124.31717,247196.9798,7402.589835,5190,175,27,343,705,827
28131,5.33,28.79,3935,1,1411,1817.895188,5069.750223,0.776172361,2880,30570,24420,8580,229959.8528,99182.18267,19198.14738,570,118,32,1254,553,744
26665,7.07,28.78,5113,1,688,886.4010497,6587.454313,0.776172366,16380,24330,16500,6030,149222.9989,98436.90726,2919.864698,3660,82,10,707,509,707
24473,12.19,28.77,685,1,395,508.9075795,882.535929,0.776172366,19830,11220,2850,2790,55779.66728,3751.041053,1663.312241,26850,8,7,402,468,628
32317,6.44,28.76,1448,2,696,896.7080357,1865.564994,0.776172369,24210,15960,5280,720,93357.74782,31831.65423,2945.689983,20820,58,16,630,532,718
26601,6.79,28.75,4140,1,659,849.038209,5333.866746,0.776172371,16710,25350,15840,5580,158949.6554,78166.17848,2870.480178,3690,75,9,754,505,706
26601,6.79,28.75,4140,1,659,849.0382117,5333.866763,0.776172369,16350,25410,16020,5670,161058.256,77643.94295,3054.497621,3570,73,10,768,505,706
29194,6.26,28.75,3237,2,798,1028.122143,4170.465383,0.77617237,11400,18840,23730,12990,94032.40623,95236.46303,24084.48693,,119,74,488,684,818
27219,11.84,28.74,7453,1,1252,1613.043764,9602.24854,0.776172369,16170,22110,12120,3810,112502.3382,131521.1267,2675.495348,12900,78,8,598,532,690
33485,6.06,28.7,1136,2,674,868.3638141,1463.592423,0.77617237,28410,13710,2640,300,91210.83775,11924.96922,2261.684399,21840,21,16,595,518,697
32123,5.06,28.66,25045,1,1021,1315.429463,32267.31723,0.776172367,3210,9660,21720,22440,46796.67387,215273.006,64940.29291,10080,126,25,66,829,926
32123,5.06,28.66,25044,1,1021,1315.429459,32266.02878,0.776172369,3210,9780,21420,22080,46624.69686,205096.2234,64940.29291,10560,122,25,65,829,926
35000,4.66,28.64,2106,1,532,685.4147676,2713.314851,0.776172363,14190,13590,20700,18360,59886.189,178164.5197,26510.65906,,149,26,393,713,768
32227,5.77,28.59,25880,1,1023,1318.006199,33343.10892,0.776172374,3240,9150,21900,22230,48184.47243,203925.0552,64819.26406,10650,128,24,70,831,925
29122,7.79,28.59,2206,2,681,877.3824212,2842.15216,0.776172378,6420,19320,9030,5850,84334.9852,66666.68181,15074.19494,2250,99,9,595,593,788
32227,5.77,28.59,22189,1,1023,1318.00621,28587.72217,0.776172367,2760,8370,21750,22050,49944.65318,206341.6774,64819.26406,11790,130,24,76,831,926
25000,19.05,28.57,1051,1,24,30.92096672,1354.080668,0.776172369,8640,11520,14160,14850,6324.115579,95970.61527,64056.96759,17820,34,11,35,500,725
33387,4.58,28.48,19926,1,759,977.8755681,25672.1325,0.776172373,5340,9960,17940,15960,33822.50139,136558.613,49009.92158,17880,85,18,47,868,931
31950,6.84,28.47,1556,2,749,964.9918366,2004.709343,0.776172369,22590,16110,5730,840,95131.58134,34823.11682,2666.415119,21600,59,17,651,541,728
32232,5.04,28.46,22326,1,1009,1299.968972,28764.2292,0.776172372,3270,9510,20670,20970,45192.76489,198356.6777,64940.29291,12600,116,25,65,840,928
28681,4.91,28.46,3417,1,1272,1638.811221,4402.372597,0.776172376,5970,27870,23550,8910,194517.0437,108715.5998,20553.92181,570,122,39,1036,558,741
32117,5.79,28.43,20452,1,1047,1348.927165,26349.81698,0.776172374,2190,7710,22140,22320,52297.23298,209746.4382,60320.48447,12540,137,23,81,833,927
28571,4.82,28.43,3488,1,1319,1699.364793,4493.847155,0.776172371,5280,28620,23850,8760,204817.944,105560.5823,20498.47697,570,120,38,1096,556,741
27827,7.75,28.39,3972,1,750,966.2802163,5117.420025,0.776172364,15600,25050,18420,4950,167050.8853,102964.0873,4128.483212,2790,96,13,792,530,725
31486,6.15,28.34,16419,1,900,1159.536259,21153.80649,0.776172364,4200,9840,21690,15690,36937.48367,205968.1442,20175.66116,15690,141,11,80,798,922
27352,5.19,28.33,3415,1,1312,1690.346177,4399.795879,0.776172371,4560,33300,21090,7710,201305.8862,102666.3094,8151.375067,420,119,26,1194,536,729
29696,8.14,28.3,1303,1,562,724.0659711,1678.750819,0.776172369,20910,15630,5640,900,86690.1568,35080.13926,3105.750183,24090,59,22,613,620,771
28058,8.18,28.3,20191,1,669,861.9219519,26013.55177,0.776172365,4050,17670,26670,18420,71131.06871,190523.0421,18942.2371,90,145,64,375,687,824
31906,5.94,28.29,17189,1,837,1078.368726,22145.85429,0.776172361,3690,8580,19980,18870,43639.15056,208339.2714,25779.89591,16050,141,11,80,821,927
29251,7.79,28.28,2171,2,693,892.8429264,2797.059153,0.776172359,6030,18510,9330,5820,79917.38315,65489.982,15074.19494,1380,99,9,553,594,787
29790,8.15,28.28,1164,1,524,675.1077666,1499.666871,0.776172377,22290,13950,4710,600,83789.17626,27041.87274,3111.047036,25530,47,22,584,617,768
32042,5.85,28.25,19481,1,967,1245.85729,25098.80648,0.776172366,2400,7140,21660,22350,53104.52361,218618.221,60320.48447,13320,143,23,82,824,930
31856,6.94,28.25,1469,1,690,888.9777963,1892.620845,0.776172367,22110,15210,5640,840,89525.73782,33902.3874,2780.441355,23340,58,19,610,546,731
29340,7.83,28.16,2125,2,691,890.2661618,2737.793913,0.776172374,5970,17190,7410,5310,77967.35707,54573.28227,15074.19494,1890,83,9,538,589,786
27556,5.22,28.03,3485,1,1346,1734.150874,4489.982017,0.776172374,4710,33330,20880,7620,205235.5627,98350.65212,8129.790508,360,119,26,1220,538,733
27357,10.93,28.03,7435,1,1284,1654.271717,9579.057803,0.77617237,16470,22950,13260,4470,125880.0239,131798.6794,2588.523278,9780,61,7,667,532,694
32461,5,28.02,21440,1,958,1234.261921,27622.73026,0.77617237,3600,9480,19350,18960,44622.29997,160819.7533,58244.46935,15510,102,20,64,872,936
31819,5.22,28.02,16602,0,1092,1406.903977,21389.5786,0.776172374,300,5760,20250,40560,69552.4607,370140.9392,28594.46491,180,221,18,150,726,781
32441,5.47,28.02,21187,1,945,1217.513063,27296.77171,0.77617237,3750,8970,19320,18570,40254.33163,164564.4527,58465.93165,16260,105,20,67,872,936
29727,6.71,28.01,22790,1,1059,1364.387675,29362.03505,0.776172359,3810,15210,24630,15480,76464.01689,216422.2767,6372.178898,7980,185,9,231,750,848
30791,5.99,28.01,2550,1,699,900.5731535,3285.352706,0.776172371,15720,20220,20880,10290,95202.9262,88458.30081,24993.04952,,95,77,495,597,758
30894,5.96,27.99,2556,1,703,905.7266542,3293.08297,0.776172366,15690,20280,20790,10320,95667.23727,86975.69441,24993.04952,,93,77,497,597,756
28495,7.96,27.95,2013,2,560,721.4892274,2593.496098,0.776172365,5700,18840,12300,7020,62061.79026,84806.13942,15466.46336,2130,115,10,435,590,790
29220,6.73,27.94,22107,2,1026,1321.871325,28482.07542,0.776172371,4110,17070,26880,13290,86654.92374,265366.1566,2916.690146,5850,187,11,308,736,842
30413,6.41,27.92,12609,1,719,926.3406304,16245.10293,0.776172367,4320,11460,22560,13440,44088.60702,192316.722,14590.53739,15360,136,10,83,788,918
32971,4.74,27.92,20495,1,905,1165.978123,26405.21727,0.776172368,5010,9750,18180,16560,36668.75456,132015.3771,53679.3782,17490,89,19,58,869,936
27419,7.27,27.86,3829,1,702,904.438269,4933.182524,0.776172376,16320,25500,17550,4560,166729.8238,91426.80916,3763.423179,3000,83,13,773,523,722
30382,4.7,27.76,11120,0,997,1284.508498,14326.71464,0.776172366,240,7530,21090,37890,54802.68746,363130.4679,21371.8903,150,218,20,201,672,739
30395,4.7,27.76,11047,0,996,1283.220122,14232.66334,0.776172367,360,8250,21090,36930,54623.34694,357911.6144,21372.34712,150,213,20,199,672,739
35836,5.33,27.75,623,2,403,519.2145696,802.6567664,0.776172364,20340,9240,180,,69100.53167,1643.777113,311.6124649,37380,6,4,456,514,704
32027,5.96,27.72,14734,1,808,1041.005885,18982.89692,0.776172365,3870,9090,19710,14670,35505.11752,182244.0294,20137.97598,19560,123,10,78,837,933
35845,5.28,27.71,812,2,513,660.9356636,1046.159374,0.776172369,17460,8400,810,390,58047.88303,2991.888793,378.6956708,40080,9,3,397,514,706
35765,5.23,27.69,727,2,470,605.5356006,936.6476204,0.776172366,17520,8310,360,30,59738.33406,2978.595881,425.2132211,40860,7,4,404,514,706
31924,5.98,27.69,11797,1,776,999.777923,15198.9435,0.77617237,4620,10080,20670,12750,34301.55989,176540.8363,18986.064,18870,121,10,78,833,933
35844,5.33,27.68,744,2,481,619.7077107,958.5499724,0.776172366,18120,8370,270,,60893.65772,2759.109158,273.9110558,40110,6,3,406,515,706
28074,8.65,27.58,19794,1,562,724.0659751,25502.06746,0.776172365,5280,19230,23760,17220,62722.63562,173675.4655,34352.40998,1530,128,66,336,690,833
35805,5.23,27.55,632,2,414,533.3866772,814.2521257,0.776172367,23220,9900,270,30,78262.42749,1962.107277,84.21895945,33420,6,2,513,514,705
27878,5.05,27.54,3494,1,1340,1726.420624,4501.577359,0.776172377,4740,33540,20850,7590,205336.6227,101462.5022,7430.072135,360,122,26,1226,539,733
35846,5.2,27.54,608,2,395,508.9075752,783.3311537,0.776172372,24030,9810,330,30,77388.7607,1962.107277,84.21895945,33000,6,2,510,513,705
28568,8.47,27.54,1868,2,485,624.8612069,2406.681927,0.776172364,5550,17370,12060,7080,54096.60084,83891.88262,15277.77138,2970,111,8,380,578,791
28795,7.09,27.5,1601,0,630,811.6753733,2062.686147,0.776172372,18240,18960,9480,4500,77872.09604,81209.90851,5749.485519,15870,98,22,542,545,731
30264,6.43,27.37,13635,1,844,1087.387327,17566.97418,0.776172371,4050,12360,24840,16260,64792.96553,225981.5008,7872.559864,9300,190,11,128,768,886
30202,6.69,27.34,12512,1,883,1137.633893,16120.13055,0.776172374,3840,13170,25110,16020,72278.56835,227278.3564,6768.352677,9060,190,10,161,760,872
29731,8.07,27.33,2023,2,642,827.1358564,2606.379809,0.776172372,4950,15210,7440,5160,66057.30031,52116.83192,14523.88231,630,75,5,459,578,785
29633,4.8,27.3,3360,1,1104,1422.364467,4328.935336,0.77617237,8340,26010,22590,9570,174869.8265,106517.5118,20608.81782,570,115,40,927,565,744
28103,7.8,27.27,20045,1,608,783.3311531,25825.44895,0.776172373,5910,19740,22890,13200,65638.87619,195169.1515,21198.39555,5460,144,35,339,691,838
28248,8.16,27.27,19648,1,579,745.9683228,25313.96478,0.776172369,5970,19530,22560,13620,63410.40609,177478.5065,22570.6653,5430,138,40,327,691,838
35988,5.64,27.25,834,2,528,680.261272,1074.5036,0.776172365,17790,8400,870,390,57107.76805,2991.888793,378.6956708,39600,9,3,391,516,707
28852,1.18,27.17,2106,2,369,475.4098622,2713.314823,0.776172371,20190,13590,10140,5250,39145.13684,81094.38299,4719.685968,17670,87,11,235,602,728
28165,8.88,27.08,19835,1,535,689.2798838,25554.89065,0.776172369,4830,18210,24150,19440,58528.62422,178162.6411,34266.28362,480,131,74,305,689,838
28411,2.35,27.03,2043,2,487,627.4379535,2632.147308,0.776172365,25350,17550,9270,3510,59682.15124,65575.8613,12371.97093,11430,81,14,365,545,720
28300,7.77,26.93,19985,1,615,792.3497675,25748.14651,0.776172374,6030,19560,23040,11070,64379.21496,206252.0036,7956.818051,7230,145,27,317,695,840
29001,1.58,26.92,1941,2,437,563.0192708,2500.733191,0.776172367,24600,15660,9750,4020,52984.72539,67321.40224,6657.396083,12870,81,13,322,562,722
28169,7.79,26.91,20986,1,606,780.7544002,27037.80832,0.776172379,6090,19710,23280,10350,67649.99779,214863.5993,8127.574904,7470,147,28,316,696,840
33142,2.48,26.89,3352,1,853,1098.98269,4318.628344,0.776172371,13080,21990,16710,12210,67885.34418,141012.3546,17913.45116,3000,160,34,390,553,586
33572,5.71,26.88,18149,1,952,1226.531673,23382.69258,0.776172373,3240,8760,19680,18690,42800.29887,167265.5045,59655.52881,16800,110,21,75,850,933
27772,10.57,26.87,7310,1,1252,1613.043779,9418.011201,0.776172362,16680,23070,13710,4470,129451.9146,131661.4708,2588.523278,9150,58,7,685,534,698
29905,8.01,26.84,1937,2,649,836.1544762,2495.579692,0.776172368,4800,13980,5490,4350,62777.74021,41969.85261,3635.5712,690,63,4,428,579,785
28468,7.56,26.79,21310,1,580,747.2567029,27455.24196,0.776172362,5550,18720,23730,10260,66440.92153,231054.3881,7079.022281,8790,158,26,291,700,844
33720,2.43,26.71,2989,1,743,957.2616011,3850.948756,0.776172364,14220,22080,15120,12150,68473.26146,126998.926,11649.73876,3360,153,19,376,551,587
33412,2.43,26.69,3379,1,847,1091.252445,4353.414418,0.776172373,13260,22140,16380,12090,68987.23463,140344.0722,17621.43234,3180,160,32,394,555,588
30765,5.5,26.65,3062,1,833,1073.215229,3945.000038,0.776172363,12810,21390,21060,11370,127239.0404,106915.9252,25559.66888,450,100,60,676,572,743
33532,5.76,26.63,17911,1,947,1220.089811,23076.05976,0.77617237,2910,8400,19920,18570,49050.55081,173725.1521,58465.93165,17340,111,20,79,856,935
30367,4.96,26.59,3106,1,946,1218.801437,4001.688438,0.77617237,11250,23670,21300,10170,149263.5254,110888.3796,22785.85358,570,109,51,788,569,745
33752,5.81,26.56,15928,1,843,1086.098966,20521.21509,0.776172362,2460,7440,20670,18300,50361.68472,176248.444,39178.75715,18240,119,17,81,856,935
33794,2.4,26.56,3074,1,750,966.2802133,3960.460501,0.776172367,14790,21600,14580,12090,68406.71134,124341.4555,9240.444001,3780,147,16,376,551,587
34450,7.69,26.53,1112,2,581,748.545064,1432.671448,0.776172375,25620,7620,2070,480,52875.37904,11474.22566,1195.199519,31200,28,11,391,541,741
