Percent unemployed,Vehicles per household,Median Income,Household Density,Day population density,Percent below poverty level,Residential Area,Commerical/Industrial/MU Area,Other Area,Undeveloped Area,Developed Open Space Area,Developed Low Intensity Area,Developed Medium Intensity Area,Developed High Intensity Area,Building Count Commercial/Industrial/MU,Building Count Other,Building Count Residential,Median Contract Rent,Median Gross Rent,Net Passengers
6.07,1,29959,1387.578373,28330.3,32.22,49600.89134,404136.7173,35977.44174,10230,16320,142530,643650,1197270,219,17,34,762,797,0
14.61,1,21131,639.0333133,1216.2,32.21,46603.67827,28375.75867,1663.312241,754890,568170,388380,144480,154020,45,7,341,458,625,0
6.04,1,25492,1569.23906,4300.4,32.18,177025.506,125491.6479,8124.273684,1500,141540,940590,689640,236970,148,30,1064,518,685,0
7.58,1,27440,979.1639528,3027.6,32.16,98461.28532,98698.65181,9387.786093,40170,531270,665070,538980,234540,138,29,579,504,637,0
8.31,2,28432,845.1730983,2866.5,32.13,92945.05327,117852.944,53948.6031,70140,193260,774060,502230,317520,151,13,659,603,806,0
10.9,1,25146,1441.690074,5445.8,32.13,159160.5896,114747.9601,20272.83453,0,190470,825600,699450,294450,125,34,984,532,729,0
7.88,2,28935,1002.354657,3028.9,32.12,110317.8519,100834.3932,4650.674735,88950,261120,818610,381480,251280,137,11,786,605,800,0
6.5,1,29062,1409.480723,21405.6,32.12,71160.06329,314204.4658,16468.65256,28620,27390,248220,731940,974160,229,16,184,749,793,0
6.29,1,29140,971.4337098,4409.9,32.1,69630.42647,162351.7747,26895.60705,0,326190,452730,726030,505710,178,30,382,715,787,0
7.11,1,25493,1708.383392,7266.2,32.1,197097.6621,132257.6539,11537.14419,16590,67860,861210,802920,261570,131,19,1114,527,727,0
9.6,0,25598,918.6103878,2097.4,32.07,84580.12468,53612.83991,3228.678705,482280,556470,641670,230310,99030,69,12,531,488,647,0
0.88,2,37484,283.4421969,851.6,32.05,8895.368956,27091.29558,3804.152118,829950,407580,279600,237810,255030,43,14,48,593,678,0
0.88,2,37484,283.442195,851.6,32.05,10081.20215,29072.14338,3243.438986,799170,410280,260370,244830,296190,49,12,53,593,678,0
10.64,1,25184,1473.899407,5484.4,32.01,160939.7069,117461.3187,20272.83453,0,186120,827460,702600,293910,126,34,994,532,729,0
0,2,37281,45.09307643,475.4,32,3809.985006,30025.90563,2711.615994,608340,345600,307890,324270,423900,61,9,19,595,650,0
1.01,2,38187,135.2792301,2942.5,32,11124.26833,152645.6386,32160.9171,103560,300360,572010,616170,417900,102,5,58,593,681,0
6.22,1,29969,1414.634219,34809.3,31.98,49951.23407,340178.2091,36148.19859,17790,15570,159780,668220,1148910,221,18,42,762,799,1
6.51,1,27228,1296.103854,5624.8,31.97,88359.19682,142027.6794,26278.67944,0,234960,494820,776520,503730,176,27,411,710,795,0
7.33,1,27708,913.4568946,2907.8,31.91,96269.50878,86088.09969,6896.24075,34410,545610,651270,546810,232410,135,24,563,501,634,1
7.52,1,27660,934.0708772,2876.8,31.91,97166.90283,86433.01162,9180.076969,39600,554430,655920,529530,231030,131,28,566,504,637,0
6.22,1,30108,1397.885394,34748.8,31.9,48168.50081,381737.5684,35977.44174,14940,18090,168030,649770,1159350,217,17,37,763,802,0
6.12,1,30108,1397.885369,34415.1,31.9,49620.96494,382178.5091,35977.44174,13950,18900,170190,643830,1163220,215,17,35,763,802,0
6.26,1,29186,1214.936316,8822.5,31.89,91746.29235,189735.8696,25145.88266,0,126750,430530,768390,683970,193,24,385,719,785,0
7.53,0,27034,753.698567,3039.2,31.89,90729.00228,105272.058,43551.31546,105120,388770,777300,458520,280950,101,30,646,624,750,0
8.81,0,27533,779.4660374,1931.2,31.87,74452.86949,67052.51716,4475.312157,481140,560400,596850,251640,119910,83,15,494,475,645,0
16.96,1,23659,809.0986243,3032.7,31.85,74959.5279,93485.52737,44579.41506,78870,293310,578460,573450,486060,74,55,482,507,719,0
8.82,0,27631,764.0055481,1886.1,31.84,73929.18363,69740.9573,4386.252888,485190,561780,599850,244560,118710,84,14,490,473,645,0
8.1,2,28881,931.4941252,3013.4,31.8,92748.8476,111116.3538,53948.6031,55200,205770,761100,441180,299730,136,13,658,603,797,0
5.94,1,25779,1658.136843,6766.3,31.79,207582.3284,124600.4201,2664.615316,16590,50310,850080,814830,278340,126,18,1150,530,728,0
6.21,1,25795,1658.136832,6714.8,31.77,202469.0873,132659.3828,11537.14419,16590,51150,852030,815580,274680,133,19,1125,531,729,0
6.33,1,25769,1669.732193,6725.1,31.75,200250.0925,127718.8511,11537.14419,16590,54270,849600,818010,272220,131,19,1113,531,729,0
1.15,2,37648,113.376879,2119.3,31.75,2043.700684,50663.2125,540.1354966,292080,346170,498450,539880,333810,140,3,8,595,675,0
6.32,1,25742,1673.597329,6707,31.74,201603.4797,132826.131,9359.268714,16590,51420,850710,819840,272010,134,18,1119,531,729,0
6.65,1,28281,1328.313184,14475.7,31.67,85566.92354,268809.0617,16592.74637,25230,54570,372390,771570,787050,233,18,294,733,795,0
12.74,1,26049,1508.685506,9489.8,31.64,100970.2713,122884.9781,2705.129508,451860,537960,603930,320250,96750,69,8,534,524,672,0
5.92,1,25888,1546.048335,6640,31.64,207370.3397,126800.6513,2994.619534,16590,49950,852240,813510,278010,128,20,1153,533,730,0
6.44,1,27617,1204.62933,4954.9,31.6,82141.52633,144856.3957,24624.78402,0,313620,500370,735450,460680,172,32,411,709,798,0
6.66,1,27519,1266.471266,28798,31.58,102845.6956,235575.5808,5057.547645,24930,96060,520740,859080,509610,218,21,391,711,801,0
6.59,1,27519,1266.471257,28553.2,31.58,103928.4141,237717.5182,5322.382567,24930,81510,495240,835020,573210,229,23,394,711,801,0
6.51,1,27301,1305.122467,8518.4,31.58,103891.6989,182968.0653,23374.38462,14070,120270,490800,804840,580320,202,26,403,712,800,0
0,2,35786,68.28380136,1716.1,31.58,1757.417091,50991.17863,1590.074236,282270,348720,542490,541770,295020,133,5,7,589,675,0
6.65,1,27467,1276.778235,10088.9,31.57,103100.658,239579.4327,5060.237106,24930,81030,479190,829350,595830,232,22,393,712,801,0
6.48,1,27435,1290.950354,7003.3,31.57,103267.562,165664.0064,22695.28128,7710,189120,508920,805140,499350,189,24,410,711,801,0
12.58,1,25983,1560.220434,9589,31.54,103572.0781,123001.5814,2535.227333,436260,517890,618930,333990,102870,69,7,547,524,674,1
12.58,1,25983,1560.220462,9589,31.54,102887.9963,123890.0555,2705.129508,437100,519150,621240,331350,101250,69,8,543,524,674,1
6.59,1,27519,1267.759647,28653.7,31.54,103928.4141,233714.8938,5322.382567,24930,81570,493740,833940,576000,227,23,394,711,801,0
5.77,1,25806,1531.876219,4216.7,31.53,180784.6384,130206.1064,7954.115507,3060,125010,938820,691800,251160,151,29,1075,519,691,0
6.7,1,25885,1446.843568,6220,31.52,197791.327,138123.4349,3281.220942,15180,103680,853050,774390,264420,123,16,1082,524,725,0
6.48,1,26071,1660.713593,7802.1,31.51,197511.75,129564.6953,11381.61246,16590,54270,828090,816480,294390,123,18,1098,539,733,0
6.22,1,29631,1145.36414,5782,31.5,80092.30419,168814.6293,26409.36221,0,227010,448560,753600,581490,185,26,388,718,789,0
6.5,1,27824,1145.364153,4877.6,31.4,88895.54745,158075.8151,23735.78639,210,251730,510630,784110,463650,180,28,407,711,805,0
5.93,1,30750,1189.168847,27387.3,31.38,44096.62682,376551.5774,35977.44174,7890,15990,154410,627690,1204380,209,17,27,772,843,0
7.65,2,29004,950.8197344,3174.4,31.33,101527.0675,94306.13192,15292.75546,82140,240360,753390,356910,250860,126,10,722,608,802,0
7.11,1,25868,1184.015348,6410.7,31.33,196462.2858,98857.36456,3340.366121,14700,270150,837540,669330,218460,92,16,962,519,719,0
6.55,1,27777,1155.671135,27129.6,31.32,88216.95158,176598.2083,7698.771661,13080,163620,521010,807750,504900,187,35,396,708,803,0
5.75,0,28458,1515.127372,24193.5,31.3,64184.991,383137.9262,32910.86241,7230,11130,192570,593040,1206060,204,17,117,701,742,0
7.75,1,27635,852.9033302,1942.8,31.29,102163.4345,64105.12427,6437.500452,412590,571800,652260,275970,97620,77,29,724,623,757,0
7.67,1,27665,868.3638202,2020.1,31.27,105104.5191,60540.89839,6328.314496,396870,584910,660750,273540,94230,77,28,743,622,754,0
18.52,1,23671,68.28380162,2731.3,31.25,12130.96496,90591.9476,42399.64866,574590,335340,327600,352320,420240,32,24,42,500,719,0
6.26,1,30064,1403.038874,37168.3,31.22,49900.49248,325448.9527,35977.44174,18540,17490,180540,667560,1125780,210,17,43,767,810,0
6.29,1,25997,1467.457537,6558.9,31.21,194886.4389,136563.9874,4590.238165,16590,103440,815520,851790,222780,121,21,1077,531,732,0
6.36,1,26431,1650.406608,7754.4,31.13,197453.6796,137788.4001,17089.77622,16590,58980,805620,808770,320040,126,23,1083,541,732,0
6.73,1,27594,1294.815485,28651.1,31.11,93393.8827,261118.8507,4579.69758,42570,118260,564270,884580,400860,196,19,377,713,805,1
5.82,1,26280,1696.788076,6913.2,31.07,216579.4281,143024.9682,6079.104829,16590,51450,863610,807630,270750,122,22,1202,535,731,0
6.98,1,26228,1218.801445,5971.4,31.06,190412.5843,133808.9455,4380.85679,12210,161760,849390,772290,214440,133,20,942,533,734,0
5.88,1,26014,1633.657768,6383.7,31.02,213026.9863,142157.778,5054.950857,16590,64200,854040,846030,229320,128,22,1167,534,734,0
6.54,1,26120,1401.750495,6484.2,30.97,188253.0795,143766.0619,4418.822103,16590,109020,801270,862230,221040,135,20,1026,535,736,0
6.25,1,30255,1522.857606,38817.3,30.95,54510.7175,346950.6771,39885.00994,26880,27600,188760,732300,1034940,223,18,55,770,826,0
12.22,1,26586,1588.564684,8156.4,30.95,112488.2742,32096.05804,4082.26583,451110,535680,650550,303930,69360,65,14,605,525,676,0
7.95,0,28847,739.5264562,1703.2,30.93,74020.84528,70622.53246,4341.253275,473370,559890,589770,265080,122040,90,15,506,500,694,0
7.39,0,27869,882.5359232,2434.9,30.92,99387.1309,96837.18505,12640.29579,74610,390960,806490,476190,262260,106,26,705,621,750,0
7.45,0,27812,874.805686,2424.6,30.9,97113.13228,103712.7573,12640.29579,82230,393360,799050,471750,263640,103,26,690,623,751,1
6.36,1,28380,1126.038533,4578.7,30.9,82783.31751,129141.9279,24798.27786,0,354930,515100,728430,412080,160,33,412,708,805,0
6.79,1,26238,1287.085244,6164.6,30.89,195708.1957,130715.465,4047.941646,13560,145920,862530,779940,208200,122,18,981,530,731,0
6.91,1,26207,1449.420325,6596.2,30.87,193869.8269,132779.7125,3135.676586,11790,132810,844620,762060,259170,120,15,1061,528,726,0
6.14,1,26116,1587.276294,6454.5,30.86,207548.4139,141398.7075,6606.037603,16590,69180,841080,855960,227010,133,22,1149,537,739,0
6.52,1,28052,1147.940899,25095.3,30.84,87197.04688,147801.4636,10905.52608,420,220470,517890,813270,458220,169,56,418,704,804,0
17.94,1,24157,740.8148251,3062.4,30.8,81073.58664,81121.42924,35143.45437,101280,307470,599580,513810,488490,64,37,521,506,722,0
17.94,1,24157,740.8148251,2737.7,30.8,78177.77897,89064.29298,34252.12382,106380,308220,587100,510720,497820,66,33,503,506,722,0
6.24,1,26894,1651.694962,5600.4,30.79,194113.0603,117146.4876,20129.88686,16590,75660,813690,780120,324180,122,30,1059,545,729,1
7.53,1,28236,944.3778553,2205.6,30.78,111598.8567,62133.79626,4565.86392,391200,600750,692100,245610,80250,76,27,782,614,752,0
6.33,1,29784,1537.029735,31159.5,30.78,67214.87011,304491.7655,16739.71239,34980,52290,275250,788670,859020,236,17,147,757,821,1
18.1,1,24063,769.1590484,2778.9,30.77,78809.79917,89546.12409,33978.04092,107370,304830,595410,508020,494340,66,31,506,506,722,1
7.44,1,28192,943.0894829,2201.8,30.73,110169.0913,62495.29181,4565.86392,399630,600420,686310,244170,80010,77,27,774,614,752,1
7.65,2,29001,921.1871363,3039.2,30.72,92596.46061,91533.7549,15466.46336,57000,208590,715200,387510,268650,125,10,651,605,797,1
7.23,1,28335,943.0894853,2447.8,30.7,107427.9856,99686.4098,12813.46565,52890,419910,849390,455850,232620,105,27,760,610,748,0
12.13,1,26704,1738.016003,8559.6,30.7,113115.2201,28524.28634,4285.719476,465510,552150,687810,253350,51480,65,15,622,526,680,0
17.45,0,20966,1013.950046,2516.1,30.65,98886.96543,40868.55913,14141.89566,74460,349500,868440,419400,298920,50,13,614,528,694,0
6.84,1,27566,1217.513062,27893.6,30.64,87494.61298,257446.4773,5978.933002,94590,137910,580530,834180,363150,184,23,376,707,807,0
5.9,1,26662,1805.011433,6730.2,30.62,231762.0231,137032.6294,6358.630799,16590,44880,906270,807840,234900,110,24,1279,541,737,0
7.22,1,28371,925.0522583,2404,30.56,108730.5552,106788.3044,12813.46565,44460,426960,857760,450750,230490,104,27,768,614,748,0
6.88,1,27579,1195.610711,27672,30.55,84425.09528,248920.7462,6393.645832,131820,149010,582870,802320,344460,175,26,357,709,808,0
6.74,1,28028,1149.229264,27920.6,30.52,87905.958,261216.5858,4758.562424,125940,128910,548640,826650,380130,181,19,350,715,813,0
17.43,0,21165,980.4523125,2319,30.51,102518.4195,39830.64732,14141.89566,77970,352650,869580,422970,287220,51,13,635,529,696,0
6.28,1,30208,1598.871663,34711.4,30.49,62918.09285,320361.4624,16708.27623,36120,57510,274020,809970,832410,222,16,94,772,839,0
4.44,1,33531,968.8569588,25564.3,30.47,27368.94574,158623.7285,53679.3782,511410,148200,283770,530700,536370,83,19,28,847,915,0
4.44,1,33531,968.8569663,25564.3,30.47,27368.94574,169309.7337,53679.3782,508800,147540,283200,531270,539400,83,19,28,847,915,0
7.97,0,28232,769.1590375,1972.4,30.46,78272.61081,83996.28348,5749.485519,471840,535770,575040,289260,138210,89,22,543,568,741,0
5.75,1,26662,1829.490539,6692.9,30.45,239384.5102,91404.57727,8362.426189,16590,48450,912600,787140,245760,107,25,1320,545,741,0
11.11,1,25444,626.1495731,25894.1,30.44,60346.41709,136394.2437,33265.51077,14520,134970,492810,737640,630660,110,76,339,600,750,0
7.82,0,28993,722.7776011,1660.7,30.43,75071.11668,75249.29388,4896.648378,469050,555360,594000,267660,124560,92,17,518,504,701,0
10.6,1,25533,592.6518654,26026.8,30.39,60565.74779,129458.577,42888.87434,14520,121710,488340,741930,643560,107,76,334,612,765,0
6.08,1,27461,1479.052907,4908.5,30.37,162270.0741,116838.3967,25711.53867,16590,140160,760530,779670,313350,127,59,870,551,726,0
6.53,1,29747,1588.564658,16856.5,30.36,73483.47782,286667.011,16868.75738,29520,53070,317490,791880,818160,231,18,223,750,828,0
6.03,1,26662,1806.299825,6703.2,30.36,229681.6765,138680.4368,6866.238368,16590,40230,901230,820140,232440,117,26,1278,542,740,0
7.19,1,26251,1042.294254,5919.9,30.36,181117.0519,99513.60994,3527.369761,55440,361110,811860,598140,183510,89,14,873,516,718,0
6.51,1,28539,1109.289689,3685.9,30.36,87052.76773,118537.4445,19653.13752,0,307590,534510,759930,408060,145,67,445,702,807,0
9.84,1,25704,615.8425882,24447.3,30.3,60290.09401,138258.4725,32837.26715,14520,132390,493050,744120,626670,109,75,340,605,754,0
9.84,1,25704,615.8425826,24447.3,30.3,62214.60768,138653.9847,32747.00201,14520,131040,492840,748110,623640,110,75,347,605,754,0
5.97,1,30162,1163.40137,2842.1,30.28,113648.0367,74330.86408,4816.992102,127650,489150,829140,434520,129600,106,29,788,539,723,0
18.74,1,23511,712.4706185,2809.8,30.27,81842.81986,87078.91056,20556.61003,129330,296700,637710,430890,515550,49,31,517,513,717,0
18.91,1,23321,712.470613,2811.1,30.26,81274.4592,88009.879,36224.01144,132030,305250,633930,420810,518190,48,31,515,512,717,0
7.66,2,29041,921.1871374,3162.8,30.25,92058.07723,78073.80519,15074.19494,64710,214170,678870,347100,227430,116,9,650,604,794,1
7.72,2,29084,927.629002,3171.9,30.22,90578.61273,87867.51852,15466.46336,56310,203010,678240,364410,236010,118,10,637,604,794,1
18.89,1,23354,699.5868786,2787.9,30.2,79888.86411,85905.02606,20372.62122,131430,297630,629820,429480,522000,47,29,504,511,717,0
19.06,1,23886,632.5914468,2477.5,30.2,73597.71949,102387.4706,31311.95198,135810,316890,602580,440880,513720,57,26,462,509,721,0
5.99,1,28151,1262.606135,4786.1,30.13,144095.5701,112145.5448,29546.85689,14670,191490,727320,740850,335970,118,61,780,560,727,1
2.32,2,36695,537.2517887,1227.8,30.12,9857.790572,38111.31662,540.1354966,1094310,350250,282000,172560,111330,99,3,52,578,684,0
7.66,2,29164,936.6476173,3202.8,30.11,90850.72109,77874.79891,15466.46336,59820,207150,665850,342180,220200,115,10,639,604,795,0
17.05,0,21998,950.8197356,2266.2,30.09,110067.3459,41998.71478,14332.14691,98160,367800,847290,421080,275880,48,14,682,530,704,0
4.36,2,25750,645.4751897,2708.1,30.08,59529.40517,70363.30265,12371.97098,258210,759960,571410,311010,109680,81,13,360,511,699,0
6.5,1,28886,928.9173768,2496.8,30.06,114681.5722,94731.04564,13138.5224,64740,475230,859260,448590,162240,110,31,809,600,740,0
18.11,1,22214,694.433377,2827.9,30.06,84422.09529,67479.61926,24479.23037,122520,288000,703890,465510,429990,49,25,530,521,711,0
7.05,1,28817,962.4150833,2472.3,30.04,114794.7381,107799.6834,12818.48864,29550,472530,861300,444810,202080,114,27,813,606,745,0
12.03,1,26957,1593.718166,8110,30.03,110012.0666,80172.76137,3614.887591,455970,557700,615630,309420,71310,61,11,587,526,677,0
16.91,0,21686,1078.368715,2458.1,30.03,108608.5334,43841.77618,14735.5054,87930,360780,866100,422190,273270,53,14,675,530,701,0
6.69,1,28947,1480.341277,12562.5,29.99,94601.15692,263745.3993,10659.13075,26100,68580,423390,818760,673230,229,15,328,738,818,0
6.33,1,30074,1655.560092,27290.6,29.98,73361.81984,292454.2402,16739.71239,31650,56520,325770,826770,769350,234,17,174,755,839,0
6.23,1,30387,1189.168839,2684.9,29.96,120870.102,70846.99042,4949.897345,189810,529500,811980,388260,90540,100,29,827,541,727,0
5.88,1,29031,841.3079752,4254.1,29.95,90074.64679,101394.0458,33019.16825,0,340590,584220,709140,376020,110,72,466,592,744,0
7.03,1,28901,966.2802141,2517.4,29.92,114783.3396,104818.9543,13001.35087,24570,469650,872430,448560,194910,113,29,813,606,744,0
12.17,1,27020,1543.471603,8030.1,29.91,104124.6272,112576.8138,3028.065259,459360,555780,596760,317820,80520,67,10,546,527,679,0
8.22,1,27464,963.7034532,5253.8,29.91,165587.471,109946.3645,6059.197664,70290,424860,744150,603480,167790,108,20,794,531,727,0
6.4,1,30599,1194.322335,2559.9,29.84,121052.3128,57275.57066,3530.152981,317040,561030,753210,312780,66030,80,25,821,542,728,0
7.73,0,28263,810.3870073,2097.4,29.83,88839.48036,77554.63256,14512.32206,446730,540540,603750,295500,123570,80,28,625,604,745,0
7.73,0,28263,810.3870031,2097.4,29.83,89591.08858,77554.63256,14512.32206,443280,540420,606720,296220,123420,80,28,630,604,745,0
5.48,1,26564,1570.527435,4376.4,29.75,189927.138,109517.6897,10131.03942,8550,128550,964470,658470,250590,120,30,1123,529,719,0
17.05,1,22069,937.935986,2271.3,29.73,106540.1584,46920.96842,14346.19184,112440,357840,811170,431790,297390,52,14,658,528,709,0
6.16,1,31087,1676.174065,39748.8,29.66,68688.99716,322331.0629,54502.72781,32490,44640,231330,724530,977580,203,20,76,791,905,0
7.63,2,29207,936.6476281,3231.1,29.64,86356.24414,73338.00465,15466.46336,50790,197400,626160,313380,193380,104,10,606,603,793,0
6.01,1,28398,1140.210661,4594.2,29.64,123718.6343,103561.0578,29594.18004,6480,246570,689220,717090,350640,111,62,665,560,728,0
16.97,1,22924,892.8429086,2378.3,29.61,97594.47946,56059.83182,21066.69364,122520,300120,750450,466800,370650,47,21,605,528,717,0
16.93,1,22298,936.6476148,2235.2,29.59,105314.4747,50161.50486,14423.56618,116550,355380,796470,432930,308850,51,15,652,530,711,0
7.35,1,26633,967.568584,5720.2,29.58,172372.8051,87519.15798,3172.152149,82080,458850,786000,527220,156060,79,11,803,515,716,0
6.23,1,30822,1450.708699,37508.4,29.52,58516.89422,326146.3523,39885.00994,35010,43380,232470,753090,945840,215,18,74,788,906,0
6.23,1,30822,1450.708682,37406.6,29.52,60556.45475,318935.5358,39885.00994,37230,55950,244260,758130,914700,211,18,83,788,906,0
7.38,1,26656,995.9127971,5651.9,29.5,171475.1671,74385.07093,2801.80037,100470,495600,781440,482400,150120,75,9,806,512,713,0
8.01,1,27132,1042.294258,5310.5,29.48,169176.2673,107250.4824,3950.312425,61890,391890,774300,616560,166140,102,15,812,531,726,0
7.45,1,26747,949.5313558,5716.3,29.48,169101.3543,82664.37281,3763.423179,90180,496020,774090,507600,142350,76,13,785,516,715,0
7.16,1,26464,922.4755099,5588.8,29.46,169466.9687,79817.60729,3054.497621,99540,493890,784950,479370,153060,73,10,813,510,712,0
5.63,1,29057,971.4337111,4279.8,29.45,104889.1766,99393.62538,31336.93987,180,293340,650100,700890,365970,103,66,562,565,728,0
6.2,1,30918,1533.164614,27797,29.44,65558.04114,264301.0642,25793.30674,163440,90690,286650,752070,717450,190,18,85,788,906,0
6.2,1,30918,1533.164585,27797,29.44,65558.04114,267437.3855,25793.30674,152790,88830,285030,754260,729540,192,18,85,788,906,0
5.51,1,27495,1896.485955,5090.2,29.44,243749.7592,78929.03194,17542.53823,16590,57180,946020,746250,244320,101,28,1337,548,743,0
6.25,1,30712,1356.657412,23046.9,29.43,64159.04372,264285.8064,21007.45738,160110,96600,310770,777540,665580,200,16,92,788,906,0
6.87,1,29304,967.5685827,2565.1,29.39,115754.0812,95563.56614,13138.5224,52470,479160,857520,447750,173250,110,31,816,601,743,0
7.33,1,26329,876.0940563,11381.1,29.39,138426.2179,104636.7517,2919.864698,117360,509070,696240,499440,188220,82,10,651,506,701,0
6.18,1,30994,1534.452972,36163.4,29.39,60275.25301,311814.8409,29375.19127,67980,65130,261810,762390,852660,206,17,82,788,905,0
7.91,1,29113,823.2707382,1922.2,29.37,96071.30167,44231.28218,4222.284623,626640,588210,549750,198270,47190,63,22,677,620,764,0
7.99,1,29219,814.2521218,1909.3,29.33,93845.96486,43672.74619,4445.946812,633360,593190,539520,196200,48150,62,24,666,619,763,0
7.31,1,26712,928.9173708,5561.7,29.28,171629.152,75359.28846,2829.090731,95580,492090,779850,495180,147780,76,9,802,513,714,0
7.24,1,26342,831.0009788,11290.9,29.27,136753.0583,104496.432,2919.864698,115650,493320,694500,508920,197970,82,10,651,503,694,0
4.6,1,33288,1052.601249,25650.6,29.22,33017.06659,133013.7257,53679.3782,514680,148590,294120,537750,515460,82,19,43,858,925,0
5.9,1,31680,1535.74135,38821.2,29.2,56235.47677,271154.3507,72040.30266,21930,36660,262830,712410,976170,177,25,74,808,919,0
7.39,0,28623,891.5545396,2194,29.16,75569.99237,81801.22835,5749.485519,475830,537420,571290,288630,137040,90,22,525,533,727,0
6.63,1,31083,1193.033968,2495.5,29.15,115562.7894,54881.31383,3530.152981,467730,568260,682350,241800,50700,72,25,777,544,730,0
6.63,1,31083,1193.033973,2495.5,29.15,115377.8676,54330.8457,3530.152981,483750,567030,679350,232920,46860,71,25,774,544,730,0
11.9,1,27061,1619.485645,9558.1,29.1,109163.2355,130981.1584,2675.495348,399240,497310,645840,357840,110490,76,8,574,531,688,0
7.41,1,29363,979.1639465,2206.9,29.08,113065.133,59584.33005,4698.945717,419370,600660,697950,232620,59760,74,26,790,612,753,0
7.41,1,29363,979.1639427,2223.7,29.08,112561.3259,59584.33005,4698.945717,426960,600660,692280,230430,60000,74,26,787,612,753,0
1.34,2,27156,427.740042,2657.8,29.05,36790.53823,95496.61556,5880.80477,474480,588960,421560,330810,194520,88,10,217,604,725,0
4.79,1,32647,1110.578049,27118,29.05,33024.03971,183767.0674,53679.3782,451290,119520,298020,562170,579630,95,19,43,858,928,0
5.36,1,27020,1625.927511,4260.5,28.94,195984.8838,100060.4176,8911.838516,10710,132960,983490,648450,234330,115,28,1156,534,724,0
6.83,1,31012,1199.475833,2517.4,28.87,116485.356,52249.1841,4660.182781,454170,580770,700950,231180,43080,70,26,794,552,735,0
7.33,2,34032,247.3677351,2512.2,28.86,17490.2151,181447.5407,18138.70854,158040,214650,396240,629910,611220,166,14,125,535,800,0
7.27,2,34032,248.6561091,2512.2,28.86,16681.19116,178823.6426,18138.70854,171180,214740,386940,622200,615090,161,14,118,535,800,0
6.42,1,29984,1354.080682,20360.7,28.82,67355.08466,251081.873,12473.72593,149100,105150,350700,778620,626940,210,14,137,756,848,0
7.27,1,28029,957.2615963,28724.6,28.79,75162.8158,247196.985,7402.589835,158640,150600,573750,785820,341400,170,27,341,705,827,0
5.33,1,28131,1817.895164,5069.6,28.79,229959.8527,99182.18309,19198.14823,16590,86880,917280,735000,254550,115,30,1252,553,744,0
7.07,1,26665,886.4010486,6587.2,28.78,149222.9992,98436.9067,2919.864698,109980,493920,728010,497880,180750,80,10,698,509,707,0
6.44,2,32317,896.7080294,1865.5,28.76,93357.74731,31831.65395,2945.689983,626490,724140,481530,156420,21690,54,16,626,532,718,0
6.79,1,26601,849.0382148,5333.7,28.75,158941.8185,78166.17792,2870.480178,110970,504390,752820,475530,166380,73,9,748,505,706,0
6.79,1,26601,849.0382104,5333.7,28.75,161058.2561,77643.94239,3054.497621,106950,494400,759150,481200,168030,71,10,763,505,706,0
6.26,2,29194,1028.12215,4170.3,28.75,94032.40601,95236.46345,24084.48752,0,344070,565710,712680,388080,117,71,487,684,818,0
11.84,1,27219,1613.043781,9601.9,28.74,112043.7243,131521.1267,2675.495348,383400,486540,660480,366030,113640,78,8,589,532,690,0
6.06,2,33485,868.3638168,1463.5,28.7,91210.83743,11924.96922,2261.684399,655830,851340,413700,80340,9420,21,16,592,518,697,0
5.06,1,32123,1315.429451,32266.2,28.66,46796.68098,200626.742,64940.29291,302310,94020,290430,655380,668400,119,25,66,829,926,0
5.06,1,32123,1315.429456,32264.9,28.66,46624.70397,188398.3005,64940.29291,315210,95250,294780,646260,658740,112,25,65,829,926,0
5.77,1,32227,1318.006207,33341.9,28.59,48184.47954,201701.1884,64819.26406,319860,95580,273240,659070,662460,124,24,70,831,925,0
7.79,2,29122,877.382431,2842.1,28.59,84334.99051,66666.68346,15074.19494,65460,194850,576270,271530,176130,95,9,592,593,788,0
5.77,1,32227,1318.006204,28586.7,28.59,49944.6603,206341.6914,64819.26406,354030,83850,253470,659040,659940,129,24,76,831,926,0
19.05,1,25000,30.92096669,1354,28.57,6324.115579,95970.61527,64056.96759,534150,258330,348660,422760,446460,34,11,35,500,725,0
4.82,1,32581,1178.861857,27709.4,28.51,43045.75326,197138.4646,64940.29291,356400,109680,300810,612360,631440,107,25,57,865,935,0
8.07,1,29614,655.7821677,1473.8,28.48,81699.22777,25520.15152,2710.000109,774120,677040,409770,131820,17460,40,20,569,619,767,0
5.04,1,32232,1299.968973,28763.2,28.46,45192.772,184534.0313,64940.29291,377130,97380,285210,624330,626160,109,25,65,840,928,0
5.79,1,32117,1348.927174,26348.9,28.43,52297.24009,209746.4522,60320.48447,374250,66000,231210,671040,668130,136,23,81,833,927,0
4.82,1,28571,1699.364803,4493.7,28.43,204817.9439,105467.2972,20498.47783,16590,160170,854790,715110,263370,115,36,1095,556,741,0
7.75,1,27827,966.2802191,5117.2,28.39,167050.8852,102964.0875,4128.48321,84480,468630,752400,555720,148890,91,12,788,530,725,0
6.15,1,31486,1159.536254,21153.1,28.34,36937.49078,205968.1582,20175.66116,470340,122280,295650,650010,471810,140,11,80,798,922,0
5.19,1,27352,1690.346199,4399.6,28.33,201305.8862,102666.3123,8151.375067,12960,135240,995520,636300,230850,115,26,1190,536,729,0
8.14,1,29696,724.0659691,1678.7,28.3,86667.65148,35080.13743,3105.750183,723060,620730,472050,167760,26760,52,22,610,620,771,0
