Percent unemployed,Vehicles per household,Median Income,Household Density,Day population density,Percent below poverty level,Residential Area,Commerical/Industrial/MU Area,Other Area,Undeveloped Area,Developed Open Space Area,Developed Low Intensity Area,Developed Medium Intensity Area,Developed High Intensity Area,Building Count Commercial/Industrial/MU,Building Count Other,Building Count Residential,Median Contract Rent,Median Gross Rent,Net Passengers
3.06,2,48627,417.4330503,3356.1,12.23,43098.1287,206560.1504,22843.47425,12000,287280,346110,656850,708180,167,20,306,785,986,0
2.16,2,50812,1422.364464,5548.8,12.16,143524.3755,110477.8184,11848.33276,66240,699450,690750,337680,216420,167,33,887,832,973,0
2.51,2,49256,631.3030773,4619.9,12.11,57872.80864,255760.0829,27863.73055,0,89250,288630,685560,947010,195,17,383,864,1011,0
2.13,2,50931,1489.35989,6217.5,12.06,132880.7857,122724.3683,16571.45251,59790,640320,679950,386130,243840,171,33,810,833,973,0
6.67,2,34828,198.4095373,5404.5,12,25308.66199,113800.0595,841.3880498,424290,351090,299700,302700,632580,81,2,141,717,1017,0
3.47,2,41213,1031.987275,1316.7,11.9,88695.32741,6690.365108,1735.542684,879750,657480,444540,27030,900,17,9,556,527,675,0
3.07,2,48401,412.2795554,3338.1,11.89,43098.1287,201401.9884,22843.47425,13620,244320,365820,684810,701670,161,20,306,795,971,0
3.07,2,48401,412.2795548,3316.2,11.89,43098.1287,204897.2867,23241.25235,13650,235020,381450,687810,692580,162,21,306,795,971,0
4.46,2,46617,1490.648264,2660.4,11.87,167236.1482,55189.46246,1051.431551,1980,715410,1005990,188370,98550,91,3,1093,640,857,0
6.78,2,34840,210.0048953,5418.7,11.83,27942.56157,103001.8933,841.3880498,441060,402270,307470,272100,587610,78,2,155,712,1026,0
2.82,1,46129,76.01404331,3004.4,11.76,68454.86879,158998.7784,712.5045083,110490,350160,397860,701190,450570,84,5,147,838,983,0
2.25,2,59969,1177.573478,3850.8,11.7,93631.11758,76513.46398,20025.7754,505830,468600,526170,328950,180750,88,18,478,887,970,0
4.36,0,41867,1147.940883,1914.5,11.64,130002.0687,20470.37415,1727.007863,108180,1297950,503670,84180,16350,54,11,965,533,695,0
4.31,0,41863,1089.964082,1824.3,11.64,128994.5756,22015.24616,1727.007863,106860,1300620,499410,86880,16800,55,11,955,533,693,0
3.96,2,50986,1424.9412,2557.3,11.59,161597.1506,64239.1643,371.0522193,1980,672270,1020360,208140,107250,87,3,1001,629,797,0
3.96,2,50986,1424.941208,2557.3,11.59,161868.4529,64239.1643,371.0522193,1980,678480,1020240,203670,106260,87,3,1007,629,797,0
2.22,2,60159,1225.243315,3939.7,11.57,93091.51791,82402.47745,20179.90767,483900,474030,527760,333420,191040,94,19,485,886,969,0
4.32,2,48349,1515.127358,2766,11.56,164644.7344,63460.46964,1146.731967,1980,672300,1024380,204900,105900,89,4,1067,640,848,0
6.11,0,53959,953.396473,2130.9,11.55,129489.431,81909.46764,183.2925103,97050,793800,733110,240720,145620,97,3,733,802,1010,0
4.34,2,47515,1486.783158,2648.8,11.51,167820.8094,54817.44278,1051.431551,1980,699150,1008390,196320,101520,90,3,1093,640,854,0
3.26,0,37515,233.1956226,1645.2,11.39,29802.54852,100913.954,8518.229845,86070,328860,560400,576300,458970,104,12,230,638,893,0
1.97,2,53608,1217.513074,6115.7,11.27,84207.93146,136560.8152,18898.75291,344730,368640,549390,448440,298950,176,27,467,850,982,0
2.82,0,37066,539.8285477,3260.8,11.26,56750.88479,111495.9641,12790.52227,900,356550,661950,526920,463830,124,19,438,758,897,0
3.73,2,52523,1369.541146,2413,11.15,158035.0566,62465.2381,245.2361552,1980,715890,981240,203040,108120,85,2,960,630,783,0
3.21,2,41787,1073.215224,1363.1,11.15,97315.37483,7154.139811,1209.872248,876870,611670,491220,29400,900,18,6,617,524,665,0
6.19,0,53783,946.9546159,1766.3,10.99,132302.2552,76879.34089,0,105990,899280,665100,202020,137550,99,0,751,795,1016,0
4.17,2,49859,1521.569248,2735.1,10.99,164654.4238,64224.82055,371.0522193,1980,659160,1030500,209400,108900,87,3,1052,642,844,0
6.17,0,53934,887.6894188,1699.3,10.98,133076.9701,76446.67034,0,111090,898980,656520,207690,136020,98,0,749,794,1007,0
2.56,2,42551,644.1868169,791,10.89,67187.18141,9057.008052,263.9967312,664560,437280,351180,42390,1830,18,2,454,541,742,0
6.2,0,53741,910.8801544,1736.7,10.89,133299.2872,74331.07471,0,107790,881760,687570,193350,139740,95,0,769,795,1012,0
6.2,0,53741,910.8801403,1736.7,10.89,134173.5961,74331.07471,0,96420,880980,698580,194490,139830,95,0,769,795,1012,0
3.15,2,42004,1128.61529,1415.9,10.88,96982.28176,7154.139811,1209.872248,886350,610350,484110,28860,900,18,6,612,525,665,1
3.07,2,37313,136.567602,1521.5,10.87,16093.77791,97325.73199,6021.813062,238290,325200,440250,530820,475560,119,8,110,775,950,0
5.87,0,53837,744.6799498,1488,10.76,134969.5159,64580.9592,67.99874762,113010,921840,643170,204540,127890,98,1,734,782,994,0
6.08,0,53809,802.6567645,1750.8,10.75,131947.1104,63128.52666,67.99874762,115320,926580,635550,207150,125550,96,1,725,785,996,0
3.06,2,34229,789.7730222,1414.6,10.73,93608.60829,29954.70009,1797.150213,512880,946680,455940,76140,18720,75,7,660,518,627,0
3.06,2,42265,1117.019933,1385,10.71,103766.1807,6725.221012,1033.200482,899310,579420,501450,29190,900,18,4,663,524,656,0
2.48,2,42925,742.1031987,888.9,10.15,85694.45155,9290.946424,263.9967312,727770,531630,437340,46830,1830,20,2,577,535,708,0
0.72,0,68222,1271.624765,1056.4,9.94,132909.5175,11051.01671,250.9255164,475410,1111290,331470,85050,6870,6,2,585,888,1040,0
3.47,2,35750,794.9265177,1391.4,9.93,109363.9615,27227.30489,1701.166082,381240,1037730,494640,78030,18720,61,6,773,520,635,0
5.15,2,50741,776.8892861,1320.5,9.9,126941.0703,35426.82464,124.8514719,208170,1032150,573270,156420,40530,56,2,710,747,989,0
3.93,2,37862,940.5127454,1564,9.89,120908.7154,24778.02352,1744.501254,272670,1129440,504000,84390,19800,50,7,892,524,661,0
2.47,2,43250,812.9637587,1041,9.88,94488.35064,11085.53466,263.9967312,800730,588270,478830,49920,1830,22,2,627,536,725,0
3.35,0,83080,703.4519941,1352.7,9.77,110113.1714,8133.240395,0,523230,1067760,363900,55140,0,16,0,453,725,881,0
3.86,2,37840,963.7034644,1585.9,9.66,121035.3002,23570.20092,1744.501254,266460,1143480,496530,84180,19800,46,7,881,524,662,0
3.47,0,56297,534.675047,827.1,9.61,108994.9762,31233.22765,763.0865877,386310,968070,476910,142740,35940,40,5,469,717,954,0
3.74,2,48444,1100.271063,2477.5,9.57,130877.4555,57186.12943,104.405336,142260,950520,598710,213270,104700,87,2,707,733,961,0
3.74,2,48444,1100.27107,2477.5,9.57,129451.9793,57958.62954,104.405336,144180,957000,594120,211140,104040,88,2,697,733,961,0
4.55,0,52901,740.8148327,1297.3,9.54,122944.7345,32309.44889,760.2745161,242040,1032420,561270,135090,39480,49,5,656,742,979,0
4.55,0,52901,740.8148308,1297.3,9.54,123887.1083,32396.14934,760.2745161,220350,1046580,569790,134160,39450,50,5,671,742,979,0
2.79,2,37617,502.4657068,2239.1,9.3,57229.68879,107414.5726,7488.803219,46260,454530,638490,491250,379470,134,14,431,815,1004,0
1.96,2,56944,57.97681202,7022.7,9.3,18231.16275,301062.372,9720.751019,73050,119400,216810,769260,831570,111,5,24,991,1156,0
4.22,0,56625,517.9261901,1015.2,9.25,112394.0688,33625.90324,794.597329,343800,970590,501450,152220,41760,47,5,515,729,965,0
3.85,0,57082,461.2377537,753.7,9.18,110130.2555,33265.52124,819.939312,364230,965640,491640,148530,39990,44,6,488,725,960,0
1.56,2,43792,950.8197295,4608.3,9.17,61567.12227,155556.7574,12641.88704,202200,353880,580050,554580,319320,112,14,300,831,964,0
2.27,2,44316,650.6286708,1439.1,9.16,62997.95872,27655.03851,5034.744218,768450,705210,394500,115020,27210,35,13,402,583,772,0
3.84,2,37960,934.070876,1548.6,9.12,122172.8652,23821.30329,1744.501254,274440,1140000,492780,83190,19800,47,7,878,524,662,0
3.37,2,45482,917.321993,2106.4,9.05,128757.9559,58722.54861,179.3741318,153840,946290,615600,209160,85380,83,3,703,734,960,0
5.05,2,50893,740.814826,1253.5,9.05,125389.8386,36094.39377,124.8514719,207870,1030380,572730,158610,40530,59,2,716,754,994,0
3.74,2,47150,1055.177997,1928.6,9.04,121594.9363,38161.133,161.2580603,212430,1022370,564780,167700,42990,67,3,705,736,964,0
5.97,2,38398,70.86054949,4460.2,8.97,10859.07372,209532.6096,3406.800791,270420,378450,466440,580020,315540,155,12,76,470,608,0
2.06,2,60643,1200.76421,3754.2,8.96,96711.16783,105150.1279,20193.3734,411570,500610,555240,335790,207570,115,20,534,871,988,0
2.84,2,37487,498.600586,2091,8.96,57336.51308,91240.6359,7381.363365,147480,498990,633000,442980,287850,123,13,432,815,1008,0
0.59,0,71272,1251.010765,1044.8,8.83,136394.011,10742.97694,250.9255164,480540,1108500,330720,83790,6870,5,2,611,875,1035,0
3.76,2,47323,1080.945454,1946.7,8.78,122846.9027,33801.06212,161.2580603,214830,1019940,563850,167910,43830,66,3,715,737,966,0
6.19,2,38649,132.7024822,2596,8.78,18450.25362,144103.4354,4537.874368,492060,275640,463770,459900,319200,107,15,128,470,607,0
6.8,2,38495,123.6838674,2446.5,8.76,18450.25362,133721.7055,3514.465587,532410,231930,439230,430470,376620,86,10,128,470,607,0
3.22,2,45562,914.745254,2069.1,8.74,124739.2775,37433.62811,236.2268561,190230,993630,588780,188130,49410,80,4,712,734,960,0
2.29,2,53566,328.5352736,2625.6,8.67,34927.29068,190946.9015,19035.11259,102840,174900,398010,649740,684720,161,15,251,930,1062,0
2.29,2,53566,328.5352698,2625.6,8.67,34368.69577,189732.4458,19035.11259,105420,176280,396660,647190,684690,162,15,247,930,1062,0
3.02,2,45398,881.2475485,1995.6,8.59,128932.2703,41830.62325,179.3741318,156540,948570,618600,209790,76830,81,3,705,733,960,0
2.82,2,56817,70.86054931,9467.9,8.51,12268.15526,266117.4608,6681.161925,65280,77190,227070,799050,841530,108,4,12,942,1062,0
2,2,44832,552.712281,1327,8.48,60242.06573,28766.96454,5034.744218,784980,688290,388260,120060,28320,37,13,382,548,769,0
3.56,2,46760,963.7034743,1767.6,8.47,124288.9725,34155.42034,236.2268561,206760,1014240,572520,171720,45300,69,4,719,736,964,0
1.9,2,44876,649.3403005,1408.1,8.44,66655.72499,22991.41002,4916.530223,790710,696990,398430,98730,25740,30,12,424,549,767,0
0.73,0,73256,1412.05749,1350.2,8.4,145641.3897,10968.26021,250.9255164,425820,1117110,371850,88290,6870,6,2,670,879,1033,0
1.84,2,45140,539.8285484,648,8.36,63185.34214,9057.008052,263.9967312,752250,401640,332730,42390,1830,18,2,429,592,769,0
6.6,2,38572,130.1257367,3115.2,8.33,18634.03407,185451.3899,5236.208378,335400,350610,516990,542190,265440,144,17,127,470,608,0
6.25,2,38740,43.80470304,3032.7,8.33,7212.004842,224056.0966,11651.75191,256200,315540,470640,570090,397950,116,7,46,469,608,0
3.26,2,36615,72.14892256,900.5,8.33,10604.98568,95699.133,5696.72917,347010,355650,408570,432750,465990,86,5,75,775,950,0
4.46,2,40961,664.8007882,1448.1,8.2,105429.7728,44310.53476,0,486810,602460,701910,174360,44310,40,0,461,690,950,0
0.68,0,75068,1373.406283,1320.5,8.17,153331.9527,10877.35969,250.9255164,378270,1124190,414540,86400,6870,8,2,717,872,1032,0
0.94,1,45439,658.3589226,5932.7,8.14,70265.71774,135047.0347,1538.911231,109020,278580,366840,768420,487440,144,4,127,831,960,0
0.94,1,45393,655.7821686,5541.1,8.14,62280.82839,150454.8184,1819.350168,124260,266070,346050,764100,509880,106,7,114,831,961,0
0.71,0,75562,1341.196918,1293.5,8.03,152943.5904,10736.07888,250.9255164,379920,1119780,417150,86340,6870,7,2,715,867,1030,0
0.95,1,45492,649.340298,5846.4,8.01,60211.98834,158122.5111,1788.816413,119550,246630,344850,780270,518970,119,6,112,829,960,0
1.82,1,37674,407.126063,1136.3,7.95,62428.70076,38770.76,27099.67666,420120,600870,577830,290460,121350,67,5,423,811,1005,0
2.67,0,78412,834.8661071,1594.9,7.93,122946.3513,21252.07796,763.0865877,410100,998550,480570,101460,19470,28,5,522,661,921,0
1.54,2,44762,780.754411,4435.7,7.89,61306.69941,152308.3342,12585.73638,198270,354180,590940,550800,316080,112,13,301,834,975,0
1.88,2,45038,678.9728919,789.7,7.88,78137.14415,9152.610735,263.9967312,819930,478290,401220,45870,1830,19,2,530,542,758,0
2.63,0,79362,810.3869947,1560.2,7.85,125548.4798,20301.0033,763.0865877,411660,995370,483750,101100,18480,26,5,524,658,917,0
2.68,0,79884,797.503267,1543.4,7.82,126866.6581,14683.88586,737.7446047,429000,1053030,437190,85170,5280,15,4,505,662,925,0
2.68,0,79884,797.5032752,1543.4,7.82,123715.0819,14862.01434,763.0865877,419280,1090170,415440,79740,5280,16,5,507,662,925,0
2.56,0,80754,780.75441,1579.5,7.66,118779.9838,22394.11686,763.0865877,436410,949950,483630,116280,23880,32,5,499,667,933,0
0.91,1,45048,1079.657091,6748.3,7.6,75865.24503,136166.3158,1538.911231,105960,292320,373530,760980,477960,146,4,136,825,956,0
2.68,0,80042,788.4846486,1607.8,7.57,114330.2936,23193.75234,763.0865877,416250,959400,481530,124860,28620,35,5,483,671,942,0
1.79,2,45572,1053.889612,1216.2,7.41,107568.6253,5247.717517,1063.908396,792450,646530,529830,41730,0,16,4,690,540,757,0
1.8,2,45459,997.2011707,1169.8,7.35,104078.5244,7449.657342,1063.908396,783690,656520,518160,50760,1200,19,4,674,536,754,0
2.6,0,83745,731.7962127,1506.1,7.27,123582.9106,21313.75066,763.0865877,445620,957990,477060,109800,19650,28,5,512,665,930,0
0.9,1,37604,1044.871005,2255.9,7.25,75136.0673,51777.10675,27099.67666,420450,546420,523140,342210,178230,67,5,325,817,1006,0
1.39,2,46622,852.9033346,4476.9,7.25,66476.77019,150179.3448,4869.373563,161880,433230,595800,548340,270960,100,4,265,824,968,0
1.39,2,46622,852.9033313,4476.9,7.25,66155.99802,148634.6432,4906.12381,167520,453000,601860,525060,262590,102,5,286,824,968,0
0.81,2,77083,1359.234166,1405.6,7.14,158407.7061,1438.089596,393.6435862,376740,1127790,438540,65250,1800,8,3,785,852,1022,0
0.81,2,77083,1359.23417,1405.6,7.14,159005.5622,1438.089596,393.6435862,368730,1133640,441000,65310,1800,8,3,789,852,1022,0
0.54,1,37601,919.8987626,3263.3,7.14,78867.75868,89072.57374,30020.68247,382260,521760,459990,404670,241290,61,5,262,816,1006,0
0.81,1,40257,854.1917082,4746.2,7.02,91391.75615,124572.6178,33012.54792,120060,433200,438540,544080,474240,92,7,252,824,1014,0
0.83,1,40483,1069.350101,5036.1,7.01,105320.0742,87193.51299,30409.18223,338970,528390,488520,417750,236610,68,6,318,823,1014,0
0.7,1,39605,802.6567604,5189.4,6.99,55504.77179,163500.9882,54492.57097,78000,245820,373470,649560,663330,128,7,139,822,1011,0
0.94,2,41732,986.8941996,4960.1,6.97,124493.3192,86814.3359,3559.560314,194250,602310,498210,423240,292350,70,5,394,828,1018,0
1.71,2,45882,1142.787406,1306.4,6.83,106914.589,6104.106663,877.5051946,883260,590520,505410,30630,900,16,3,681,537,755,0
1.71,2,45882,1142.7874,1306.4,6.83,108388.5187,6104.106663,877.5051946,875370,596310,507150,30630,900,16,3,692,537,755,0
1.73,2,45822,1075.791977,1227.8,6.81,109756.9825,6305.703586,877.5051946,840870,622860,512190,33210,900,17,3,701,538,755,0
3.01,2,56812,159.7583273,8375.4,6.67,47272.66332,219437.1283,4008.75626,22080,251640,357930,682650,696300,97,5,149,850,977,0
3.77,2,57088,50.24657042,9451.2,6.45,11608.44438,270224.54,6681.161925,69690,79530,221880,797010,842430,107,4,12,794,950,0
1.75,2,71562,1570.527419,2236.5,6.24,199129.2744,40724.25763,11433.00228,246060,616860,866820,232530,48540,55,14,949,985,1100,0
1.71,2,71627,1553.77856,2226.2,6.15,198276.733,40724.25763,11294.71395,269580,604830,856230,230850,48510,55,13,932,982,1103,0
1.78,2,71558,1153.094384,2594.7,5.98,135410.8782,49175.81452,15004.40794,505620,520530,634230,261780,87840,66,13,637,975,1054,0
3.35,2,57070,171.3536909,8152.5,5.97,57636.60446,168113.5043,3917.977004,43830,409320,415320,576690,565140,82,4,214,794,936,0
1.77,2,71536,1144.07576,2356.4,5.9,137526.459,50061.58182,15004.40794,479730,530940,642480,262290,94980,67,13,657,955,1044,0
3.7,2,57028,24.47909904,9024.7,5.88,7461.944871,300148.223,6590.382669,68100,65700,205890,812340,858090,108,3,4,850,950,0
1.31,2,76171,1823.048671,2106.4,5.85,243572.4011,18491.02466,1557.536998,17070,841770,1013010,125940,12360,55,7,1128,1034,1142,0
1.28,2,81030,1211.071195,1453.2,5.85,203943.4973,17760.59556,1270.551576,11970,1137090,769440,81210,10710,51,5,1025,925,1097,0
1.43,2,72902,1932.560411,2501.9,5.8,221747.6791,35152.7187,7542.457546,119580,706860,950430,202200,31440,41,12,1079,1067,1141,0
1.43,2,80591,1372.117908,1602.7,5.79,185085.4792,17299.67023,1222.199958,85200,1182360,660240,71610,10710,49,6,987,869,1031,0
1.42,2,74037,1995.690743,2096.1,5.79,244659.9203,35622.10893,1598.00628,21720,770490,1037820,161280,18690,51,8,1166,1077,1160,0
1.22,2,78614,1709.671786,1893.8,5.78,236416.8009,19306.62087,1557.536998,17070,923250,950490,107280,12360,57,7,1083,1010,1133,0
1.34,2,80321,1287.08523,1494.5,5.77,209192.969,18693.99862,1270.551576,12990,1114110,788790,83310,10710,53,5,1020,928,1105,0
1.24,2,80595,1466.16918,1710.9,5.76,206433.6511,18849.202,1270.551576,15930,1112880,786510,83550,10710,54,5,995,956,1102,0
1.38,2,80676,1357.945792,1589.8,5.75,187365.1949,16863.1803,1222.199958,88260,1183140,658680,69660,10710,47,6,1001,862,1031,0
1.24,2,78839,1677.46245,1870.7,5.74,236701.8838,19158.03969,1557.536998,17070,922110,950010,108720,12360,56,7,1079,1016,1133,0
1.12,2,80699,1490.648273,1753.4,5.71,218668.7614,18949.79741,1557.536998,17070,1025070,868950,88320,10710,54,7,981,994,1134,0
1.12,2,80699,1490.648264,1753.4,5.71,218413.3705,18949.79741,1557.536998,17070,1030950,863280,88260,10710,54,7,989,994,1134,0
1.38,2,74056,1881.025483,2218.5,5.64,235616.479,34272.85271,1348.39279,75720,734070,992640,188820,19470,40,8,1147,1071,1156,0
0.53,2,49085,653.2054239,3819.9,5.62,115591.5245,106196.8496,1489.937328,120840,538440,558060,478560,315030,140,4,333,786,966,0
0.53,2,49085,653.2054222,3819.9,5.62,115157.511,106403.9992,1489.937328,120180,544830,560130,471360,313740,141,4,336,786,966,0
1.35,2,80900,1361.810913,1571.8,5.52,194402.1031,17299.67023,1222.199958,28140,1180950,718140,72720,10710,49,6,1028,858,1017,1
0.38,2,50183,619.7077146,3792.8,5.52,115399.9149,109076.6628,1489.937328,102030,477360,550350,546630,333630,142,4,308,786,962,0
1.36,2,80890,1418.499345,1625.9,5.51,201170.2153,17490.41297,971.2744412,11190,1152960,756600,78420,10710,50,4,1050,867,1034,0
0.6,2,49122,761.4288048,4601.9,5.37,114912.07,114540.714,1489.937328,98280,465570,483960,619740,343170,141,4,264,789,948,0
0.6,2,49122,761.4288156,4135.5,5.37,113309.3678,109810.0139,1489.937328,99210,467160,512700,590400,340740,142,4,282,789,948,0
1.05,2,84537,1101.559441,1303.8,5.34,162917.3835,3601.918538,393.6435862,363960,1126800,467760,50490,900,18,3,822,797,929,0
1.15,2,69538,185.5257999,8731,5.21,57380.85366,157517.2188,1788.816413,93750,205080,319620,779880,611970,111,6,100,761,911,0
0.76,2,50403,623.5728307,4337.8,5.19,90240.09484,125381.4026,1404.944175,103920,375330,461190,679440,390810,153,3,189,790,935,1
0.47,2,52253,721.4892265,3250.5,5.12,102122.3037,96621.76426,1489.937328,146490,656790,568950,373590,264270,123,4,367,779,955,0
0.26,2,52228,771.7357997,1982.7,5.11,116343.1422,57315.70534,0,258180,849240,610500,200610,91320,87,0,427,775,951,0
0.26,2,52228,771.7357957,1982.7,5.11,115657.3998,57347.0207,0,261330,852510,606030,198990,91590,88,0,425,775,951,0
0.47,2,52137,725.3543465,3326.5,5.1,105475.7965,98528.95094,1489.937328,141720,617040,570840,397770,282870,130,4,358,778,954,0
1.12,2,85311,1211.071186,1651.6,5.06,167798.4012,12257.7844,685.9329891,243840,1173810,526260,56010,10710,40,4,875,825,980,0
1.12,2,85834,1202.052599,1661.9,5.01,170560.0515,11909.00393,685.9329891,244230,1176900,518850,59820,10710,38,4,889,803,940,0
0.26,2,53844,802.6567687,2425.9,4.99,113070.6548,72306.11675,342.5986533,202530,743640,598560,290790,174750,102,3,417,773,948,0
0.78,2,49443,600.3821002,4299.1,4.85,85158.16877,128469.7066,1404.944175,100200,355560,442590,706830,404700,155,3,177,786,928,0
0.24,2,54716,843.8847214,2826.6,4.77,113875.9687,62581.5396,342.5986533,245610,779820,595110,251910,136980,92,3,424,770,943,0
0.65,2,75384,170.0653175,8948.7,4.65,47318.74114,150507.1425,1538.911231,79560,198210,258000,786360,688200,109,4,76,754,896,0
1.06,2,87774,993.3360511,1191.7,4.5,161236.8852,3601.918538,393.6435862,369180,1124460,465600,49860,900,18,3,814,788,877,1
0.24,2,58719,819.4056216,2337,4.31,104940.6652,52253.00819,0,256890,803880,606150,255450,87750,79,0,371,762,934,1
0.24,2,58719,819.4056247,2337,4.31,104832.0738,52095.75044,0,261960,806100,600450,253860,87870,78,0,373,762,934,0
1.17,2,56811,519.214567,2848.5,4.3,70320.32554,131296.6825,2410.620564,151560,529920,633360,486450,209730,105,4,287,744,903,0
1.01,2,61183,599.0937212,2830.5,3.99,67455.13272,127333.0997,144.1901025,155520,560880,628230,461790,203640,101,2,273,739,895,0
0.13,2,64424,758.8520732,2054.9,3.95,86852.31467,77133.87381,0,223080,705000,640650,338370,103230,73,0,299,757,922,0
0.84,2,64766,623.5728331,2829.2,3.76,69829.26276,112190.8911,0,193800,580950,619470,431190,184650,90,0,262,730,893,0
0.77,2,69764,684.1263828,2454.3,3.37,81785.56047,76374.18664,0,222930,672750,639540,356220,118890,72,0,281,725,889,0
0.84,2,84775,130.1257362,9473.1,2.67,23901.12126,187863.2395,1233.873006,72090,192570,215490,766740,763290,99,2,53,754,883,0
0.84,2,84775,130.125735,9473.1,2.67,23901.12126,187702.6775,1233.873006,73020,194310,217320,764910,760380,98,2,53,754,883,0
1.1,2,81475,444.4888973,8799.3,2.64,71003.24911,130200.4836,217.7111705,99240,531420,444120,476760,458730,53,2,246,755,889,0
0.63,2,85886,320.8050298,9487.2,1.93,45567.33087,187757.6337,1233.873006,106980,343680,314310,648090,597210,84,2,148,700,882,0
0,0,0,0,3128.1,0,0,236785.2533,27765.86735,48750,95970,402750,678090,784380,100,5,0,0,0,0
0,0,0,0,2641.1,0,0,183682.6219,1876.156436,6180,71340,414330,765240,753270,84,1,0,0,0,0
0,0,0,0,2014.9,0,0,156706.2492,0,41730,123060,487440,756360,601920,70,0,0,0,0,0
0,0,0,0,1046.1,0,0,139461.8306,0,897000,253710,288390,316740,254100,115,0,0,0,0,0
0,0,0,0,1046.1,0,0,141978.1738,0,846510,268110,297960,331410,266700,118,0,0,0,0,0
0,0,0,0,2487.8,0,0,127943.2904,0,869910,268320,326970,321780,223410,111,0,0,0,0,0
0,0,0,0,4839,0,0,280012.6608,27839.3867,37710,115260,333630,714420,809400,125,6,0,0,0,0
0,0,0,0,1190.4,0,0,142501.7227,0,966210,229410,337440,305880,171210,34,0,0,0,0,0
0,0,0,0,2020.1,0,0,159664.3361,11274.28701,573870,339900,446430,404880,244620,51,3,0,0,0,0
0,2,42500,3.865120861,2754.4,0,2115.838322,178305.107,11140.21851,463440,261540,379860,494310,411480,84,5,2,475,0,0
0,0,0,0,4921.4,0,0,250062.6885,30635.51252,70320,185580,241350,659400,853650,138,7,0,0,0,0
0,0,0,0,96.6,0,0,42704.12495,302.3057484,623130,353010,356520,298740,379260,55,1,0,0,0,0
0,0,0,0,3372.8,0,63.77976346,143806.7505,26344.68452,5610,162930,554130,730710,557640,111,4,1,0,0,0
0,0,0,0,535.9,0,0,73379.9223,0,551370,313800,372120,352260,420390,47,0,0,0,0,0
0,0,0,0,2583.1,0,0,197827.4164,1876.156436,101280,81840,385200,679170,763050,89,1,0,0,0,0
0,0,0,0,3442.4,0,0,96964.11901,850.5569987,59370,157290,459510,710460,623760,77,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0
