OBJECTID,2019 Unemployed Population 16+: Percent,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Median Household Income,2019 Average Household Income,Household_Density,Total_Pop_Density,Day_Pop_Density,Undeveloped_Sq_Meters,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,SUM_PASSENGERS_ON,SUM_PASSENGERS_OFF,Shape_Length,Shape_Area
3112,0,0,0,0,0,0,0,0,,,2310,,,,,,,,0.002026937,2.28E-07
3113,0,0,0,0,0,0,0,188.3008118,23520,6840,35790,1920,810,,,,,,0.027241592,6.8E-06
3114,0,0,0,0,0,0,0,0,810,600,,,,,,,,,0.001548235,1.37E-07
3115,0,1.2,14.81,35070,44504,1399.395181,2340.566734,1262.587407,1020390,305340,203820,41670,,51119.75848,3209.046863,679.6100165,,,0.109453802,0.000155389
3116,0,1.8,25,200001,130521,17.39560557,52.18681671,17.39560557,373170,32370,9510,24120,,515.7275731,,,,,0.049498419,4.41E-05
3117,0,2.3,0,120708,178903,1727.741286,3887.417895,1295.805965,,5940,17160,900,,6521.495848,,,,,0.007604702,2.37E-06
3118,0,1.6,0,85357,133302,523.5447664,1134.346994,698.0596886,,28560,1110,,,2151.368281,,,,,0.007337432,2.94E-06
3119,6.67,1.6,0,80071,133317,1008.074983,2072.154131,1400.104143,4380,39570,2310,,,3886.437724,,,,,0.013035386,4.57E-06
3120,6.98,1.8,15.62,44088,77079,297.8622003,689.3382351,391.4760347,219270,71370,12360,1080,,9800.716729,296.6680326,,,,0.033931736,3.01E-05
3121,0,0,0,0,0,0,0,33628.51395,,,1650,14670,1440,,2094.605738,,,,0.005804945,1.74E-06
3122,0,0,0,0,0,0,0,0,,5100,780,,,,,,,,0.003518579,5.9E-07
3123,0,0,0,0,0,0,0,0,,150,3090,9840,4440,,581.2485347,,,,0.01083752,1.74E-06
3124,6.25,1.4,5,45882,90233,528.6012316,1222.390348,561.6388086,155460,58230,15180,5010,930,5341.852184,,69.46533641,,,0.035604004,2.32E-05
3125,0,0,0,0,0,0,0,0,,,990,,,,,,,,0.001213071,9.69E-08
3126,2.11,1.5,24.1,38901,61237,1118.292447,2354.299889,1506.751929,,151800,58740,7830,1620,14178.47914,1353.771993,,,,0.019810919,2.18E-05
3127,1.82,1.5,24.39,38582,60571,1402.742438,3226.307608,1907.729716,,69780,22560,,,6951.077189,297.3326869,,,,0.013038296,9.13E-06
3128,0,1.8,14.93,54576,75843,11452.80302,21951.20578,6953.487546,,3060,11280,4680,,3171.861132,,,,,0.007703739,1.88E-06
3129,0,1.6,9.09,39362,49048,1224.519703,2142.90948,1275.541357,,26310,17190,3630,3690,3876.061563,1144.664394,,,,0.010447779,5.02E-06
3130,0,1.5,0,0,49048,721.5696629,1803.924157,721.5696629,,,6630,600,,430.5369198,,,,,0.003936273,7.1E-07
3131,0,0,0,0,0,0,0,0,,,780,1830,,,,,,,0.003266811,2.63E-07
3132,1.41,2.3,6,125206,181797,496.0545222,1418.715933,763.9239641,122010,124920,13800,,,16241.30983,,,,,0.038041542,2.58E-05
3133,0,1.8,17.65,53292,75223,2374.843505,3760.168882,1088.46994,,18600,6600,1140,,2687.721789,,37.49923875,,,0.007184632,2.59E-06
3134,0,2.1,9.09,50000,93865,804.1462259,2041.294266,866.0036278,,30240,10740,900,,3152.477262,,,,,0.008090322,4.14E-06
3135,0,2.1,10,50000,93867,1460.212526,3772.215692,2555.37192,1980,15360,3150,720,,2435.892741,210.9538455,,,,0.005843571,2.1E-06
3136,0,0,0,0,0,0,0,0,2670,9900,2310,840,,,,168.2097406,,,0.008500036,1.57E-06
3137,16.67,1,50,15500,19741,14630.61904,28491.2055,18480.78194,,,2760,7380,,,2180.509451,,145,81,0.004113186,9.97E-07
3138,16.67,0,60.47,10135,13241,8969.344372,20711.03155,15818.66189,,,9630,6270,,4151.158946,,,20,19,0.005418386,1.57E-06
3139,0,0,0,0,0,0,0,0,,,,900,,,,,,,0.001435873,9.15E-08
3140,0,0.9,25,29226,68798,533.4801824,533.4801824,28807.92985,,,5340,18480,15030,,6337.932182,,21,47,0.007920614,3.84E-06
3141,0,0,0,0,0,0,0,0,,,630,780,330,,882.7101367,,,,0.001677129,1.74E-07
3142,0,0,0,0,0,0,1616.718267,6871.052636,,,,3150,9690,,2825.456361,,,,0.004539635,1.27E-06
3143,0,0,0,0,0,0,0,0,,,,2160,,,,,,,0.002028808,2.1E-07
3144,0,0,0,0,0,0,0,504.7814832,15600,31950,48060,32760,76680,,55201.32177,,,,0.026656219,2.03E-05
3145,0,0,0,0,0,0,0,0,,,,,1290,,,,118,204,0.002263232,1.22E-07
3146,0,0,0,0,0,0,0,0,,,,210,2010,,,,488,319,0.002947724,2.24E-07
3147,0,0,0,0,0,0,0,0,252240,5550,1290,6900,1470,,,,,,0.032854515,2.64E-05
3148,0,0,0,0,0,0,0,0,,,,1110,900,,,,348,400,0.002657232,1.97E-07
3149,0,0,0,0,0,0,0,10166.62867,,,,3930,6000,,2436.985189,,,,0.004299824,9.82E-07
3150,3.12,0.9,31.08,34075,68795,9155.619891,9413.524677,25403.62139,,,,6060,14010,,6001.111004,,,,0.005679927,1.98E-06
3151,4.55,1.3,36.96,25000,58944,8545.082169,8545.082169,14474.32286,,,,2580,12300,2313.564288,425.0153432,,4,53,0.004984377,1.47E-06
3152,0,0,0,0,0,0,0,1367.477411,7650,,7980,46650,26790,,26028.88747,,241,288,0.015153383,8.79E-06
3153,0,0.9,30,29084,68798,1809.290861,2067.760983,8529.514057,,,,,10080,,2595.509216,,77,187,0.00440459,9.9E-07
3154,0,0,0,0,0,0,0,0,,,11490,29580,84510,,25291.34036,,508,567,0.027602836,1.24E-05
3155,0,0,0,0,0,0,0,0,,,,,1440,,,,,,0.002331987,1.47E-07
3156,0,0,0,0,0,0,0,0,,,,390,630,,,,57,67,0.002152207,1.02E-07
3157,0,0,0,0,0,0,0,0,,,,,930,,,,,,0.00173847,9.11E-08
3158,0,0,0,0,0,0,0,1591.872626,,,4260,6960,1740,,1335.317398,,5,6,0.005003491,1.29E-06
3159,0,0,0,0,0,0,0,2926.916825,,,1470,5220,7410,,1706.1527,,259,285,0.004854039,1.4E-06
3160,0,0,0,0,0,0,0,6116.483437,,,3570,16230,3480,,2984.029077,,43,47,0.006671084,2.3E-06
3161,0,0,0,0,0,0,0,7239.961763,,,180,4170,24390,,10206.51456,,86,87,0.008575995,2.83E-06
3162,6.76,1.4,37.39,25000,58944,12211.34028,16087.95625,13277.40967,,,5880,11190,9570,520.7139012,4982.082612,,157,119,0.006726538,2.64E-06
3163,0,0,0,0,0,0,0,0,,,,,1470,,,,2,3,0.002436401,1.47E-07
3164,15.33,1.6,36.84,25729,32949,274.4071403,601.92534,823.2214209,637740,165030,215160,93630,59130,16282.65436,17330.09508,1125.350643,,,0.06978738,0.00011558
3165,0,0,0,0,0,0,0,225.2122567,,,,13380,9630,,119.0070501,,,,0.007042852,2.27E-06
3166,0,1.2,50,15000,23496,2187.030819,4374.061638,2916.041092,,,3600,,,262.305046,,,,,0.002207576,3.51E-07
3167,0,0,0,0,0,0,0,8782.509874,,,660,5250,5430,,1656.018245,,17,2,0.005378723,1.14E-06
3168,0,1.4,40,15000,23497,932.201258,2237.283019,4288.125787,,,1620,9720,2550,766.6198172,1475.710169,,1,7,0.004828471,1.37E-06
3169,22.22,0.9,42.11,17681,28382,2305.465587,5475.480769,5619.572368,,,10110,8010,,,937.3314456,907.4550774,158,33,0.008987806,1.77E-06
3170,18.18,1,44.44,18542,28381,2389.222777,4579.343656,2787.426573,,,5340,7230,480,1299.223316,,,,,0.004866307,1.28E-06
3171,0,0,0,0,0,0,0,4866.298136,,3990,4560,1020,,,,,,,0.004805988,9.46E-07
3172,1.76,1.6,0,36782,57836,552.9260196,1371.381484,784.09283,560370,131160,132150,1800,,29645.78834,531.5586138,,,,0.060451857,8.2E-05
3173,0,0,0,0,0,0,0,0,330,90,4110,,,,1422.567244,,,,0.003135341,4.51E-07
3174,0,2.3,10,68865,73573,951.1929062,3234.055881,2187.743684,,3600,15600,7860,,1415.521651,1949.335566,,,,0.006579413,2.69E-06
3175,3.57,2.1,5,104022,130706,915.3832877,2553.437592,1348.985898,12450,25860,15630,,,4570.999843,,,,,0.011562798,5.32E-06
3176,7.69,2.2,8.33,100000,135090,426.1365084,852.2730168,426.1365084,40500,19800,8760,4080,,4363.772531,,,,,0.010750821,7.22E-06
3177,0,0,0,0,0,0,0,0,,19080,1200,,,,,,,,0.005314668,2E-06
3178,0,0,0,0,0,0,0,98359.75805,,,,60,2190,,768.4276191,,,,0.001972741,2.21E-07
3179,0,0,0,0,78876,16.63726562,33.27453123,2645.325233,,,210,5190,150390,,54762.19891,,247,205,0.016429025,1.54E-05
3180,0,0,0,0,0,0,0,0,,,150,4560,1770,,,,29,14,0.013054398,6.32E-07
3181,0,0,0,0,0,0,0,5126.256956,,,,2820,300,,147.3988172,,,,0.002323384,3E-07
3182,0,0,0,0,0,0,0,0,,,,630,33420,,7531.113532,,,,0.007381082,3.37E-06
3183,0,0,0,0,0,0,0,0,60,11250,9270,23550,170430,,57012.10221,,,,0.020851514,2.12E-05
3184,0,0,0,0,0,0,0,0,,1800,,,,,,,,,0.003040014,1.75E-07
3185,0,0,0,0,0,0,0,0,7500,1500,,,,,,,,,0.005414234,9E-07
3186,0,0,0,0,0,0,0,0,,1650,8370,540,,,,,,,0.003755149,1.04E-06
3187,0,0,0,0,0,0,0,1589.448578,,240,3300,3000,,2713.823904,,,,,0.004207599,6.44E-07
3188,9.52,1.5,0,37860,47029,2508.363879,7883.429335,4658.390062,,3540,10860,,,1451.416341,,,,,0.004555799,1.43E-06
3189,0,0,0,0,0,0,0,0,,,4530,1620,,,,,,,0.005221383,6.1E-07
3190,0,1.9,28.57,60550,83603,1233.854588,2930.404645,1233.854588,,4980,11700,,,1953.32129,,,,,0.005386939,1.66E-06
3191,0,1.4,7.14,35000,46795,1242.801213,2885.074245,1464.730001,,34530,23850,,,6002.434171,,,,,0.010375574,5.76E-06
3192,0,0,0,0,0,0,0,1525.499331,,,1950,16470,32340,,1083.072929,,,,0.012569346,5.03E-06
3193,0,0,0,0,0,0,0,0,,,8760,4260,660,,,,,,0.015858556,1.36E-06
3194,0,0,0,0,0,0,0,0,,,750,,300,,,,2,0,0.001684676,1.05E-07
3195,0,0,0,0,0,0,0,0,,,,240,,,,,,,0.000662783,2.73E-08
3196,0,1,0,62500,55882,2068.380004,2068.380004,1034.190002,,,1170,600,720,51.72645673,,,,,0.00292987,2.47E-07
3197,5.16,1.6,27.9,35852,44151,481.4552704,1053.949356,668.7851392,897990,417150,150660,10980,2400,36955.84669,3097.648682,261.3635984,11,13,0.088293151,0.000146178
3198,0,0,0,0,0,0,0,0,,,900,1620,,,,,,,0.003413172,2.49E-07
3199,0,2.5,0,100000,108296,84.78664023,169.5732805,627.4211377,58740,45120,23700,21240,3930,628.2234358,5336.952298,,0,7,0.017334968,1.51E-05
3200,0,1,0,0,46501,47.48477598,189.9391039,94.96955196,2880,31260,20400,,,263.0130136,,,,,0.018097075,5.39E-06
3201,0,0,0,0,0,0,0,0,,,1800,360,,,,,,,0.004845848,2.19E-07
3202,2.9,1.6,9.38,35660,45234,1026.240881,2617.961431,1235.677795,,69420,40770,10470,2880,9835.228923,1104.306807,,0,11,0.020141578,1.22E-05
3203,0,1.5,0,0,48591,47.03181629,94.06363258,5643.817955,,2400,8220,26580,73050,308.5826645,20010.72954,,205,154,0.014372107,1.09E-05
3204,0,0,0,0,0,0,0,4509.719018,,1560,4350,10860,10740,,3229.653889,,22,13,0.006726573,2.72E-06
3205,0,0,0,0,0,1359.979338,0,0,90,1620,210,,,,,,,,0.003384899,1.88E-07
3206,3.57,1.6,7.14,35000,44311,2300.591388,5001.285627,2400.617101,,11940,13950,,,3510.753794,,,,,0.007062863,2.56E-06
3207,2.59,1.7,6.8,55990,76273,1680.951769,4027.941031,2600.717831,11250,43380,104190,4740,,21162.29766,1215.177713,,,,0.031364323,1.61E-05
3208,0,1.2,10.53,38399,48114,596.5118352,1295.870539,637.6505825,20100,75540,29130,1260,,5724.064679,,,,,0.017395925,1.24E-05
3209,1.28,1.2,8.93,40540,48115,1021.004375,2320.464488,1129.292717,,118410,43890,4530,750,12814.22236,369.5919957,156.5051847,,,0.018243235,1.65E-05
3210,0,0,0,0,0,0,0,0,1440,2520,6660,540,,,,,,,0.010128027,1.06E-06
3211,0,0,0,0,48104,460.4771707,920.9543413,9670.020584,,,11070,90,,,615.5012251,,,,0.004087889,1.11E-06
3212,0,1.2,12.5,40973,48114,7700.251905,21047.35521,9753.652412,,,3630,1470,,1156.160132,,,,,0.003374439,4.98E-07
3213,5.26,1.7,8.33,60464,73818,878.4955759,1653.638731,878.4955759,,18930,30150,900,,3254.3702,241.4318419,,,,0.008953346,4.95E-06
3214,0,0,0,0,0,0,0,0,,660,4230,7500,1020,,,,,,0.007753514,1.33E-06
3215,2.82,1.7,10.22,57015,73817,1482.725398,2643.774778,3128.8019,274950,529710,536190,474090,246810,137888.6953,110273.2867,10703.05494,4,5,0.110362561,0.000203599
3216,11.11,1.6,20,28747,51805,951.4060823,3234.78068,7230.686225,,,5460,5340,2790,1370.34939,246.0698641,,41,45,0.00472545,1.34E-06
3217,0,1.6,20,41368,65395,1395.021477,2297.682432,1477.081564,,660,24420,6330,150,2420.078786,2066.587971,,,,0.008722511,3.12E-06
3218,2.63,1.6,20,41395,67575,1420.156482,2761.415381,1380.707691,,31830,33630,270,,4996.47405,298.8735355,,,,0.012477175,6.48E-06
3219,0,1.6,25,41302,69757,1279.329106,2558.658211,1119.412967,,5790,10320,,,1692.855032,,,,,0.005091868,1.6E-06
3220,0,1.2,33.33,35000,42521,1741.875548,4006.31376,2264.438212,,3300,10980,,,1324.789636,,,,,0.004885304,1.47E-06
3221,0,0,0,171824,183703,3644.01068,6559.219225,3279.609612,,4080,3060,,,1242.271415,,,,,0.004533554,7.03E-07
3222,0,0,0,0,0,0,0,0,,2130,73050,3570,,,,,,,0.054618475,7.8E-06
3223,8.62,2,13.33,58696,85187,135.3884389,311.1053489,193.0005405,751650,123630,23130,750,,13443.65594,1063.54154,50.13566899,,,0.077239061,8.89E-05
3224,0,0,0,0,0,0,0,0,,,2730,3270,30,,,,,,0.008141261,5.95E-07
3225,0,0,0,0,0,0,0,1309.8678,,3450,26400,20430,6990,,4659.101719,757.4021061,,,0.012946273,5.66E-06
3226,0,0,0,0,0,0,0,0,,,3030,4380,180,,,,,,0.009086258,7.6E-07
3227,0,0,0,0,0,0,0,0,,1980,6750,1230,,,,,,,0.003849103,9.88E-07
3228,3.85,2.3,9.52,64946,102884,2147.040622,5689.657648,3220.560933,,2550,20190,1380,,4339.698983,280.8711082,,,,0.006396988,2.38E-06
3229,0,0,0,0,0,0,0,0,,,6210,4860,1530,,431.7296926,,,,0.005936632,1.23E-06
3230,0,0,0,0,0,0,0,0,,,,1530,10110,,,5273.160014,0,1,0.00434273,1.15E-06
3231,0,1.7,0,60550,80645,2838.525535,6193.146622,9805.815485,,,,600,9420,702.3506713,1257.710613,,0,1,0.004008858,9.91E-07
3232,3.23,1.6,6.06,57441,80645,7238.909219,11116.8963,3619.454609,,,120,8610,1350,3206.262487,,,,,0.00400166,9.9E-07
3233,0,1.6,7.69,60675,80647,2507.308216,3760.962325,1253.654108,,,5100,5190,,1898.433474,640.0286677,,,,0.00406885,1.02E-06
3234,0,0,0,0,0,0,0,6265.387459,,,1440,17340,4080,,2244.065456,,0,1,0.006570581,2.25E-06
3235,0,0,0,0,0,0,0,1176.124904,,,420,35100,94290,,23368.18016,358.6244225,2,1,0.021443798,1.28E-05
3236,0,0,0,0,0,0,0,0,150,2760,10680,13830,10980,,569.2178193,2920.014005,,,0.008615204,3.8E-06
3237,0,0,0,0,0,0,0,2448.53268,,,120,13260,33090,,5734.848422,,18,28,0.008691324,4.6E-06
3238,0,0,0,0,0,0,0,326.8632676,,750,5520,43950,68760,,3337.797948,8220.4999,38,6,0.016090447,1.17E-05
3239,0,0,0,29084,68798,6795.843666,6795.843666,73783.44552,,,180,1410,1050,,715.9858779,,121,147,0.002163296,2.64E-07
3240,0,0,0,0,0,0,0,26272.02551,,,,1290,2430,,1501.859857,,3,0,0.002465399,3.7E-07
3241,5.26,0.9,25,33404,68795,3751.668496,3840.993937,26886.95756,,,,3120,25890,,5333.922461,,381,528,0.00759971,2.86E-06
3242,0,0.9,33.33,31872,68792,2227.863621,3023.5292,104550.4571,,,,3090,13170,1014.602113,2813.142384,,341,711,0.006447791,1.61E-06
3243,0,0,0,0,68798,921.0979738,921.0979738,67240.15209,,,,,2790,437.4671659,357.8904383,,0,0,0.002211657,2.78E-07
3244,0,0,0,0,0,0,0,816.3922449,377010,280320,362790,314760,171930,,92485.62195,1046.804244,18,9,0.087912172,0.00014895
3245,7.32,2.1,10.71,52371,69128,774.8214873,1461.091948,1483.229704,,69390,23550,16140,8160,6723.263451,3128.064095,,50,53,0.021642555,1.16E-05
3246,0,0,0,0,0,0,0,0,,6180,7800,10380,36030,,21608.38737,,0,0,0.011088849,5.95E-06
3247,0,0,0,0,0,0,0,3882.689512,,,5160,7350,60,,1835.051969,,101,22,0.004682768,1.25E-06
3248,22.22,1,42.86,17347,28381,1394.107457,3398.136926,2178.292901,,2730,18390,6900,1680,1442.397884,3124.806049,,1,2,0.006991541,2.94E-06
3249,0,0,0,0,0,0,0,0,,,2400,3150,210,,,,2,8,0.006497189,5.77E-07
3250,18.18,1.1,40,13929,28723,2794.714094,4446.136059,3429.876388,,7950,12450,,,2334.470238,,,104,0,0.00599731,2.01E-06
3251,0,0,0,0,0,0,0,512.630426,,540,3780,15870,5010,,2128.611496,,,,0.006741534,2.49E-06
3252,0,0,0,0,0,0,0,0,,4530,18900,8220,1440,,,,,,0.010918047,3.26E-06
3253,0,0,0,0,0,0,0,5640.442034,,,1110,9870,5070,,6096.276687,,,,0.005295421,1.59E-06
3254,18.75,1.2,30.77,19388,30670,2382.028305,4626.6319,3664.658931,,25980,30060,630,,6319.206137,644.0754457,,30,34,0.010802248,5.59E-06
3255,7.94,2.2,11.11,53039,69129,2147.492348,4518.681815,2371.189468,,5850,41850,3210,7080,6959.125564,2174.807664,,,,0.012590146,5.72E-06
3256,0,0,0,0,0,0,0,0,,3150,11340,5970,1980,,2896.238494,,,,0.00639928,2.23E-06
3257,0,0,0,0,0,0,0,3395.786566,,6060,27510,31650,17220,,17192.98833,1483.308835,,,0.01408169,8.14E-06
3258,0,0,0,0,0,0,0,3039.898495,,5610,11670,23520,1740,,7642.516254,,48,54,0.009057687,4.21E-06
3259,0,0,0,0,0,0,0,15151.13688,,,2310,6690,2880,,2070.988889,,77,157,0.004387647,1.17E-06
3260,0,1.2,37.5,29305,58946,1893.052886,2409.340037,2237.24432,,,4680,10440,,975.0446497,1526.452168,,13,6,0.004962733,1.49E-06
3261,7.69,1.4,35.29,22648,58945,3630.39283,4735.294996,4261.765496,,,10410,5790,270,2509.863829,807.9634767,,5,6,0.005157077,1.62E-06
3262,8,1.6,22.22,29305,65016,2354.172002,9202.672372,6420.469097,,1200,9240,1800,,2304.505938,321.7692692,,,,0.005883604,1.2E-06
3263,0,1,0,0,58931,53.06753357,796.0130036,1008.283138,,,18030,23370,7500,155.2223851,3091.857632,25.91750064,1,1,0.010936172,4.82E-06
3264,0,0,0,0,0,0,0,2171.12976,,,,1320,9390,,2908.185901,,9,23,0.004161642,1.06E-06
3265,0,0,0,0,0,0,0,0,,,1350,4740,180,,38.13041349,,0,1,0.005218112,6.2E-07
3266,0,1.6,25,29305,71112,2694.093413,1959.340664,734.752749,,330,7080,3120,,417.8772291,953.4408792,,,,0.004215573,1.04E-06
3267,0,0,0,0,0,0,0,0,,,1740,9390,5280,,,59.54607973,,,0.005273933,1.62E-06
3268,0,0,0,0,0,0,0,0,,,,,750,,,,8,20,0.001363525,7.43E-08
3269,11.11,1.1,31.25,26923,39531,3331.889608,4931.19662,2798.787271,,750,10500,8190,,2231.735375,233.5137234,,103,62,0.006235897,1.92E-06
3270,0,0,0,0,0,0,0,692.515087,1380,9480,11700,8970,2040,,601.5836036,,46,115,0.01762466,3.32E-06
3271,0,0,0,0,0,0,0,19899.7069,,,,1950,,,513.6459368,,74,31,0.001723017,1.93E-07
3272,0,0,0,0,0,0,0,0,423810,92460,63300,33030,12900,,,116.6692341,,,0.056791603,6.18E-05
3273,0,0,0,0,0,0,0,5970.156911,,,1080,9990,14670,,6187.19574,,0,0,0.007181053,2.53E-06
3274,0,0,0,0,0,0,0,0,,,30,6660,19380,,,1417.722453,,,0.007158964,2.57E-06
3275,0,0,0,0,0,0,0,78698.63174,,,,,13500,,5589.562394,,,,0.004679675,1.33E-06
3276,7.14,1.4,37.5,18750,32635,2961.39271,9624.526306,4812.263153,,,4590,2370,,1226.681066,,,,,0.003867536,6.91E-07
3277,11.11,1.3,44.44,21552,33152,3800.49033,6460.833561,3420.441297,,,4590,2280,,1223.368298,,,,,0.003844029,6.73E-07
3278,0,0,0,0,0,0,0,3501.742391,810,,19020,45840,23010,,13020.31623,,138,50,0.017737004,8.77E-06
3279,0,1.9,0,66999,104092,2109.515603,2742.370283,632.8546808,,13470,9840,1350,,3087.486041,126.6546085,,,,0.007198968,2.43E-06
3280,0,1.6,14.29,41302,99710,2134.316539,3557.194232,2490.035962,,960,6330,,,598.6755761,145.7137008,,,,0.003466545,7.2E-07
3281,0,1.4,7.14,50000,78827,238.7847154,519.7079099,716.3541461,61380,45630,50940,24150,2190,3030.711963,3410.810185,,,,0.040880767,1.82E-05
3282,5,2.2,0,89441,99214,549.14939,1738.973068,869.4865341,1800,21150,19260,14370,,3328.185373,,856.6068951,,,0.010651218,5.6E-06
3283,4.65,2.1,3.61,81138,96844,2396.098209,5134.496163,2676.161636,,23160,30630,29340,,19717.03534,480.5491203,,,,0.013651932,8.24E-06
3284,3.67,1.7,22.27,50675,60520,1356.932071,3290.827384,1682.809458,16890,356700,97740,13140,,34495.50031,572.9474509,,,,0.035377443,4.79E-05
3285,3.03,2,8.33,55090,59543,1056.780352,2495.800407,1079.265041,13830,78150,23160,,,7343.689144,450.9137018,,,,0.026303888,1.14E-05
3286,3.9,2.1,5.91,102316,133411,457.4693444,632.2571599,384.1016194,888150,187710,59100,57150,8310,18371.07732,3408.435217,113.1139417,,,0.07468633,0.000118744
3287,13.64,2.6,6.67,50000,57025,361.5343761,849.185395,386.7577046,244620,33780,28380,,,9974.214754,,126.8661484,,,0.032570905,3.05E-05
3288,0,0,0,0,0,0,0,0,,,960,2880,,,,,,,0.005027465,3.77E-07
3289,7.14,1.2,30,25000,35889,2821.115524,6394.528521,3761.487365,,4770,9000,,,1617.45704,,,0,1,0.004770321,1.36E-06
3290,12.5,1.9,14.29,38176,45879,650.7909436,1156.961678,650.7909436,4560,29820,1440,,,935.7005667,187.0485855,90.3516054,4,6,0.010064821,3.54E-06
3291,0,0,0,0,0,0,0,0,19020,9450,5310,4710,,,,,,,0.01711321,3.8E-06
3292,0,1.5,10,26797,57782,1673.953404,3515.302149,3515.302149,,6780,8640,,,1547.043846,193.3771143,,,,0.005064998,1.53E-06
3293,0,1.5,9.09,28901,57782,1460.103891,3041.883107,1703.45454,,10770,10560,,,2070.676805,,,,,0.005767749,2.1E-06
3294,5.26,1.6,12.5,41089,52360,1211.474702,2365.260132,1442.231788,6510,29040,5490,2280,1500,3056.812186,393.3775832,80.6814803,10,3,0.009296167,4.44E-06
3295,5.38,1.6,27.19,36106,44151,330.2634609,851.5884281,589.5612195,396690,401670,95250,42870,12330,25155.35967,3039.975687,754.9621629,5,6,0.083416506,9.38E-05
3296,6.67,1.6,30,31741,44150,1638.467704,5213.306331,3127.983798,,7380,9900,,,1810.017974,,,,,0.005375301,1.72E-06
3297,10,1.7,10,41089,54207,2637.26452,4615.21291,2637.26452,,,10890,930,,2135.709968,,,11,14,0.004360793,1.16E-06
3298,0,0,10.53,43924,49378,2109.353006,4056.448088,2190.481967,,24240,7590,,,3004.539419,,19.73520047,,,0.00809765,3.15E-06
3299,0,0,12.5,41420,51622,1834.843063,5170.921359,2835.666552,,9360,6150,,,1264.377134,,,,,0.007603711,1.53E-06
3300,0,0,0,0,0,0,0,0,41250,24300,31260,12000,6810,,,,,,0.041492045,1.14E-05
3301,0,0,0,0,0,0,0,0,,60,660,,,,103.1555222,,,,0.00128919,7.37E-08
3302,2.63,2.3,3.39,75743,90290,861.8849563,2548.716942,1169.701012,41970,85350,83040,,,13359.04477,,,,,0.036260095,2.08E-05
3303,0,0,10,45195,51622,438.8595108,950.8622735,512.0027626,25740,39150,4980,900,,2784.26163,,,,,0.013746556,7E-06
3304,5.98,1.6,7.58,44587,64280,1042.8194,2490.498096,1312.725598,15660,127350,53670,13590,900,20134.7876,3656.305758,,2,1,0.023042563,2.09E-05
3305,0,1.9,0,59546,75784,646.6173285,1238.203395,543.4337123,145080,128130,66690,32430,4230,28909.9662,323.0243769,872.7469185,,,0.028929488,3.72E-05
3306,0,1.5,0,53480,58587,128.9536838,206.325894,4977.612193,,9270,32610,38460,20070,2860.078107,7386.013415,,,,0.0135452,9.92E-06
3307,0,1.9,0,72441,121407,4767.679718,5880.138319,4449.834403,,,4380,6630,5220,,4205.855938,,,,0.005235148,1.61E-06
3308,0,0,0,0,0,0,0,0,,,2310,720,510,,,,,,0.006662974,3.5E-07
3309,0,1.4,40,29084,47837,892.3611345,1784.722269,18204.16714,,,7740,2940,2640,933.1688741,1138.351927,,,,0.004881157,1.43E-06
3310,2.33,2.1,7.27,39206,49702,3284.694337,6015.343846,2730.649509,,34740,30360,450,,8705.678969,,,,,0.012705132,6.46E-06
3311,0,0,0,0,0,0,0,12974.42888,,,630,6840,1200,,470.4163856,,43,58,0.003782806,8.48E-07
3312,0,0,0,0,0,0,0,0,,,,270,,,,,,,0.000816435,2.92E-08
3313,0,2,0,0,69738,1181.721726,1181.721726,0,,,,1830,390,861.080237,,,,,0.001930461,2.16E-07
3314,0,0,0,0,0,0,0,726.5805665,,510,2160,4260,150,,1959.984025,,,,0.003356176,7.04E-07
3315,0,0,0,120000,183703,2780.68967,7229.793141,3336.827604,,1530,2430,780,,1658.205833,,,,,0.00338355,4.61E-07
3316,0.91,0,0,102062,119064,325.6733989,939.8239962,711.6873006,1636170,846000,412020,200640,37230,134860.192,24941.12036,872.5709754,,,0.133047884,0.000309852
3317,1.88,0,2.81,172837,253318,331.3301982,976.2651108,899.9091803,712140,747450,337560,93060,9690,91133.03853,10402.45076,166.3519609,56,56,0.124651416,0.000187772
3318,1.85,0,2.67,181365,253999,1565.01517,1827.937718,1252.012136,57240,99990,21150,22830,5790,5611.774185,9339.720727,,8,12,0.020820791,2.04E-05
3319,4.09,1.6,0,84133,133314,900.9569311,1418.20137,996.1176291,848310,676980,125790,28080,810,59615.16658,13076.3854,189.8561584,,,0.140818248,0.000166867
3320,0,1.6,0,41302,66127,278.3727987,525.8152865,278.3727987,27360,51480,4560,390,,1568.310469,148.2441747,,,,0.012766757,8.28E-06
3321,0,2.3,2.94,127284,185692,105.1527424,218.1919405,378.5498726,286830,596490,88830,12780,330,14834.53717,4774.02179,,,,0.089440923,9.74E-05
3322,0,2.3,0,66667,111244,107.7353474,237.0177643,96.96181269,208590,25440,1530,,,778.1712167,,835.734962,,,0.031765671,2.38E-05
3323,0,3,0,50000,57027,692.590631,923.4541747,461.7270873,2100,3210,4830,300,,436.1581441,4.192962355,,,,0.006440947,1.11E-06
