Percent Unemployed,Vehicles per Household,Percent below poverty level,Median income,Household Density,Daytime Population Density,Undeveloped area,Developed open area,Developed low intensity,Developed medium intensity,Developed high intensity,Residential area,Commercial/Industrial area,Other area,Net Passengers
0,0,0,0,0,0,0,0,600,30,0,0,0,0,464
0,0,0,0,0,0,0,0,510,3690,240,0,0,0,466
19.05,0,62.07,10200,20862.54103,81661.94631,0,0,1260,3150,0,875.7930747,0,0,483
18.52,0,61.54,10147,20147.70795,30864.57388,0,0,2880,3180,0,1534.958423,0,0,464
0,0,0,50000,3399.48633,2719.589064,0,0,1920,2820,2910,0,1565.867123,0,463
0,2,0,0,1261.374508,22704.74114,0,0,0,1560,540,0,345.5033507,0,464
0,0,0,0,0,0,0,0,0,0,810,0,0,0,463
0,0,0,0,0,0,0,0,3750,600,0,0,0,0,522
0,0,0,0,0,7811.877593,0,0,0,570,10410,0,0,4498.779587,464
0,0,0,0,0,0,0,0,3000,960,0,0,0,0,464
0,0,0,0,0,0,0,0,0,540,510,0,0,0,464
0,0,0,0,0,0,93540,1080,1290,4080,5310,0,0,0,464
0,0,0,0,0,0,0,0,30,1980,420,0,0,0,464
17.07,0,60.99,10245,6800.825129,9333.546212,0,5130,44460,43800,17070,4876.867565,9083.669724,0,355
0,0,0,0,0,0,2430,4530,0,0,0,0,0,0,464
0,0,0,0,0,0,6960,11490,14190,5040,0,0,0,0,464
0,0,0,0,0,26152.72988,0,0,3480,24450,32790,2550.686761,6739.259442,10326.20417,462
16.67,0,61.54,10227,4866.779263,5191.231213,0,0,2670,5160,180,865.1758087,0,0,464
10,1.3,33.33,23191,3564.640618,4307.27408,0,750,12720,3990,0,3169.090855,0,0,464
0,0,0,0,0,0,0,0,0,1590,4530,0,2025.555103,0,494
0,1.5,25,18542,1485.576486,742.7882428,0,0,4920,4200,1260,622.5413009,0,204.6895349,464
0,2,0,0,122.1238767,1465.486521,0,0,2430,18090,750,199.2834531,2379.044357,0,464
0,1.4,15.38,45382,4141.384671,4448.153906,0,6510,10140,180,0,1898.727147,149.8705031,75.6448391,464
0,1.4,10,41302,3308.134734,3780.725411,0,420,4860,180,0,584.098151,0,0,468
0,0,0,0,0,2599.358175,0,0,2160,10500,24240,0,11458.21156,0,464
0,1.4,14.29,50000,1522.208045,1383.825495,0,0,7980,5760,5040,581.4472362,1497.165904,168.075398,463
0.88,1.6,7.32,36074,1644.308788,1762.817529,36930,96270,34230,5700,1980,7530.661525,1645.381778,169.9115888,464
0,0,0,0,0,0,2370,150,60,0,0,0,0,0,464
0,0,0,0,0,38122.63771,0,0,0,690,5460,0,2713.358623,0,459
12.5,1.2,22.22,35000,4391.792798,3659.827331,0,0,4350,2730,0,1500.568099,0,0,464
0,0,0,0,0,5267.077889,0,0,0,2400,4500,0,1247.875628,0,396
9.09,1.6,28.57,35000,3901.302644,3901.302644,0,0,3480,3840,0,1463.587692,465.3281187,0,464
12.5,1.3,33.33,28747,1207.186169,6035.930846,0,0,2940,3480,0,524.8693785,218.912419,0,456
0,1.5,20,22452,4240.214328,4543.08678,0,690,5820,2040,0,1737.113333,0,168.1350399,464
0,0,0,0,0,0,0,0,2730,0,0,0,621.1143494,0,464
20,1.1,44.44,26674,2770.351776,5540.703553,0,870,8640,780,0,1693.521478,0,0,464
0,1.8,40,29084,2398.701428,3358.181999,0,0,4830,570,0,1005.591486,0,0,464
16.67,1.1,42.86,26674,2532.012443,4114.520219,0,210,7770,180,0,1375.040144,0,0,464
14.29,1.1,42.86,26674,3014.073228,4384.106513,0,240,8940,300,0,1410.025806,0,0,462
0,1.7,11.11,45079,2403.476809,2621.974701,0,6180,5700,0,0,1465.076222,0,0,464
0,1.9,11.11,43539,3342.282972,1880.034172,0,2010,9870,360,0,1948.854979,0,0,464
0,0,0,0,0,0,0,0,0,210,1410,0,0,0,464
0,3,0,0,3737.668423,0,0,0,720,0,0,0,0,0,464
0,0,0,0,0,4345.407314,22530,13260,26760,24300,5730,2505.718218,222.5306082,0,464
6.25,2.3,13.33,64600,877.2846316,928.8896099,0,35370,13950,900,0,3772.497566,0,0,464
0,2.2,12.5,68533,1292.340356,1107.720305,0,5160,8820,0,0,1873.535542,0,0,464
0,0,0,0,0,0,0,0,0,150,1860,0,0,0,464
0,0,0,0,0,9956.530246,0,0,0,30,10410,0,2794.97204,0,466
0,0,0,0,0,0,0,0,0,300,0,0,0,0,464
0,0,0,0,0,3142.84952,0,2730,11580,8250,2070,1265.506264,0,0,464
0,0,0,0,0,8245.705579,0,0,0,2970,6090,0,1225.758933,0,464
0,0,0,0,0,0,0,0,0,510,0,0,0,0,464
4.92,0.9,30.3,33293,79309.12852,65904.76877,0,0,180,2070,4770,0,3146.614989,0,475
0,0,0,0,0,7811.013021,1560,0,0,1290,23220,0,4450.225583,0,63
0,0,0,0,0,1711.238277,0,0,180,2400,12630,0,256.3988377,0,464
0,0,0,0,0,0,0,0,0,9150,4020,0,0,0,405
0,0,0,0,0,0,0,0,0,4290,5040,0,4032.511446,0,399
0,1.7,9.09,60550,3903.322829,4293.655111,0,0,3750,2340,510,1259.768203,174.2000262,0,459
0,1.7,0,60675,5119.161403,4692.56462,0,0,3630,2400,0,1307.521526,245.0515713,0,464
6.67,1.3,36.59,23813,2224.526358,6152.945247,0,0,4740,39300,10890,5265.896281,7835.747634,0,503
0,1,0,0,119.3494544,6086.822174,0,0,1350,15840,4470,0,2975.514726,0,467
0,0,0,0,0,9312.094165,0,0,0,690,14910,0,957.9869952,0,464
0,0,0,0,0,0,0,0,5190,1680,30,0,0,0,464
4.29,1.8,10.91,47418,2502.184533,3127.730666,0,29430,32670,0,0,6159.079634,216.6709885,0,464
0,2,12.5,44898,1200.23416,1500.292701,0,12270,4950,0,0,1600.011922,0,0,464
1.85,1.5,12.82,46348,1975.822173,1815.620376,6360,93870,36960,5880,2430,12190.79383,1006.55066,0,497
0,0,0,0,1594.325974,1594.325974,0,1500,0,0,0,134.2738189,0,0,464
0,1.5,14.29,47480,2924.182108,3063.428875,0,11850,6780,0,0,1972.493218,0,0,464
6.67,1.6,22.73,30120,2503.68937,4172.815617,0,21480,20730,6150,10710,5578.624816,2992.434014,0,497
0,1.5,0,0,130.2157003,3320.500357,0,0,16770,12570,10470,3182.465449,3708.206646,0,485
1.27,1.5,13.08,47136,12250.7144,7823.985665,0,10230,12390,2520,0,3454.299183,0,0,464
6.35,1.6,22.64,30011,15370.90502,14589.33358,0,0,8820,1200,0,2300.765996,0,0,464
0,1.4,14.29,35000,2777.172195,2777.172195,0,0,4590,2700,0,686.3446547,938.415577,0,464
0,0,0,0,0,0,0,690,9060,8940,210,0,0,0,464
0,1.4,14.29,50000,2931.129938,5443.527028,0,90,11250,1080,0,1487.221848,962.5738706,0,462
0,1.4,14.29,50000,1208.297678,3405.202548,0,2730,13590,5880,1260,1709.232463,3135.970416,0,462
4.55,1.6,14.29,41246,3225.975176,1689.796521,0,4800,12240,0,0,3008.051004,0,0,464
0,1.6,14.29,41302,1171.94056,10212.62488,0,0,3810,7500,4140,1043.597689,2625.617915,0,515
0,0,0,0,0,0,0,0,0,0,420,0,0,0,464
0,0,0,0,0,0,0,0,450,1740,210,0,0,0,464
0,0,0,0,0,0,0,0,0,480,90,0,0,0,464
0,0,0,0,0,25300.75758,0,12960,15810,19350,3210,0,8280.956468,0,464
0,1,0,0,48.2821476,0,43290,10320,0,0,0,218.0205171,0,0,464
0,1.7,7.14,43750,2862.906293,3031.312545,0,0,15450,0,0,2377.806918,189.2875519,0,458
0,2,0,45079,2157.05159,2157.05159,0,1200,10890,0,0,1436.907711,0,0,461
0,0,0,0,0,0,0,11520,7170,1350,0,0,0,0,464
0,0,0,0,0,0,0,1650,1680,0,0,0,0,0,464
0,0,0,0,0,0,0,0,0,2100,0,232.5764359,0,0,464
1.69,1.6,19.74,41368,19439.763,12413.34264,0,0,2430,8640,0,3378.993515,0,0,464
1.69,1.6,19.75,41723,308666.7973,185556.9186,0,0,0,870,510,624.5810251,0,0,464
2,1.6,7.69,42332,1261.431153,1655.628388,0,6360,37650,13260,8430,5345.733102,3576.180819,0,464
0,0,0,0,0,0,0,510,9150,12030,0,0,0,0,464
0,0,0,0,0,0,0,0,0,300,450,0,0,0,464
0,0,0,0,0,0,0,2280,10830,7260,120,0,0,0,464
0,0,0,0,0,0,0,0,30,390,90,0,0,0,464
0,0,0,0,0,146.4600697,180,1590,9570,6150,0,0,0,0,464
0,0,0,0,0,0,0,750,6450,3060,270,0,0,0,464
1.75,1.6,6.45,37705,734.3616945,624.2074403,50640,63720,23190,30,0,5716.712359,0,186.5170466,464
5.77,1.4,5.59,46274,2375.239032,2436.366507,116850,59460,44700,50940,24780,12509.17138,10460.27219,2623.830093,464
0,0,0,0,0,0,0,3660,180,0,0,27.45304481,0,0,464
0,0,0,0,0,375.0159595,0,0,450,6420,0,97.7158607,407.8509226,0,464
0,1.8,20,60000,734.8803352,367.4401676,0,17460,3300,120,0,1189.666655,0,0,464
0,0,0,0,0,0,0,6450,360,0,0,816.3475631,0,0,464
0,1.8,13.79,55591,581.5437974,328.0503473,9990,144300,12000,7200,0,8259.064147,146.8425752,44.05233128,464
0,1.8,12.5,50000,2605.177968,1447.321093,0,4950,4020,0,0,937.3768434,0,182.7144319,464
0,1.7,14.29,75000,2236.518363,1677.388772,0,7290,1950,0,0,1049.599869,0,0,464
0,0,0,0,0,0,3330,1080,0,0,0,0,0,0,464
2.73,2.2,4.17,76427,441.9699224,621.146918,354720,191430,100590,3630,0,23571.75002,635.172053,0,464
0,0,0,0,0,0,0,0,360,0,0,0,0,0,464
0,0,0,0,0,0,0,0,4500,960,0,0,0,0,464
0,0,0,0,0,0,0,0,720,540,0,0,0,0,464
0,0,0,0,0,26.18336929,427080,98070,33300,31680,3720,0,9021.600854,0,464
0,2.1,7.84,82631,2155.770457,2845.617004,0,4470,19350,6330,0,5494.184317,0,0,464
12.5,1.8,16.67,37489,596.375957,681.5725222,4350,21660,4470,0,0,1022.868887,0,0,466
3.85,1.7,16.67,37860,1159.682773,2061.658263,840,9630,27150,2580,0,2265.210712,382.587195,0,464
5.26,1.8,0,45079,934.5113623,1032.880979,120,47580,5010,0,0,3309.643466,0,0,464
12.23,1.9,8.97,38230,470.5545726,682.3041302,237300,215430,82950,14700,30,16912.7739,1707.459558,918.8036766,465
0,0,0,0,0,0,268200,53400,17340,5490,0,0,0,0,464
0,0,0,0,0,0,0,240,210,0,0,0,0,0,464
0,2.2,0,75000,990.00403,1485.006045,0,12090,3510,0,0,946.5212478,0,0,464
0,1.8,6.25,64084,1406.767878,1190.34205,0,1650,22290,0,0,3685.261334,0,0,464
0,0,0,0,0,6992.193824,0,0,5820,68700,51810,0,29806.21995,0,696
2.7,1.5,18.18,46667,1393.892321,1742.365401,0,23400,23490,10890,9300,3807.682168,2756.729697,0,461
0,1.4,20,50000,457.6470087,5884.032969,0,1650,9960,14910,12990,907.5543409,4586.183462,0,441
4,1.5,17.5,41089,1388.385941,1177.10982,0,70920,14790,0,0,6139.562709,0,0,464
0,1.5,20,37784,1411.472753,1129.178203,0,11070,7290,0,0,1479.575995,0,0,464
8.7,1.5,21.05,38233,2346.126813,2158.436668,0,9270,17610,750,0,3237.362115,0,0,464
5.88,2,23.08,29226,2674.642526,3303.97018,0,4770,11670,0,0,2329.566671,0,0,464
5,2.1,23.53,29188,2544.360988,3053.233186,0,6900,13440,0,0,2550.99176,0,0,464
4.55,2,25,31942,2620.54824,3723.936972,0,12930,5880,0,0,2206.826232,0,213.3494514,464
0,2.1,9.09,40973,2167.35488,1702.921691,0,7860,8880,0,0,1849.856626,0,0,464
0,0,0,0,0,0,0,0,0,0,1290,0,0,0,453
2.04,1.8,10.81,43901,2382.015867,2603.598738,0,5430,41340,0,0,7347.035451,139.7870817,0,464
0,0,0,0,0,0,0,0,900,1380,120,0,0,0,464
7.69,1.8,0,59689,1580.812328,1580.812328,0,3900,12510,0,0,2599.450443,0,0,464
0,0,0,0,0,23633.85135,0,0,180,4740,21270,0,7344.233386,0,464
1.69,2.3,5.43,125652,591.0352367,823.676766,246600,143250,21360,0,0,25266.15045,236.0101575,0,464
0,0,0,0,0,0,0,180,3540,2370,0,0,0,0,464
0,2.4,0,120000,601.3605804,2525.714438,11040,16680,13830,1530,0,2409.853045,455.5704696,201.8043929,464
0,0,0,0,0,0,8730,3870,0,0,0,0,0,0,464
0,2.5,0,120000,779.7789105,1002.572885,0,10380,12780,0,0,2646.641827,0,0,464
0,2.5,0,200001,925.6971551,2545.667177,0,3780,6330,1110,0,480.2353374,477.2100771,0,464
0,2.5,0,133725,1328.038492,1328.038492,0,12780,8400,330,0,2056.604953,0,0,464
0,2.5,0,200001,856.898968,1499.573194,0,9270,2790,0,0,755.0664767,0,0,464
3.57,2.5,4.76,120226,1163.175626,1416.039893,0,27930,23130,0,0,5670.274259,0,0,464
0,2.1,5.26,142857,3602.146909,3602.146909,0,3810,13530,720,0,2678.564986,0,0,464
0,0,0,0,0,3873.30132,69060,30810,34170,106200,94620,0,69029.43545,0,464
0,0,0,0,206.8430679,92872.53747,0,0,0,0,12480,0,5516.330257,0,262
12.5,1.2,33.33,29084,1936.386232,2489.639441,0,0,8820,570,0,1015.185724,0,0,464
0,0.4,54.55,10714,2395.607318,3353.850246,0,0,2880,6990,990,828.0608298,0,346.6450057,464
0,1.4,47.06,15000,629.7643809,1175.560178,0,270,10110,31110,20220,2062.774734,307.0937209,2422.899188,485
23.53,0.9,38.89,18641,6642.27444,8487.350673,0,0,3780,3180,0,0,0,861.8709444,469
6.67,2.1,11.11,53823,1299.476852,1065.571019,0,47970,39210,12240,0,8354.514917,0,56.85272431,464
7.14,0,0,45079,2271.588715,1858.572585,0,2340,5370,4830,0,2335.648691,0,0,464
0,0,0,0,0,0,2190,1350,2610,0,0,0,0,0,464
15.38,2.6,11.11,50000,427.3871218,756.1464462,30720,28770,15960,0,0,4198.15793,0,0,464
14,2.6,5.56,50000,374.8198683,452.3688066,163080,31530,5940,0,0,4578.56792,0,0,464
0,0,0,0,0,0,20940,4380,0,60,0,434.769583,0,0,464
5.26,1.7,16.67,35000,2394.233864,4244.323668,0,210,21330,2220,0,4506.770853,214.8615975,0,464
0,0,0,0,0,0,0,0,60,390,0,0,0,0,464
0,0,0,0,0,0,690,3420,3510,630,0,0,0,0,464
0,1.3,0,20000,74.97991652,99.97322202,54420,32160,16380,750,0,549.6819776,0,0,464
0,0,0,0,0,0,0,0,0,0,1740,0,0,0,464
0,2,0,0,1067.024104,3201.072311,60,1980,450,0,0,0,0,0,464
0,0,0,0,0,0,379320,44040,40050,1320,0,0,0,0,464
0.83,1.4,13.71,45094,4601.481882,4039.309888,5010,8880,16170,47640,46740,0,11781.65835,56.65155721,464
0,1.8,20,62500,631.172565,1767.283182,0,5670,7080,7050,570,2771.269129,400.0348879,109.2721346,465
0,0,0,0,0,11152.87576,0,0,0,300,6480,0,3166.544321,0,480
0,0,0,0,0,12288.79947,0,0,0,1800,4920,0,1593.996045,0,460
0,1.3,0,50000,2289.700776,1717.275582,30,3630,930,0,0,0,0,0,464
0,0,0,0,0,0,1890,450,30,0,0,0,0,0,464
0,2,0,0,7.581165433,106.1363161,108090,56010,97950,60480,19050,3809.591112,2841.864304,172.1271188,464
0,2,10,66862,1079.336028,1310.62232,0,19440,14130,0,0,1961.513075,0,0,464
5.56,1.6,14.29,50000,382.9889041,446.8203882,21630,88920,8070,2910,0,4099.015105,0,0,464
0,1,0,0,2091.540437,1673.23235,0,630,3960,1650,0,458.6916689,0,0,464
15.38,1.2,41.67,26079,3012.420287,7280.015695,0,2790,6810,750,0,1529.896363,0,0,464
0,1.8,40,29084,2668.157705,3430.488478,0,180,6570,0,0,744.2563093,0,0,464
0,0,0,0,0,0,0,0,1560,3090,7320,0,571.8777378,0,464
0,1.3,33.33,18542,388.0915737,4269.007311,0,600,6390,9870,3180,319.1400848,3953.935556,0,464
0,1.8,0,40901,412.8792628,258.0495393,26100,23430,0,750,0,997.50305,0,0,464
3.45,2,6.67,45979,984.3585473,1171.855413,22650,29190,2430,840,0,2675.659842,495.9776891,0,464
6.06,2,6.98,77299,181.1319545,938.9289071,404880,144090,66360,68580,17220,7986.25062,6097.448439,6864.959881,464
0,0,0,0,0,0,0,0,0,4140,2310,0,209.495226,0,447
0,0,0,0,0,3174.139246,1770,6240,7020,1290,0,0,276.3413662,0,464
0,0,0,0,0,2863.326686,0,0,690,4920,8880,0,646.1545175,0,464
0,1.5,45.45,15907,2170.184387,4143.079284,0,0,8190,4890,0,1379.500405,302.1702987,0,495
0,1.2,50,15000,1664.360826,998.6164958,0,0,7740,0,0,458.0391203,0,0,464
0,1.5,50,15000,400.9429319,1002.35733,0,0,8130,4650,0,0,0,1362.123234,464
0,1.4,40,15000,1250.564093,1563.205116,0,2430,5820,0,0,311.916322,0,0,464
16.67,1,50,12500,2327.84987,4073.737272,0,660,8190,0,0,1253.089508,0,0,464
5.26,2.1,8.33,56105,1330.279803,1330.279803,0,21240,4020,0,0,2609.565879,0,0,464
0,0,0,0,35.57442966,889.3607415,12540,37530,10110,6930,5550,0,1952.203416,0,462
0,0,0,0,0,0,586290,4020,660,2580,0,0,0,0,464
9.52,2.1,9.09,52863,3777.009267,3540.946187,0,1500,8790,570,0,1940.551495,0,0,464
16.67,1,37.5,18750,2352.907428,1647.0352,0,840,7470,1410,1290,914.3565919,0,0,464
22.45,1,40.62,18654,3512.458084,4226.856339,0,3960,28050,10650,780,3957.859269,187.9299276,259.2715732,489
25,1,0,0,4722.564414,23612.82207,0,0,540,0,0,0,0,0,464
0,0,0,0,0,0,75270,8190,8310,1260,0,0,0,0,464
0,0,0,0,0,0,0,540,8670,5250,1140,0,0,0,464
0,0,0,0,0,3140.242956,0,900,6360,7710,1530,0,2479.188268,0,464
5,1.5,9.52,37745,774.9330666,4442.949582,0,0,19110,22560,8340,1946.913976,9642.795497,0,464
12.5,1.4,14.29,37134,310.4745835,3363.474654,0,0,14220,19800,15930,665.1041455,9785.162101,0,464
0,0,0,0,0,4485.250487,0,0,2010,8220,6000,0,4628.827394,0,464
0,1.8,8.33,43660,1488.262636,1913.480533,390,7770,14190,2040,0,2571.633665,257.3927703,0,464
0,1,0,0,5333.291762,0,0,0,0,570,0,0,0,0,464
0,2,0,30000,1672.837568,1672.837568,0,5340,2460,0,0,536.8093374,0,0,464
0,1.9,10,43539,3108.119325,16975.11323,0,2370,7680,720,0,1467.451869,0,0,463
0,2,0,0,459.5378157,229.7689078,0,8310,2910,0,0,1132.444685,0,0,464
0,1.8,0,41302,3520.280533,5531.86941,0,0,5100,0,0,446.5042175,0,0,464
0,1.7,14.29,50000,2914.629093,2428.857577,0,2040,5820,2790,0,1584.345995,0,0,462
0,1.8,0,41302,1788.664072,2555.234389,0,360,9030,840,0,992.4657029,256.1072227,186.4032019,462
0,1.8,0,37489,1752.267359,1501.94345,0,7140,3270,0,0,923.2826035,0,0,464
0,2,0,45079,1608.990569,1608.990569,0,11400,6240,0,0,1453.48595,0,0,464
0,0,0,0,0,0,0,8340,6840,0,0,0,0,0,464
0,1,0,0,60.50876799,2299.333184,0,19140,19170,4530,0,169.5635044,3776.538943,0,464
33.33,1.5,25,25000,1711.138181,1140.758787,0,60,9000,0,0,1219.383323,0,0,464
21.21,1.1,40,15000,3500.999169,8266.248039,0,13560,13170,0,0,3932.808587,0,0,483
21.74,1.1,41.18,16190,3436.072798,11132.87587,0,6870,11970,0,0,2612.394939,0,0,477
16.67,1.5,25,25000,1496.5641,2244.84615,0,0,6810,0,0,739.523231,0,0,464
16.67,1.1,31.25,26923,1739.117064,3354.011481,0,2400,10770,6510,1200,1681.643498,1371.176142,0,464
12.5,1.2,25,25000,2812.914218,7032.285544,0,1080,7950,2100,0,1670.69021,0,0,457
16.67,1.4,40,25000,1373.599784,2918.899541,0,0,5430,7440,2190,770.6805363,1723.462198,0,464
14.29,1.2,41.67,26079,1715.337182,5953.229044,0,0,9900,10680,5070,1393.823116,2847.038502,0,464
0,0,0,0,162.4891247,4224.717242,0,0,2250,11070,2610,57.15225225,2965.952433,0,462
16.67,1,33.33,25000,1964.414888,5500.361688,0,0,6600,0,0,488.6754232,0,0,464
12.5,1.2,27.27,26797,3258.193878,2506.302983,0,120,9330,930,0,1372.115609,0,0,459
22.22,1.1,42.86,26674,3285.077306,6241.646882,0,0,6900,960,0,1227.106612,0,0,466
16.67,1,33.33,25000,1737.980813,3186.298157,0,0,6270,2700,0,947.8102104,0,0,464
0,0,0,0,0,5689.28178,0,0,4200,5010,6780,0,1113.77424,0,463
0,0,0,0,0,0,0,660,0,0,0,0,0,0,464
5.86,2,7.28,76988,657.8546141,967.5276398,589680,684210,326010,14520,0,93905.73212,2404.725742,259.9863199,464
0,0,0,0,0,56.26344529,38640,0,2430,3090,0,0,422.3163991,262.0419211,464
0,0,0,0,0,0,5670,6090,450,0,0,0,0,0,464
0,0,0,0,0,0,901710,1140,0,270,0,0,0,0,464
0,1.7,7.69,35000,643.3661592,597.4114336,0,41400,15090,0,0,4174.606767,0,0,464
0,0,0,0,0,0,0,0,0,120,0,0,0,0,464
0,0,0,0,0,0,30,1020,0,0,0,0,0,0,464
6.25,2.3,9.09,55908,1801.53906,2316.264506,1830,4650,13500,0,0,2528.29127,0,0,464
0,1.8,12.5,53292,2167.958844,1083.979422,0,14580,9270,0,0,2937.055537,0,0,464
0,0,0,0,0,0,4890,1710,0,0,0,0,0,0,464
0,2,0,125000,6124.011166,4082.67411,0,0,1260,0,0,0,0,0,464
0,0,0,0,0,0,0,630,960,0,0,0,0,0,464
0,0,0,0,0,0,0,5250,4980,0,0,771.7194054,0,0,464
0,0,0,0,0,0,450,0,2550,0,0,0,0,0,464
0,2,0,0,170.0409037,340.0818074,90,2490,7140,3120,2490,223.9174417,2424.634391,0,464
0,1.6,10,35000,34.48991062,94.8472542,854010,12270,28260,1860,0,3702.076717,938.9306626,386.0427927,464
0,0,0,0,0,0,660,0,0,0,0,0,0,0,464
0,2.5,0,118327,119.2179975,1049.118378,58140,45000,5430,0,0,3300.235157,0,0,458
0,2,0,0,19.49856593,19.49856593,110280,20670,1650,0,0,437.2189686,0,0,464
0,0,0,0,0,307.4316739,0,0,30,7320,17940,0,6826.676581,0,464
5.56,1.6,20,37860,1933.695406,2677.424408,0,7290,4710,5460,0,1694.676942,0,0,464
0,0,0,0,0,0,0,720,2370,0,1170,0,0,0,464
0,1,0,62500,3286.773097,4930.159645,0,0,1470,0,0,0,0,0,464
0,2,0,84511,344.3407533,459.1210044,14460,5130,1410,0,0,324.2487006,0,0,464
0,2.3,0,66667,256.6931376,199.6502181,52200,16920,16890,4260,450,2728.254015,472.5686204,0,464
9.76,1.6,38,37000,1520.66771,2209.271956,20910,45240,22470,1500,0,5685.043922,0,0,464
0,0,0,0,0,0,0,18720,9990,9120,1560,1035.028487,0,0,464
0,0,0,0,0,0,0,90,1440,120,0,0,0,0,462
0,0,0,0,0,0,0,750,330,180,0,0,0,0,464
0,1.5,25,18542,2332.691362,1866.15309,0,2670,2880,0,0,710.8538593,0,0,464
0,0,0,0,0,0,0,0,240,0,0,0,0,0,464
0,0,0,0,0,0,1325010,91530,103800,87540,143910,0,2737.756626,3485.845478,464
7.14,1.6,20,32003,984.823009,5823.301271,0,4950,18540,18870,18150,1473.798986,6707.764316,0,446
0,0,0,0,0,247.3667639,0,0,300,10170,52350,0,711.4960956,0,581
7.69,1.5,8.7,35000,2211.416894,2636.689373,0,14760,13950,0,0,3622.542207,0,0,464
0,1.6,10.81,34284,4654.65663,5378.714328,0,3630,20550,480,0,4216.449137,0,0,464
0,1.8,11.11,50000,1551.198189,2240.619606,0,9180,5880,0,0,1716.189544,0,0,464
2.17,1.8,8.33,51646,2740.678807,2272.758035,0,3420,33720,0,0,6600.979414,0,0,464
3.12,1.5,18.75,48852,2124.584285,2219.010254,0,19320,35520,0,0,5936.007574,0,0,464
2.08,1.5,18.97,47472,3889.51999,2984.980458,0,24780,32340,270,0,5174.801314,0,0,464
0,1.8,20,59164,268.9361669,336.1702086,20370,11100,5070,1980,0,865.2455251,0,0,464
5.56,2.1,11.76,60000,228.7843359,228.7843359,151650,24150,5100,30,0,5044.22901,0,0,464
9.09,1.9,8.33,60000,683.2290134,751.5519147,18150,7650,12120,0,0,2122.77897,0,0,464
0,1.4,28.57,29226,1054.240943,1656.664339,0,11370,5790,0,0,1270.073672,0,0,464
2.7,1.6,6.45,40033,1556.362153,3774.178222,0,11610,33480,19380,2070,4694.972415,4072.689034,0,464
4.35,1.6,5.56,38943,2091.724798,1840.717822,0,8850,19440,2430,270,3348.737121,254.7399672,116.8629552,464
2.63,1.7,0,52796,425.4907678,305.8214894,95910,81390,16680,900,0,6231.638055,283.9780022,0,464
2.63,1.5,7.69,38438,1715.027066,1519.023972,0,29820,22890,0,0,5304.880298,0,0,464
5.56,1.5,10,37784,2024.324905,3312.531663,0,5220,8880,0,0,1880.642617,174.0099858,0,464
2.17,1.6,0,52279,1148.127436,1033.314692,1020,47520,18960,0,0,4843.670946,0,0,464
0,1.5,10,37784,787.0642525,726.5208485,3240,27660,11910,0,30,2603.974971,0,0,464
6.67,1.6,33.33,50000,794.5076523,681.0065591,23100,18180,4320,0,0,4352.20321,0,0,464
0,0,0,0,0,0,0,300,180,0,0,0,0,0,464
0,0,0,0,0,0,0,0,0,2070,3990,0,0,0,464
4.12,2.1,5.56,102307,83.62029181,126.5918307,1896810,232800,50550,36300,4200,20180.82421,1540.957924,817.9117889,464
0,0,0,0,0,0,1577190,11190,1170,3540,0,0,0,0,464
0,0,0,0,0,0,0,0,0,960,210,0,0,0,464
3.23,2,8.51,55828,1016.348755,1551.844336,11580,133530,86940,3060,2100,16429.68768,1474.315661,0,464
4.82,2.1,3.17,82472,457.6975072,633.1482182,215640,78120,41190,0,0,10039.51173,1118.269722,47.04457554,464
0,1.8,25,35000,173.5059859,2833.931102,4350,30570,26910,17610,10080,862.4421111,4243.35297,826.8423168,464
0,0,0,0,0,0,0,0,0,810,0,0,0,0,464
6.25,1.7,18.75,50000,1377.075688,1672.163336,0,10290,15600,0,0,3077.897585,0,0,464
7.69,0,17.39,57598,1280.127482,2363.312275,0,26520,25950,0,0,4985.704681,0,0,464
8.7,1.4,26.32,28331,2179.740804,7500.872767,0,6690,25470,5580,2430,4547.856379,1152.877244,0,462
20,1.4,20,26797,1391.472514,8981.322589,0,0,10170,7110,3210,1608.816904,1696.087834,0,452
4.48,0,3.7,75000,365.9302034,471.4869928,0,1170,1470,0,0,0,0,0,464
5.26,2,3.7,83015,1600.804999,2534.607916,0,13920,24900,0,0,3590.722494,0,0,464
0,2.2,8.7,65110,658.0297941,957.1342459,9060,71100,6540,0,0,3886.00572,0,0,464
0,0,0,0,0,0,0,0,2460,1230,0,0,0,0,464
0,0,0,0,0,3172.213078,0,0,7050,15090,3240,0,2120.837881,0,464
4,1.6,15.38,38108,5241.247882,4827.465155,0,0,1320,14280,3060,1206.243899,2157.068913,0,464
0,0,0,0,0,0,87360,3900,3900,1590,0,0,264.2395438,0,464
0,0,0,0,0,0,0,0,180,150,0,0,0,0,464
0,2.2,0,60000,37.17659416,52.04723182,340200,6630,1560,0,0,1216.156597,0,0,464
0,0,0,0,0,0,0,0,1350,990,0,0,0,0,464
0,0,0,0,0,0,6750,2280,840,270,0,0,0,0,464
0,0,0,0,0,0,420,5070,1470,0,0,0,0,0,464
0,1.7,0,110619,1136.274538,1388.77999,0,46440,66960,9960,0,15856.15227,73.30191839,0,464
0,2,0,0,102.2679425,102.2679425,17550,8070,60,0,0,471.5923889,0,0,464
2.76,1.3,8.41,76310,2613.096277,3348.340097,38640,55290,97770,55140,13830,32967.67638,4856.19643,0,464
