2019 Unemployed Population 16+: Percent,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Median Household Income,2019 Average Household Income,Household_Density,Total_Pop_Density,Day_Pop_Density,Undeveloped_Sq_Meters,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,Shape_Length,Shape_Area,Net_Passengers
15.38,1.1,22.22,31741,40218,2563.797763,6409.494408,4395.081879,0,0,6690,7410,0,2453.390297,0,0,0.004797047,1.4E-06,17
0,0,0,0,0,0,0,0,0,30,150,0,0,0,0,0,0.000984993,1.57E-08,0
5.88,1.8,0,43539,86538,2017.942974,4900.718652,2738.636894,0,12840,5160,0,0,1523.661193,0,0,0.006025949,1.78E-06,0
3.7,1.4,20,45382,83830,1360.46737,3627.912988,1813.956494,0,6600,27660,0,0,4065.902223,0,0,0.009385604,3.39E-06,0
0,0,0,0,0,0,0,1488.608209,0,22380,58620,48720,26670,0,0,9938.808083,0.018973957,1.55E-05,14
0,0,0,0,0,0,0,0,0,0,2970,2430,0,0,0,0,0.005041971,5.26E-07,0
0,1.4,45.45,15578,22260,594.3579462,1164.941574,2543.85201,930,41100,44220,17970,4710,2891.673046,166.64828,8301.453148,0.017522115,1.08E-05,52
3.76,1.4,5.61,35053,48757,1050.755738,1850.355226,1599.198977,531630,427560,313500,194760,48030,58487.49241,34668.02948,75.65748848,0.063916783,0.000149857,1
0,0,0,86124,98379,1017.71024,1908.2067,508.8551199,0,32730,7980,0,0,4110.21878,0,208.6041089,0.009069406,4.03E-06,0
0,0,0,0,0,0,0,0,0,0,0,5340,1680,0,333.7449474,0,0.003836139,6.99E-07,20
7.14,1.3,33.33,29305,58946,1268.55436,17990.40729,11416.98924,0,0,3060,12000,7350,2136.220291,1452.239416,367.0677268,0.005984514,2.22E-06,24
6.25,0.9,29.55,33404,68795,9334.528922,8634.439253,7000.896691,0,0,780,10320,0,1121.46638,758.3763121,0,0.004174169,1.1E-06,2
0,0,0,0,0,0,0,0,0,0,0,810,1260,0,0,0,0.00315425,2.07E-07,0
0,0,0,0,0,0,0,0,3990,1680,6780,18090,2880,0,0,0,0.013966906,3.33E-06,0
0,0,0,0,0,0,0,0,0,1890,5790,1050,1650,0,0,0,0.003651376,1.02E-06,0
11.11,1.9,10,38022,43967,459.8497885,1141.108735,783.4477879,66510,65310,19980,0,0,5664.158788,0,0,0.022302164,1.5E-05,1
0,0,0,0,0,0,0,0,0,3300,5760,0,0,861.1802889,0,0,0.005139981,8.96E-07,0
0,1.6,33.33,37447,44686,811.428321,2061.027935,1768.91374,11820,111720,30480,5430,0,1757.417091,4684.266917,0,0.023309063,1.58E-05,5
1.09,1.5,7.81,31547,55234,673.2137157,1981.713614,1204.199182,178890,68970,25410,0,0,2475.370156,5823.870813,0,0.048180758,2.7E-05,4
0,0,0,0,0,0,0,0,3180,1530,30,0,0,0,0,0,0.004129261,4.62E-07,0
2.29,1.6,12.38,35364,59745,995.1996285,2006.071692,1825.838688,93930,125340,63630,37470,10080,13354.2798,2021.174565,533.574425,0.025029283,3.26E-05,0
0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0.000898614,5.28E-08,0
7.69,1.5,25,18542,56316,342.9796497,8660.236154,4458.735446,0,1710,13530,12990,1980,3801.702093,0,0,0.007591804,2.98E-06,0
0,0,0,0,0,0,0,0,0,180,1920,1920,0,0,0,0,0.00517583,4.22E-07,0
0,1.4,20,43539,63915,2960.38783,4539.26134,2170.951075,0,9990,3120,0,0,895.2630435,0,0,0.006427245,1.3E-06,0
6.67,1.6,23.53,31967,73935,2987.684615,6971.264102,3129.955311,3180,4620,9450,660,180,1743.085895,0,0,0.007537327,1.8E-06,0
7.69,1.5,25,25000,73934,1653.732755,2798.624663,1399.312331,0,14610,5820,0,0,2156.879779,192.2656848,0,0.005698374,2.01E-06,0
0,0,0,0,0,0,0,15216.33389,0,0,0,3030,5190,170.4132285,1424.073493,0,0.003622764,8.07E-07,23
0,0,0,0,0,0,0,13499.0996,0,0,750,9510,6090,0,1563.595141,0,0.005327958,1.61E-06,60
0,0,0,0,0,0,0,0,0,0,0,1380,0,0,0,0,0.002791421,1.23E-07,0
0,0,0,0,0,0,0,0,0,0,0,8010,3270,0,917.5276234,0,0.004337799,1.12E-06,0
2.46,1.7,6.54,55225,76014,657.0460214,1597.405465,1663.712861,93720,210810,92760,25380,6600,21126.30524,8050.92992,0,0.054037913,4.25E-05,0
0,0,0,0,0,0,0,24982.78963,0,0,420,9180,130140,0,66341.22084,0,0.016081031,1.38E-05,0
0,0,0,0,0,0,0,1937.690235,31080,2580,7980,0,0,0,554.4482734,0,0.008883459,4.36E-06,0
4.35,1.9,9.09,45923,72042,682.107324,1461.658551,3832.793535,0,18900,40020,20580,270,4733.472253,4993.239542,0,0.015332468,7.89E-06,0
9.09,1.8,15,54987,85807,1091.565616,2568.389684,1284.194842,4560,23970,11850,0,0,3352.039165,0,0,0.013464488,3.99E-06,0
7.79,2,12.14,58046,85188,388.4063165,822.8459743,422.9313224,581280,244230,71190,3420,0,33042.80137,0,291.1520467,0.044464126,8.91E-05,0
5.56,2.1,11.76,60000,85187,933.2045055,1762.719621,1866.409011,0,21840,15960,5580,6750,2973.909742,1672.927831,0,0.010307848,4.95E-06,0
9.09,2,13.04,60113,85187,1060.363039,2858.369931,1567.493188,0,20250,26970,6780,2160,4746.825105,880.3180182,0,0.011395698,5.56E-06,0
0,1,0,0,68798,195.0725164,585.2175493,75297.99135,0,0,0,180,13110,0,4779.527951,0,0.004602693,1.31E-06,5
5.56,1.6,13.33,45276,101246,1971.864506,3640.365241,1213.45508,0,8730,8040,0,0,2103.263874,0,0,0.005831071,1.69E-06,0
0,1.6,5,82186,123522,1788.169791,2885.4558,1747.529569,0,4830,53220,5910,0,10719.34316,0,0,0.011492579,6.3E-06,0
2.78,1.8,5.26,75000,106974,2866.484756,5274.331952,1375.912683,0,10710,11910,0,0,3496.063749,0,0,0.007840452,2.23E-06,0
0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0.001747025,1.02E-07,0
1.18,1.8,5.13,67631,107317,2876.35826,6212.933843,1610.760626,0,21930,22920,0,0,7292.605982,0,0,0.01252613,4.45E-06,2
0,1.6,0,29084,45450,989.1125944,1978.225189,989.1125944,0,12990,5280,0,0,1293.18227,0,0,0.00553899,1.81E-06,0
4.76,0.9,29.17,35000,68794,5702.07881,9313.39539,18246.65219,0,0,4380,6600,2640,1865.235966,1538.81834,0,0.004642778,1.35E-06,139
0,0,0,0,0,0,0,0,0,0,0,7260,6630,0,0,8168.215257,0.004682399,1.37E-06,0
0,0,0,0,0,0,0,0,0,0,210,5280,0,0,0,0,0.003816315,5.44E-07,2
0,0,0,0,0,0,0,0,0,0,0,360,1860,0,0,0,0.002881404,2.14E-07,5
0,0,0,0,0,0,0,54317.95175,0,0,0,780,12570,0,5301.789939,0,0.004604245,1.31E-06,289
8.33,0,0,31967,68793,4657.213882,5029.790993,168963.7196,0,0,0,630,13380,0,6229.75197,0,0.004681489,1.37E-06,344
0,0,0,0,0,0,0,66955.59216,0,0,3030,9540,150,0,1988.64689,0,0.004433569,1.25E-06,44
0,0,0,0,68798,211.2145237,1478.501666,17742.01999,0,0,0,0,12210,0,2464.08088,1827.942232,0.004589007,1.21E-06,0
0,0,0,29226,68798,2760.127844,3066.808716,209156.3544,0,0,0,60,8490,0,3871.62965,0,0.004078369,8.34E-07,0
11.11,1.6,17.65,29028,65596,4414.68633,4647.038242,47864.49389,1920,0,0,9210,0,724.1010117,837.0724967,0,0.004381001,1.1E-06,68
0,0,0,0,0,0,0,1120.144989,0,0,150,3090,10590,0,419.6273894,0,0.004789374,1.37E-06,161
0,0,0,0,0,0,0,0,0,0,210,5970,18660,0,0,0,0.013994083,2.46E-06,0
0,0,0,0,0,0,0,0,0,2880,5430,960,0,0,0,0,0.003662247,9.1E-07,0
0,0,0,0,0,0,0,0,0,0,0,6510,1560,0,0,0,0.005275194,8.16E-07,0
0,0,0,0,0,0,0,0,0,0,30,630,1050,0,0,0,0.002531018,1.72E-07,0
0,0,0,0,0,0,0,0,0,0,0,30,11400,0,924.8048302,0,0.004240411,1.12E-06,4
0,0,0,0,0,0,0,0,0,0,0,7080,2610,0,0,0,0.004701955,9.63E-07,7
0,1.7,15.62,45225,58504,1192.771848,2018.536973,1223.355741,4950,74280,5280,0,0,6166.754756,0,0,0.018026723,8.38E-06,0
1.37,1.5,12.75,46676,63916,2812.366275,5387.067794,2574.701519,0,155970,40200,0,0,17719.46511,0,189.2432081,0.033762898,1.94E-05,0
7.89,1.6,21.74,31021,73936,1967.84154,4427.643465,2038.121595,0,25740,11130,0,0,3783.176489,0,0,0.01105594,3.64E-06,0
0,0,0,0,0,0,0,0,90,1560,0,0,0,0,0,0,0.003485525,1.64E-07,0
0,0,0,0,0,0,0,0,91440,3660,6570,9930,10890,0,0,0,0.022752848,1.21E-05,0
0,0,0,0,68363,747.8437972,747.8437972,5234.90658,0,0,3090,3480,600,0,1412.547253,0,0.00394908,6.84E-07,13
0,2,0,0,119643,266.2637445,1331.318722,4526.483656,0,0,8730,990,0,186.0547071,1003.839374,219.2800251,0.004336024,9.61E-07,13
0,0,0,0,0,0,0,14705.29682,0,0,570,2910,3360,0,1768.418411,0,0.003728693,6.79E-07,12
0,0,0,0,0,0,0,0,0,0,480,270,0,0,0,0,0.001797131,6.76E-08,0
0,2,0,0,64169,1.732243783,5.196731348,2885.918142,637620,71640,217080,354120,214740,0,17619.44994,4948.82788,0.048352531,0.000147642,0
0,0,0,0,0,0,0,0,0,0,8370,2880,390,0,0,0,0.004410088,1.14E-06,0
0,0,0,0,0,0,0,0,30,360,5310,2130,0,0,0,0,0.005946318,7.71E-07,0
0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0.00063095,4.68E-09,0
0,1.7,16.67,41302,59384,2472.671105,4018.090545,1854.503329,0,2610,5820,0,0,1321.349185,0,0,0.00399527,8.27E-07,0
0,1.7,6.67,52078,59386,831.9399535,1987.412111,970.5966124,4050,40800,11220,0,0,2705.417502,0,0,0.012625321,5.53E-06,0
0,1.7,6.67,52078,59386,1528.61732,3459.502356,1689.524406,1080,17610,13380,0,0,3161.222612,0,0,0.008754717,3.18E-06,0
0,0,0,0,0,0,0,0,0,5550,13350,3000,0,2259.071329,0,0,0.009481345,2.17E-06,0
0,0,0,0,0,0,0,0,630,6480,3780,1770,0,0,0,0,0.01156433,1.25E-06,0
0,0,0,0,0,0,0,0,0,0,0,1950,990,0,0,0,0.003969767,3.25E-07,0
0,2.3,0,113597,147844,534.195503,1473.084569,582.7587305,91200,36990,31740,0,0,9408.057421,0,0,0.01791004,1.58E-05,0
0,0,0,0,0,0,0,0,89310,7320,900,0,0,0.409101508,0,0,0.027172032,1E-05,0
0,0,0,0,0,0,0,2151.218698,0,3630,12330,35220,17430,0,16757.90306,58.62222055,0.01155257,6.78E-06,0
0,1.5,9.09,40213,44059,1612.443546,2508.245516,1254.122758,0,5160,9150,90,0,1306.633981,0,33.8609604,0.004729812,1.43E-06,0
0,0,0,0,0,147.6565885,0,6053.920129,0,2070,2460,11310,1650,103.7781022,4273.399038,0,0.005348769,1.73E-06,0
0,2,0,0,44056,77.08920093,77.08920093,2852.300435,0,900,12210,17790,2640,0,5153.456625,5.178307304,0.007833181,3.32E-06,0
0,0,0,0,0,0,0,0,0,30,11250,78030,283200,0,0,0,0.038845274,3.68E-05,0
0,2,0,0,44056,87.8557045,263.5671135,1229.979863,0,2640,14100,12540,240,325.9420295,559.8155328,0,0.012402719,2.91E-06,0
50,0,40,19014,28885,35.63004382,45.81005634,4229.795202,41970,89790,114960,134850,127380,0,33624.61433,51588.56099,0.051174736,5.03E-05,78
0,1.8,8.33,64286,106619,5221.612689,6265.935227,1392.43005,0,3420,3330,900,0,1167.647797,0,0,0.0041637,7.35E-07,0
0,1.9,0,66999,104092,1474.103115,3685.257787,1105.577336,0,9150,11160,780,0,2596.891696,349.646553,0,0.005912494,2.08E-06,0
0,1,0,0,42567,572.4996822,572.4996822,2862.498411,0,0,4290,4020,690,532.3719821,830.8561565,0,0.00382589,8.94E-07,0
0,0,0,0,0,0,0,0,0,2430,21750,56280,137490,0,0,0,0.025440515,2.15E-05,0
6.67,1.5,9.52,37745,47206,1750.821183,3089.684441,1647.831702,0,7260,17730,120,0,2164.220663,0,213.9560667,0.007399077,2.49E-06,0
6.25,1.5,6.67,37346,44059,95.70482718,269.7136039,1757.488645,0,13320,80310,114030,90150,1932.555808,16890.17599,46533.2843,0.026583092,2.94E-05,8
0,0,0,0,0,0,0,766.8471744,0,0,0,60,6660,0,757.2892461,0,0.00330709,6.67E-07,1
0,0,0,0,0,0,0,0,0,0,2130,1110,0,0,0,0,0.002525002,3.18E-07,0
0,1.2,40,15000,37298,2602.720014,4833.622884,2230.90287,0,0,330,6600,0,1043.538819,204.5449468,0,0.003906303,6.88E-07,25
0,1.3,42.86,25000,31969,3777.279387,4910.463203,4155.007326,0,0,2670,3090,1110,670.7379086,286.348884,0,0.003873815,6.77E-07,68
0,0,0,0,0,0,0,0,409140,22950,6870,180,0,0,0,0,0.066159522,4.34E-05,0
20,1.2,33.33,18542,28655,1189.24681,2888.170824,2208.601218,0,8040,6930,210,0,623.1553921,156.8979543,0,0.004991167,1.51E-06,0
25,0,40,15000,30141,1266.121733,3587.344909,2954.284043,0,0,11280,960,0,0,0,0,0.005212792,1.21E-06,0
14.29,1.2,27.27,18542,30948,1705.133175,3255.254243,2325.181602,0,1260,6960,6630,1800,1236.07314,1998.750268,0,0.005197216,1.65E-06,0
19.05,1,28.57,25000,29857,2711.754195,6327.426455,6666.39573,0,90,21270,1650,0,3802.068148,0,0,0.006816778,2.26E-06,0
12.5,1.3,33.33,18542,30566,3939.569542,8535.734007,6237.651774,0,0,3780,4110,0,1792.335756,0,0,0.004392018,7.79E-07,0
19.44,0.9,31.58,25000,30414,3906.426985,7211.865203,5108.404519,0,1650,31440,1320,0,6022.604085,0,0,0.0086687,3.41E-06,0
22.22,1.3,33.33,17573,31930,2409.0737,3747.447978,2810.585983,0,1950,14070,3360,0,2564.47254,98.86920862,76.76110683,0.005823395,1.91E-06,17
18.18,1,33.33,25000,31156,2594.711431,7784.134292,5448.894005,0,900,7230,1890,0,1321.011803,298.814774,0,0.004239389,9.86E-07,0
17.65,0.8,53.51,14182,21188,4787.667381,9753.979067,8253.366903,0,10890,42330,18360,900,1879.955296,9681.695465,169.9021758,0.011410942,7.16E-06,12
12.5,1,27.27,25000,36440,2566.405222,2763.821008,1381.910504,0,4860,7890,210,0,983.4477667,0,0,0.004784955,1.3E-06,0
4.76,1.2,31.25,25000,34892,2692.833355,6944.675495,4110.114069,0,2940,15330,0,0,2496.001527,0,50.61775019,0.005363235,1.81E-06,0
0,1.2,33.33,25000,33230,2134.192305,3201.288457,1867.418267,0,750,8970,0,0,1296.601227,0,0,0.004099713,9.59E-07,0
9.09,1,30,35000,35990,3906.145374,6009.454422,3004.727211,0,0,3210,5550,0,1305.228575,0,0,0.003945305,8.52E-07,2
9.09,1,33.33,29084,40491,3019.55918,5032.598633,2516.299316,0,0,8730,1590,0,1172.392604,0,0,0.004558054,1.02E-06,0
0,0.9,28.57,31872,68792,549.9353831,672.143246,6079.841179,0,8010,16860,35610,24420,0,4719.024445,4515.662053,0.014754484,8.38E-06,2
0,0,0,0,0,0,584.1510619,2920.75531,0,3630,18210,10860,7320,1012.19609,2854.30865,0,0.007905228,3.94E-06,1
6.9,1.3,42.11,21552,33153,3576.093845,9975.419674,5270.033035,0,0,6510,7350,0,2140.503152,0,575.9585076,0.004763551,1.36E-06,1
0,1.4,20,29084,39258,2794.106415,4191.159623,1397.053208,0,0,3960,1650,0,1058.254588,0,0,0.003377761,5.49E-07,1
0,0,0,0,0,0,0,15082.14738,0,0,0,2520,10650,0,4334.642717,0,0.004762406,1.31E-06,5
0,0,0,60354,80644,4182.134769,7580.119268,8102.886114,0,0,0,480,9510,0,3224.845826,0,0.003985033,9.79E-07,1
0,0,0,0,0,0,0,0,0,0,0,0,1560,0,0,0,0.002444352,1.59E-07,0
0,0,0,0,0,0,0,0,0,0,0,270,1320,0,0,0,0.002478316,1.59E-07,0
0,0,0,0,0,0,0,1496.573576,0,0,1320,5340,3660,0,1295.19577,0,0.004062718,1.03E-06,1
0,0,0,0,0,745.0959004,0,1738.557101,0,0,5220,4950,360,0,302.6047128,0,0.004088074,1.03E-06,0
0,0,0,0,0,0,0,1012.690704,12540,4890,21090,26760,49890,0,18419.15569,0,0.016719006,1.14E-05,2
0,0.9,25,29355,68791,6810.999671,7662.37463,5108.249754,0,0,0,1440,4710,0,1829.287331,0,0.00425726,6.01E-07,64
0,0,0,0,68798,396.9663359,396.9663359,78202.36818,0,0,0,1470,5040,0,2143.352454,0,0.003250983,6.45E-07,7
0,0,0,0,0,0,0,0,0,0,90,2190,7140,0,2430.762096,0,0.005414952,9.24E-07,30
0,0,0,0,0,0,0,280.3051749,0,0,0,2280,6990,0,1262.487408,0,0.004911472,9.13E-07,0
6.55,0,0,25000,58943,3222.420383,56622.52958,36551.45405,0,0,3750,15270,9090,4957.872949,1312.555124,0,0.007670738,2.78E-06,130
0,0,0,0,0,0,0,0,0,0,0,870,2220,0,1347.610368,0,0.002399583,3.07E-07,0
21.43,0.9,41.67,17157,28382,4498.821197,13046.58147,8097.878155,0,0,5370,300,0,0,0,563.8507892,0.003012529,5.69E-07,0
0,0,0,0,0,0,0,733.2793078,0,0,0,270,10290,0,6534.376962,0,0.004140762,1.05E-06,0
0,1.7,0,50000,80642,219.280513,469.8868136,1472.312016,0,0,4920,36570,41220,906.1669226,6478.612532,13774.87982,0.022849456,8.17E-06,0
0,1,0,0,31027,217.5461721,217.5461721,2175.461721,0,0,5100,6810,0,121.1207114,1529.816465,81.77266632,0.005871298,1.18E-06,0
0,0,0,0,0,0,0,10126.6199,0,0,330,8310,4140,0,1798.538803,0,0.005013264,1.26E-06,1
0,0,0,0,0,0,0,0,0,15000,8850,3390,0,0,0,0,0.006674169,2.7E-06,6
0,1.5,45.45,15907,23496,3757.202032,12023.0465,7890.124268,0,0,4590,2340,0,335.0684786,0,716.9652264,0.00324123,6.81E-07,0
20,1,43.75,17681,28382,4216.593275,9320.890396,5770.075007,0,0,6780,4980,0,1612.011615,0,0,0.004355736,1.15E-06,0
20,1.1,42.86,13500,29829,1317.500399,4072.273961,3114.091853,0,12000,9690,0,0,1212.800645,142.589303,0,0.006694863,2.14E-06,0
0,2,0,0,56966,863.1566957,2589.470087,1294.735044,0,2910,3120,0,0,415.4513807,0,0,0.003346345,5.94E-07,0
0,1.9,4.88,45161,53400,3279.935292,4950.845724,3558.420364,0,41010,29520,13050,0,8703.694921,1793.318062,0,0.012297755,8.28E-06,0
0,0,0,0,0,0,0,19140.32933,0,0,90,780,2100,0,1380.694445,0,0.002245115,2.94E-07,0
0,1.5,0,0,56926,708.3672645,472.244843,13931.22287,0,630,5190,5190,0,560.4736852,585.9331918,0,0.004219198,1.08E-06,0
5.66,0,28,76800,89903,1129.610493,2558.235529,930.2674651,0,51300,25890,750,0,7257.566401,0,0,0.013148573,7.71E-06,0
0,1.8,7.69,46667,52079,1692.426736,4714.617335,2175.977232,0,12270,9060,0,0,2596.165332,0,268.6638026,0.006357878,2.12E-06,0
0,2,0,0,78229,214.1439635,428.2879269,214.1439635,8100,3510,510,0,0,301.960858,0,0,0.004274516,1.2E-06,0
5,1.6,17.65,35000,61765,839.9244331,1421.410579,1776.763224,1230,28830,34140,13980,2010,2968.581138,4022.013507,231.8624643,0.023344582,7.93E-06,0
5,1.8,11.76,47403,72045,1286.573461,3136.022812,1608.216827,0,24210,7890,0,0,2856.832578,0,0,0.007596112,3.19E-06,0
0,1.7,11.11,45079,59383,1237.899781,2682.116193,1237.899781,0,10920,14190,0,0,2296.46606,0,0,0.007967059,2.48E-06,0
0,1.7,8.51,47019,58305,8051.066613,10063.83327,5319.454727,0,0,14400,3780,0,4299.141658,0,0,0.005575686,1.78E-06,0
0,1.7,9.09,52758,59386,2363.292247,6583.456973,3207.325192,0,1680,13410,300,0,1935.033428,0,0,0.005039077,1.52E-06,3
0,1.6,12.5,45079,59386,2680.570105,6701.425261,3216.684125,0,0,8700,960,0,1576.219121,0,0,0.003970964,9.54E-07,3
0,1.9,10,43539,61614,4682.004394,8643.70042,3601.541842,0,0,5640,1650,0,1561.399344,0,0,0.003943079,7.1E-07,2
0,1.8,0,40901,66748,2862.96622,7361.913137,2862.96622,0,750,5520,0,0,811.914391,0,0,0.003719889,6.25E-07,0
3.7,1.9,7.69,44999,62824,2323.976543,5809.941357,2582.196159,0,6900,13290,0,0,2645.452332,0,0,0.005706034,1.98E-06,0
0,1.8,0,37489,66748,180.1867675,315.3268432,450.4669188,54600,12720,19710,24630,1830,1438.688512,5997.85065,77.59352938,0.014653489,1.14E-05,0
0,1.8,10,50000,59385,2997.629169,4584.609317,2115.973531,0,4380,10350,0,0,2187.833412,0,0,0.005183319,1.45E-06,0
0,1.9,0,45079,59332,2622.769455,5770.092801,2622.769455,0,1020,8820,0,0,696.1291558,132.5655668,0,0.004044297,9.75E-07,0
0,1.9,0,45079,59332,3568.554801,4520.169414,1903.229227,0,4170,6480,270,0,1771.391575,0,0,0.004366511,1.07E-06,2
0,1.9,0,45079,59332,1050.407059,2196.305668,2482.780321,0,5730,16860,4530,0,1654.302412,1128.436452,0,0.006667637,2.68E-06,2
0,1.8,0,40901,66748,2523.215843,5992.637627,2523.215843,0,30,7620,570,0,1582.221597,0,0,0.003807202,8.11E-07,0
0,2,0,30000,66748,2187.961501,5251.107602,2187.961501,0,1170,4770,0,0,552.4679784,0,0,0.00315623,5.84E-07,0
0,2,0,40584,66748,2112.260844,6336.782533,2640.326055,0,4350,600,0,0,497.6888958,0,0,0.00290997,4.84E-07,0
0,2.5,0,50000,66748,1994.117157,8641.174349,3323.528596,0,570,3300,0,0,548.7045809,0,0,0.002748882,3.85E-07,0
0,0,0,0,0,0,0,0,13920,19170,3030,2340,0,0,284.0108221,0,0.010716137,3.79E-06,0
0,1,0,0,31027,1183.667486,1183.667486,0,0,0,1530,660,0,0,0,0,0.002284234,2.16E-07,0
20,1.1,40.91,15000,29400,3434.702951,12648.42991,9649.879719,0,26820,20820,0,0,5176.584906,0,0,0.009078879,4.69E-06,24
0,0,0,0,0,0,0,4385.905273,0,480,9150,27420,16710,0,10214.14609,0,0.015048818,5.31E-06,0
20,1.3,33.33,18542,31027,868.1873595,2893.957865,1736.374719,0,2220,6540,150,0,462.661783,0,0,0.00432586,8.84E-07,0
0,1.5,25,25000,31031,844.8062338,1013.767481,2027.534961,0,0,2130,7290,5850,510.9514086,900.1443612,97.66648761,0.004918668,1.51E-06,0
0,2,0,0,109916,1347.951331,5391.805323,4043.853992,0,1350,30,510,0,154.6193882,0,0,0.001952014,1.9E-07,0
0,1.6,0,50000,58582,3355.128325,7549.038732,2935.737285,0,540,810,4890,0,1294.079417,0,0,0.002964477,6.1E-07,0
2.22,1.8,0,69204,119416,484.0350896,1144.781402,891.2392126,203070,92130,38790,2940,0,11397.33785,880.3454113,227.3012456,0.032874665,3.33E-05,0
0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0.001924417,5.87E-08,0
0,0,0,0,0,0,0,0,6870,12360,1320,270,0,0,0,0,0.007628853,2.06E-06,0
7.69,1.5,9.09,32607,46624,249.1221778,719.6862915,4899.40283,8640,15420,21240,19980,28260,1258.502399,10398.27164,0,0.012896254,9.24E-06,4
2.13,1.9,5.26,65903,104965,202.2704895,441.6927016,338.4934722,320880,209430,84780,12510,0,15728.74052,5055.378427,187.2982934,0.063983231,6.2E-05,0
0,2,0,87500,104964,36.26251493,101.5350418,5359.599707,9810,32700,73620,146940,94230,3835.976519,29433.74685,3452.848495,0.037177529,3.53E-05,0
0,0,0,0,0,0,0,0,0,0,2700,180,0,0,0,0,0.004368085,2.9E-07,0
5.88,2,6.82,77299,88607,916.7302598,2165.043805,1326.333142,0,89880,39480,3330,0,9178.956083,973.6616225,0,0.023202257,1.31E-05,0
0,0,0,0,0,0,0,0,0,570,7500,240,0,0,95.70905089,0,0.004330261,8.33E-07,0
0,0,0,0,0,0,0,0,0,0,660,6900,1560,0,0,0,0.008492812,8.9E-07,0
0,1.6,14.29,41302,99710,2965.605118,4942.675197,988.5350393,0,270,5160,0,0,766.3253537,0,0,0.002792003,5.18E-07,0
0,0,0,0,0,0,0,0,0,24030,14910,2850,0,0,0,0,0.011285344,4.13E-06,0
25,1.2,33.33,18542,28655,3548.861706,6590.743168,5069.802437,0,0,3450,1650,0,1409.243568,0,0,0.003004294,5.05E-07,13
0,0,0,0,0,0,0,0,6390,30,5520,2580,270,0,0,121.0288512,0.006239474,1.46E-06,0
0,0,0,0,0,0,0,0,0,0,1530,1560,420,0,3010.631093,0,0.003223441,3.4E-07,0
0,0,0,0,0,0,0,0,0,0,0,3150,0,0,0,0,0.004227036,3.04E-07,0
6.36,2,0,0,81265,114.0667768,42432.84095,17680.3504,0,0,10920,9450,2220,0,4154.874686,0,0.006613652,2.24E-06,130
0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0.001310125,4.39E-08,17
9.09,1.6,20,35000,66493,2362.740599,4081.097398,3651.508198,0,0,7620,4380,30,1711.439394,778.8368834,0,0.006364112,1.19E-06,0
20,1,20,25000,40486,2195.891975,4940.756944,4940.756944,0,0,3090,1650,0,618.5523526,0,0,0.003355909,4.66E-07,13
0,0,0,0,0,0,0,0,0,0,270,390,0,0,0,0,0.001439852,6.67E-08,28
0,0,0,0,0,0,0,0,0,9630,27960,13410,6630,0,0,0,0.016383049,5.7E-06,0
0,0,0,0,0,0,0,0,150,17310,17010,12030,6120,0,0,0,0.022303418,5.22E-06,0
0,0,0,0,0,0,0,0,0,360,6030,660,0,0,0,0,0.008073017,6.91E-07,0
0,0,0,0,0,0,0,0,0,750,5970,3240,390,0,0,0,0.004366206,1.01E-06,0
0,0,0,0,0,0,0,3355.698538,0,0,750,8100,14430,0,8330.505493,0,0.006272765,2.29E-06,1
4.08,0.9,30.69,31925,68794,5605.503756,5979.204006,21247.52852,0,0,10470,21330,16710,694.8546726,6106.454834,0,0.009494104,4.79E-06,0
0,0,0,0,0,0,0,0,0,0,870,2280,0,0,0,0,0.003161719,3.2E-07,0
0,0,0,0,0,0,0,0,0,0,2280,6750,1140,0,0,0,0.006887026,1.01E-06,0
0,0,0,0,0,0,0,0,0,0,0,3720,3450,0,0,794.4929663,0.003470257,7.14E-07,0
0,0,0,0,0,0,0,49141.39775,0,0,0,1770,11640,7885.682606,0,0,0.004655755,1.33E-06,167
2.86,1.8,9.09,60431,95590,3870.660742,9852.590979,4046.599866,0,2640,12090,0,0,3142.413324,0,0,0.007265867,1.45E-06,1
0,1.9,9.09,64286,105446,3198.077246,5939.286314,1370.604534,0,3240,8130,0,0,2608.676325,0,0,0.005330233,1.12E-06,0
0,0,0,0,0,0,0,0,0,0,7590,4260,0,0,0,0,0.00707123,1.17E-06,0
14.29,1,0,15000,28378,854.4220842,3987.30306,2563.266253,0,0,990,3690,4440,180.5653361,0,0,0.004046524,8.98E-07,0
17.02,0,61.07,10197,13374,15039.89977,32214.49499,25907.44025,0,0,9780,16890,0,5336.616861,0,0,0.007998249,2.64E-06,19
0,0,0,0,0,0,0,7453.118103,0,0,11460,33090,6570,0,19142.84108,0,0.009230724,5.05E-06,6
