OBJECTID,STATEFP10,COUNTYFP10,MPOCE10,TADCE10,TAZCE10,GEOID10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,aggregationMethod,HasData,ORIGINAL_OID,sourceCountry,householdincome_avghinc_cy,householdtotals_tothh_cy,vehiclesavailable_acsaggveh,populationtotals_dpop_cy,populationtotals_dpopwrk_cy,populationtotals_dpopres_cy,populationtotals_dpopdenscy,industry_unemprt_cy,vehiclesavailable_acsavgveh,Shape_Area_sqmi,Shape_Area_sqmi1,aggregationMethod_1,HasData_1,ORIGINAL_OID_1,sourceCountry_1,atrisk_acshhbpov,atrisk_acshhbpov_p,aggregationMethod_12,HasData_12,ORIGINAL_OID_12,sourceCountry_12,populationtotals_totpop_cy,total_population_density,aggregationMethod_12_13,HasData_12_13,ORIGINAL_OID_12_13,sourceCountry_12_13,householdincome_medhinc_cy,householdincome_medhinc_cy_i,Shape_Length,Shape_Area
131,47,065,47197703,00000080,00000400,4706500000400,G6320,S,703960,122570,+35.0649098,-085.3153799,,,,,67416,380,558,1919,1614,305,6013.8,2,1.5,0.31912387,0.31912387,BlockApportionment:US.BlockGroups,1,131,US,54,14.29,BlockApportionment:US.BlockGroups,1,131,US,687,8411387.082,BlockApportionment:US.BlockGroups,1,131,US,45873,76,0.053242057,8.1675E-05
132,47,065,47197703,00000080,00000650,4706500000650,G6320,S,2294176,0,+35.0718550,-085.3242472,,,,,65533,731,782,1399,703,696,1579.4,4,1.6,0.885785209,0.885785209,BlockApportionment:US.BlockGroups,1,132,US,63,13.02,BlockApportionment:US.BlockGroups,1,132,US,1700,7498094.083,BlockApportionment:US.BlockGroups,1,132,US,47485,78,0.083113283,0.000226724
133,47,065,47197703,00000010,00000310,4706500000310,G6320,S,279252,0,+35.0449470,-085.2954972,,,,,68340,176,298,1648,1304,344,15287.6,6.4,1.9,0.107819865,0.107819865,BlockApportionment:US.BlockGroups,1,133,US,39,24.22,BlockApportionment:US.BlockGroups,1,133,US,767,27801454.86,BlockApportionment:US.BlockGroups,1,133,US,35430,59,0.028473588,2.75885E-05
134,47,065,47197703,00000010,00000330,4706500000330,G6320,S,285280,0,+35.0428771,-085.2969417,,,,,58944,337,301,1783,400,1383,16194.4,6.6,1.3,0.110146131,0.110146131,BlockApportionment:US.BlockGroups,1,134,US,76,33.19,BlockApportionment:US.BlockGroups,1,134,US,2377,84341570.64,BlockApportionment:US.BlockGroups,1,134,US,24352,40,0.027915503,2.8183E-05
135,47,065,47197703,00000010,00000210,4706500000210,G6320,S,179299,0,+35.0336935,-085.3170069,,,,,80667,1,0,69,69,0,997.1,0,0,0.069226469,0.069226469,BlockApportionment:US.BlockGroups,1,135,US,0,0,BlockApportionment:US.BlockGroups,1,135,US,2,112924.3243,BlockApportionment:US.BlockGroups,1,135,US,0,0,0.019365773,1.7711E-05
136,47,065,47197703,00000080,00000390,4706500000390,G6320,S,89588,0,+35.0598378,-085.3187082,,,,,0,0,0,44,44,0,1271.7,0,0,0.034590401,0.034590401,BlockApportionment:US.BlockGroups,1,136,US,0,0,BlockApportionment:US.BlockGroups,1,136,US,0,0,BlockApportionment:US.BlockGroups,1,136,US,0,0,0.013196505,8.85243E-06
137,47,065,47197703,00000010,00000110,4706500000110,G6320,S,214892,198856,+35.0525659,-085.3225094,,,,,0,0,0,383,383,0,2398.2,0,0,0.159747764,0.159747764,BlockApportionment:US.BlockGroups,1,137,US,0,0,BlockApportionment:US.BlockGroups,1,137,US,0,0,BlockApportionment:US.BlockGroups,1,137,US,0,0,0.036868576,4.08796E-05
138,47,065,47197703,00000010,00000120,4706500000120,G6320,S,430047,0,+35.0511240,-085.3171744,,,,,0,0,0,3080,3079,1,18554.2,0,0,0.166041491,0.166041491,BlockApportionment:US.BlockGroups,1,138,US,0,0,BlockApportionment:US.BlockGroups,1,138,US,1,23535.42617,BlockApportionment:US.BlockGroups,1,138,US,0,0,0.026606382,4.24891E-05
139,47,065,47197703,00000010,00000090,4706500000090,G6320,S,105228,0,+35.0542055,-085.3133164,,,,,68792,14,12,327,314,13,8054.2,0,0.9,0.040628716,0.040628716,BlockApportionment:US.BlockGroups,1,139,US,4,28.57,BlockApportionment:US.BlockGroups,1,139,US,22,2115983.033,BlockApportionment:US.BlockGroups,1,139,US,31872,53,0.013172082,1.03971E-05
140,47,065,47197703,00000010,00000010,4706500000010,G6320,S,89662,0,+35.0478991,-085.3128970,,,,,68794,81,91,1872,1800,72,54104,3.8,0.9,0.034618316,0.034618316,BlockApportionment:US.BlockGroups,1,140,US,31,30.39,BlockApportionment:US.BlockGroups,1,140,US,121,13659504.93,BlockApportionment:US.BlockGroups,1,140,US,33106,55,0.012359154,8.8583E-06
141,47,065,47197703,00000010,00000040,4706500000040,G6320,S,61218,0,+35.0508654,-085.3128640,,,,,0,0,0,613,613,0,25974.6,0,0,0.023636403,0.023636403,BlockApportionment:US.BlockGroups,1,141,US,0,0,BlockApportionment:US.BlockGroups,1,141,US,0,0,BlockApportionment:US.BlockGroups,1,141,US,0,0,0.010051396,6.04841E-06
142,47,065,47197703,00000010,00000350,4706500000350,G6320,S,876234,0,+35.0373543,-085.3010081,,,,,58943,77,30,2445,2349,96,7227.3,6.8,1.3,0.338315229,0.338315229,BlockApportionment:US.BlockGroups,1,142,US,8,34.78,BlockApportionment:US.BlockGroups,1,142,US,163,1883114.097,BlockApportionment:US.BlockGroups,1,142,US,24439,40,0.040480678,8.65587E-05
143,47,065,47197703,00000030,00000600,4706500000600,G6320,S,1532643,0,+35.0589360,-085.2514986,,,,,35932,483,487,1150,345,805,1943.2,10.7,1.1,0.591755915,0.591755915,BlockApportionment:US.BlockGroups,1,143,US,202,46.12,BlockApportionment:US.BlockGroups,1,143,US,1242,8201190.117,BlockApportionment:US.BlockGroups,1,143,US,29581,49,0.058212359,0.000151441
144,47,065,47197703,00000010,00000560,4706500000560,G6320,S,1042892,0,+35.0407052,-085.2570357,,,,,41784,647,586,1305,108,1197,3240.6,11.9,1,0.402660942,0.402660942,BlockApportionment:US.BlockGroups,1,144,US,140,24.39,BlockApportionment:US.BlockGroups,1,144,US,1780,17277208.77,BlockApportionment:US.BlockGroups,1,144,US,30750,51,0.057979993,0.000103026
145,47,065,47197703,00000010,00000550,4706500000550,G6320,S,913737,0,+35.0447311,-085.2610308,,,,,22733,490,466,6018,5081,937,17057.8,16.2,0.8,0.352794834,0.352794834,BlockApportionment:US.BlockGroups,1,145,US,307,54.24,BlockApportionment:US.BlockGroups,1,145,US,1268,14046531.79,BlockApportionment:US.BlockGroups,1,145,US,14759,24,0.043922807,9.02714E-05
146,47,065,47197703,00000010,00000540,4706500000540,G6320,S,494665,0,+35.0358841,-085.2664568,,,,,36321,254,296,2689,2471,218,14078.5,3,1.3,0.190990013,0.190990013,BlockApportionment:US.BlockGroups,1,146,US,34,15.11,BlockApportionment:US.BlockGroups,1,146,US,626,12810967.4,BlockApportionment:US.BlockGroups,1,146,US,26523,44,0.028671983,4.88644E-05
147,47,065,47197703,00000010,00000340,4706500000340,G6320,S,348635,0,+35.0401192,-085.2965666,,,,,58710,258,260,774,392,382,5750.4,6.6,1.3,0.134607689,0.134607689,BlockApportionment:US.BlockGroups,1,147,US,66,33.5,BlockApportionment:US.BlockGroups,1,147,US,647,18785837.37,BlockApportionment:US.BlockGroups,1,147,US,24829,41,0.0363718,3.44408E-05
148,47,065,47197703,00000010,00000230,4706500000230,G6320,S,332055,0,+35.0314183,-085.3065252,,,,,80645,147,197,764,635,129,5959.4,1.7,1.7,0.128206297,0.128206297,BlockApportionment:US.BlockGroups,1,148,US,19,16.24,BlockApportionment:US.BlockGroups,1,148,US,405,12347732.76,BlockApportionment:US.BlockGroups,1,148,US,56755,94,0.029838948,3.27995E-05
149,47,065,47197703,00000010,00000070,4706500000070,G6320,S,254895,109527,+35.0557820,-085.3066602,,,,,68794,389,233,1032,689,343,7334.8,4.7,0.9,0.14070338,0.14070338,BlockApportionment:US.BlockGroups,1,149,US,81,30.92,BlockApportionment:US.BlockGroups,1,149,US,585,16246818.23,BlockApportionment:US.BlockGroups,1,149,US,32906,54,0.023765351,3.60071E-05
150,47,065,47197703,00000010,00000280,4706500000280,G6320,S,337052,267513,+35.0528719,-085.2937656,,,,,65220,82,117,95,9,86,407,8.2,1.6,0.233422959,0.233422959,BlockApportionment:US.BlockGroups,1,150,US,15,20.27,BlockApportionment:US.BlockGroups,1,150,US,135,2260023.875,BlockApportionment:US.BlockGroups,1,150,US,31424,52,0.038940808,5.97339E-05
151,47,065,47197703,00000010,00000270,4706500000270,G6320,S,54485,0,+35.0520247,-085.3018677,,,,,67049,33,40,307,282,25,14619,5.6,1.2,0.02103718,0.02103718,BlockApportionment:US.BlockGroups,1,151,US,8,24.24,BlockApportionment:US.BlockGroups,1,151,US,41,7616059.537,BlockApportionment:US.BlockGroups,1,151,US,32455,54,0.012460893,5.38336E-06
152,47,065,47197703,00000010,00000260,4706500000260,G6320,S,151712,0,+35.0502337,-085.3026125,,,,,65487,88,125,614,293,321,10477.8,7.5,1.5,0.058576227,0.058576227,BlockApportionment:US.BlockGroups,1,152,US,16,19.75,BlockApportionment:US.BlockGroups,1,152,US,539,35959257.29,BlockApportionment:US.BlockGroups,1,152,US,30618,51,0.016605261,1.49892E-05
153,47,065,47197703,00000010,00000250,4706500000250,G6320,S,136575,0,+35.0479926,-085.3037459,,,,,67486,89,116,725,382,343,13757.1,7,1.1,0.052731152,0.052731152,BlockApportionment:US.BlockGroups,1,153,US,30,28.04,BlockApportionment:US.BlockGroups,1,153,US,579,42910773.99,BlockApportionment:US.BlockGroups,1,153,US,31453,52,0.016905841,1.34931E-05
154,47,065,47197703,00000010,00000060,4706500000060,G6320,S,111089,0,+35.0510798,-085.3074144,,,,,68794,23,23,5385,5367,18,125524.5,7.1,0.9,0.042891433,0.042891433,BlockApportionment:US.BlockGroups,1,154,US,8,32,BlockApportionment:US.BlockGroups,1,154,US,32,2915535.611,BlockApportionment:US.BlockGroups,1,154,US,35000,58,0.014124999,1.09757E-05
155,47,065,47197703,00000010,00000030,4706500000030,G6320,S,92079,0,+35.0481012,-085.3082163,,,,,68794,48,31,2555,2441,114,71769.7,4.7,0.9,0.0355521,0.0355521,BlockApportionment:US.BlockGroups,1,155,US,11,32.35,BlockApportionment:US.BlockGroups,1,155,US,673,73978288.45,BlockApportionment:US.BlockGroups,1,155,US,31923,53,0.013169228,9.09726E-06
156,47,065,47197703,00000010,00000300,4706500000300,G6320,S,398815,0,+35.0477558,-085.2947137,,,,,68324,113,191,507,388,119,3292.2,6.5,1.8,0.153982983,0.153982983,BlockApportionment:US.BlockGroups,1,156,US,25,24.04,BlockApportionment:US.BlockGroups,1,156,US,235,5964189.239,BlockApportionment:US.BlockGroups,1,156,US,34465,57,0.030785817,3.94018E-05
157,47,065,47197703,00000010,00000530,4706500000530,G6320,S,1348071,0,+35.0261698,-085.2640196,,,,,54117,409,623,1279,665,614,2457.3,6.8,1.5,0.52049095,0.52049095,BlockApportionment:US.BlockGroups,1,157,US,98,24.02,BlockApportionment:US.BlockGroups,1,157,US,1123,8434037.237,BlockApportionment:US.BlockGroups,1,157,US,31943,53,0.047934442,0.000133151
158,47,065,47197703,00000020,00001070,4706500001070,G6320,S,877842,0,+35.0147183,-085.2664732,,,,,74946,314,454,393,36,357,1159.6,4.6,1.8,0.338933875,0.338933875,BlockApportionment:US.BlockGroups,1,158,US,32,12.7,BlockApportionment:US.BlockGroups,1,158,US,730,8420474.247,BlockApportionment:US.BlockGroups,1,158,US,42241,70,0.040631466,8.66935E-05
159,47,065,47197703,00000030,00001130,4706500001130,G6320,S,2898462,0,+35.0571977,-085.2392993,,,,,50722,699,922,1142,91,1051,1020.5,3.5,1.4,1.119099075,1.119099075,BlockApportionment:US.BlockGroups,1,159,US,142,21.71,BlockApportionment:US.BlockGroups,1,159,US,1779,6211755.9,BlockApportionment:US.BlockGroups,1,159,US,33867,56,0.07283943,0.000286392
160,47,065,47197703,00000100,00001650,4706500001650,G6320,S,1307089,0,+35.1197359,-085.2700431,,,,,59323,542,1131,785,242,543,1555.4,3.4,2,0.504668391,0.504668391,BlockApportionment:US.BlockGroups,1,160,US,45,7.94,BlockApportionment:US.BlockGroups,1,160,US,1249,9663540.657,BlockApportionment:US.BlockGroups,1,160,US,55548,92,0.059492601,0.000129249
161,47,065,47197703,00000010,00000470,4706500000470,G6320,S,990125,0,+35.0307267,-085.2807256,,,,,45546,674,918,1631,483,1148,4266.3,3.4,1.5,0.382288365,0.382288365,BlockApportionment:US.BlockGroups,1,161,US,176,28.25,BlockApportionment:US.BlockGroups,1,161,US,2098,21451593.95,BlockApportionment:US.BlockGroups,1,161,US,31117,51,0.04024825,9.78016E-05
162,47,065,47197703,00000010,00002990,4706500002990,G6320,S,921748,0,+35.0191603,-085.2732840,,,,,31764,266,368,1118,614,504,3141.3,7,0.9,0.355887796,0.355887796,BlockApportionment:US.BlockGroups,1,162,US,124,29.81,BlockApportionment:US.BlockGroups,1,162,US,818,8985571.673,BlockApportionment:US.BlockGroups,1,162,US,22604,37,0.042356324,9.10348E-05
163,47,065,47197703,00000020,00001030,4706500001030,G6320,S,384211,0,+35.0128520,-085.2787584,,,,,19895,437,359,1437,727,710,9689.8,17.5,0.8,0.148344929,0.148344929,BlockApportionment:US.BlockGroups,1,163,US,236,54.25,BlockApportionment:US.BlockGroups,1,163,US,1082,28516285.81,BlockApportionment:US.BlockGroups,1,163,US,15357,25,0.024948786,3.79432E-05
164,47,065,47197703,00000020,00000980,4706500000980,G6320,S,1137113,0,+35.0085773,-085.2859063,,,,,29638,510,541,2460,1523,937,5603.6,15.3,1.1,0.43903996,0.43903996,BlockApportionment:US.BlockGroups,1,164,US,228,46.34,BlockApportionment:US.BlockGroups,1,164,US,1511,13456158.82,BlockApportionment:US.BlockGroups,1,164,US,20281,33,0.045979862,0.000112291
165,47,065,47197703,00000020,00000970,4706500000970,G6320,S,597025,0,+35.0155538,-085.2870812,,,,,39768,243,319,1015,602,413,4403.5,13.3,1.4,0.230511943,0.230511943,BlockApportionment:US.BlockGroups,1,165,US,86,37.89,BlockApportionment:US.BlockGroups,1,165,US,702,11906058.03,BlockApportionment:US.BlockGroups,1,165,US,28926,48,0.033627612,5.89616E-05
166,47,065,47197703,00000010,00000460,4706500000460,G6320,S,1301855,0,+35.0224054,-085.2848363,,,,,51925,504,581,2217,1046,1171,4411.1,4.4,1.5,0.502647438,0.502647438,BlockApportionment:US.BlockGroups,1,166,US,121,30.87,BlockApportionment:US.BlockGroups,1,166,US,1935,15048945.65,BlockApportionment:US.BlockGroups,1,166,US,29307,48,0.048043889,0.00012858
167,47,065,47197703,00000080,00000780,4706500000780,G6320,S,1836274,0,+35.1126968,-085.2753176,,,,,52678,658,1156,1301,538,763,1835,1.1,1.6,0.708986496,0.708986496,BlockApportionment:US.BlockGroups,1,167,US,41,5.81,BlockApportionment:US.BlockGroups,1,167,US,1562,8603196.801,BlockApportionment:US.BlockGroups,1,167,US,46533,77,0.075044541,0.00018156
168,47,065,47197703,00000080,00000770,4706500000770,G6320,S,2435875,0,+35.1080431,-085.2584388,,,,,69129,769,1080,1166,431,735,1239.8,7.4,2.2,0.94049325,0.94049325,BlockApportionment:US.BlockGroups,1,168,US,44,8.85,BlockApportionment:US.BlockGroups,1,168,US,1683,6988268.461,BlockApportionment:US.BlockGroups,1,168,US,53409,88,0.073412743,0.000240832
169,47,065,47197703,00000080,00000760,4706500000760,G6320,S,3550633,930279,+35.0913456,-085.2759514,,,,,253246,414,0,967,265,702,558.9,2,0,1.730082187,1.730082187,BlockApportionment:US.BlockGroups,1,169,US,18,5.45,BlockApportionment:US.BlockGroups,1,169,US,1095,2472017.895,BlockApportionment:US.BlockGroups,1,169,US,174931,289,0.145013198,0.000442958
170,47,065,47197703,00000020,00000850,4706500000850,G6320,S,19745600,0,+35.0019113,-085.4206168,,,,,135146,438,737,835,255,580,109.5,0,1.7,7.623801728,7.623801728,BlockApportionment:US.BlockGroups,1,170,US,0,0,BlockApportionment:US.BlockGroups,1,170,US,950,487245.053,BlockApportionment:US.BlockGroups,1,170,US,108967,180,0.248580877,0.001949738
171,47,065,47197703,00000110,00001920,4706500001920,G6320,S,5134491,3106441,+35.1286401,-085.1908628,,,,,154259,891,2559,1272,63,1209,399.8,3.2,2.7,3.181828465,3.181828465,BlockApportionment:US.BlockGroups,1,171,US,20,2.09,BlockApportionment:US.BlockGroups,1,171,US,2359,2894550.958,BlockApportionment:US.BlockGroups,1,171,US,115761,191,0.134080637,0.00081498
172,47,065,47197703,00000110,00001900,4706500001900,G6320,S,3281578,0,+35.1341892,-085.2300603,,,,,78828,370,462,3862,3475,387,3048.1,2.7,1.4,1.267018181,1.267018181,BlockApportionment:US.BlockGroups,1,172,US,15,4.7,BlockApportionment:US.BlockGroups,1,172,US,717,2209228.106,BlockApportionment:US.BlockGroups,1,172,US,50742,84,0.115568629,0.000324548
173,47,065,47197703,00000100,00001620,4706500001620,G6320,S,626457,0,+35.1241459,-085.2449983,,,,,41602,499,445,1576,717,859,6515.1,10.1,1.4,0.241875582,0.241875582,BlockApportionment:US.BlockGroups,1,173,US,51,15.6,BlockApportionment:US.BlockGroups,1,173,US,1181,19064030.47,BlockApportionment:US.BlockGroups,1,173,US,28081,46,0.035399627,6.19491E-05
174,47,065,47197703,00000110,00001600,4706500001600,G6320,S,4345847,0,+35.1202212,-085.2217599,,,,,86821,400,653,584,112,472,348.1,3.1,1.5,1.677934803,1.677934803,BlockApportionment:US.BlockGroups,1,174,US,19,4.45,BlockApportionment:US.BlockGroups,1,174,US,914,2126907.067,BlockApportionment:US.BlockGroups,1,174,US,55979,92,0.096660499,0.000429732
175,47,065,47197703,00000110,00001590,4706500001590,G6320,S,2070217,1310631,+35.1113446,-085.2083669,,,,,116902,1138,937,875,111,764,670.3,2.4,1.9,1.305347166,1.305347166,BlockApportionment:US.BlockGroups,1,175,US,15,2.99,BlockApportionment:US.BlockGroups,1,175,US,2083,6231329.016,BlockApportionment:US.BlockGroups,1,175,US,102516,169,0.113508721,0.000334279
176,47,065,47197703,00000100,00001640,4706500001640,G6320,S,1785970,0,+35.1323620,-085.2596214,,,,,60635,897,1396,1089,50,1039,1579.2,3.7,1.7,0.689564175,0.689564175,BlockApportionment:US.BlockGroups,1,176,US,197,23.65,BlockApportionment:US.BlockGroups,1,176,US,2275,12880138.5,BlockApportionment:US.BlockGroups,1,176,US,50583,84,0.060007068,0.000176629
177,47,065,47197703,00000020,00000990,4706500000990,G6320,S,460941,0,+35.0023169,-085.2865883,,,,,35129,296,524,923,209,714,5185.4,16.4,1.3,0.1779711,0.1779711,BlockApportionment:US.BlockGroups,1,177,US,193,47.19,BlockApportionment:US.BlockGroups,1,177,US,1006,22102521.54,BlockApportionment:US.BlockGroups,1,177,US,27250,45,0.030313148,4.55152E-05
178,47,065,47197703,00000010,00000520,4706500000520,G6320,S,565848,0,+35.0295077,-085.2717772,,,,,32446,387,477,1032,218,814,4723.1,10.8,1.2,0.218473335,0.218473335,BlockApportionment:US.BlockGroups,1,178,US,143,35.84,BlockApportionment:US.BlockGroups,1,178,US,1314,23509773.81,BlockApportionment:US.BlockGroups,1,178,US,22832,38,0.038198798,5.58916E-05
179,47,065,47197703,00000030,00000630,4706500000630,G6320,S,2823562,668713,+35.0952790,-085.2492015,,,,,0,0,0,2380,2380,0,1765.1,0,0,1.348370694,1.348370694,BlockApportionment:US.BlockGroups,1,179,US,0,0,BlockApportionment:US.BlockGroups,1,179,US,0,0,BlockApportionment:US.BlockGroups,1,179,US,0,0,0.096420494,0.000345225
180,47,065,47197703,00000010,00000570,4706500000570,G6320,S,2116090,828016,+35.0730619,-085.2743307,,,,,0,0,0,1275,1275,0,1121.7,0,0,1.136721684,1.136721684,BlockApportionment:US.BlockGroups,1,180,US,0,0,BlockApportionment:US.BlockGroups,1,180,US,0,0,BlockApportionment:US.BlockGroups,1,180,US,0,0,0.115815338,0.000290956
181,47,065,47197703,00000030,00001190,4706500001190,G6320,S,3530734,0,+35.0554429,-085.2242990,,,,,44151,643,1002,987,69,918,724,5.3,1.6,1.363218632,1.363218632,BlockApportionment:US.BlockGroups,1,181,US,183,28.33,BlockApportionment:US.BlockGroups,1,181,US,1499,4296870.36,BlockApportionment:US.BlockGroups,1,181,US,35785,59,0.114514026,0.000348859
182,47,065,47197703,00000010,00000580,4706500000580,G6320,S,1907853,0,+35.0716841,-085.2641115,,,,,46011,158,393,2665,2475,190,3618,6.6,1.5,0.736622139,0.736622139,BlockApportionment:US.BlockGroups,1,182,US,18,7.06,BlockApportionment:US.BlockGroups,1,182,US,359,1904061.474,BlockApportionment:US.BlockGroups,1,182,US,38579,64,0.077032745,0.000188544
183,47,065,47197703,00000010,00000440,4706500000440,G6320,S,686703,0,+35.0339433,-085.2900650,,,,,44262,36,49,546,449,97,2059.6,6.7,1.4,0.265135199,0.265135199,BlockApportionment:US.BlockGroups,1,183,US,10,28.57,BlockApportionment:US.BlockGroups,1,183,US,169,2491424.3,BlockApportionment:US.BlockGroups,1,183,US,35000,58,0.033119563,6.78327E-05
184,47,065,47197703,00000010,00000500,4706500000500,G6320,S,776526,0,+35.0439189,-085.2721241,,,,,34039,582,638,1189,330,859,3966,14.7,1,0.299818802,0.299818802,BlockApportionment:US.BlockGroups,1,184,US,185,30.18,BlockApportionment:US.BlockGroups,1,184,US,1442,18796747.52,BlockApportionment:US.BlockGroups,1,184,US,26544,44,0.03865202,7.67154E-05
185,47,065,47197703,00000100,00001660,4706500001660,G6320,S,1321867,0,+35.1274870,-085.2709785,,,,,83385,541,1127,821,117,704,1608.5,10.1,1.7,0.510373218,0.510373218,BlockApportionment:US.BlockGroups,1,185,US,111,17,BlockApportionment:US.BlockGroups,1,185,US,1376,10526158.73,BlockApportionment:US.BlockGroups,1,185,US,55850,92,0.056109435,0.000130722
186,47,065,47197703,00000100,00001630,4706500001630,G6320,S,2296845,0,+35.1265757,-085.2523265,,,,,66605,848,0,3099,1858,1241,3494.6,4.5,0,0.886813477,0.886813477,BlockApportionment:US.BlockGroups,1,186,US,138,16.07,BlockApportionment:US.BlockGroups,1,186,US,1888,8312158.763,BlockApportionment:US.BlockGroups,1,186,US,53933,89,0.07131535,0.000227137
187,47,065,47197703,00000100,00001700,4706500001700,G6320,S,6024009,0,+35.1226921,-085.3232498,,,,,49764,1003,1414,1043,173,870,448.4,1.4,1.3,2.325872954,2.325872954,BlockApportionment:US.BlockGroups,1,187,US,210,18.63,BlockApportionment:US.BlockGroups,1,187,US,1907,3201320.511,BlockApportionment:US.BlockGroups,1,187,US,35758,59,0.148758526,0.000595692
188,47,065,47197703,00000100,00001680,4706500001680,G6320,S,2960150,0,+35.1359866,-085.2885281,,,,,59168,513,963,880,223,657,770,8.8,1.6,1.142915484,1.142915484,BlockApportionment:US.BlockGroups,1,188,US,113,18.34,BlockApportionment:US.BlockGroups,1,188,US,1118,3818761.32,BlockApportionment:US.BlockGroups,1,188,US,41005,68,0.098583409,0.000292765
189,47,065,47197703,00000100,00001670,4706500001670,G6320,S,1120061,0,+35.1284919,-085.2804241,,,,,53483,554,919,686,135,551,1586.1,0,1.7,0.432456145,0.432456145,BlockApportionment:US.BlockGroups,1,189,US,54,9.94,BlockApportionment:US.BlockGroups,1,189,US,1146,10346099.18,BlockApportionment:US.BlockGroups,1,189,US,45822,76,0.05670214,0.000110766
190,47,065,47197703,00000100,00001690,4706500001690,G6320,S,788093,0,+35.1273698,-085.3030168,,,,,69291,439,781,491,95,396,1613.5,1.1,1.7,0.304283291,0.304283291,BlockApportionment:US.BlockGroups,1,190,US,21,4.6,BlockApportionment:US.BlockGroups,1,190,US,842,10803735.87,BlockApportionment:US.BlockGroups,1,190,US,45101,74,0.042982157,7.7936E-05
191,47,065,47197703,00000100,00001810,4706500001810,G6320,S,10222949,3938,+35.1517535,-085.2954617,,,,,79721,496,643,688,23,665,174.2,5.8,1.8,3.948605855,3.948605855,BlockApportionment:US.BlockGroups,1,191,US,34,9.63,BlockApportionment:US.BlockGroups,1,191,US,1330,1314523.819,BlockApportionment:US.BlockGroups,1,191,US,54727,90,0.20784498,0.001011773
192,47,065,47197703,00000080,00000690,4706500000690,G6320,S,1612081,0,+35.0756061,-085.2940380,,,,,94869,1344,1966,1236,245,991,1985.9,1.2,1.7,0.622425263,0.622425263,BlockApportionment:US.BlockGroups,1,192,US,129,11.37,BlockApportionment:US.BlockGroups,1,192,US,2753,17279444.95,BlockApportionment:US.BlockGroups,1,192,US,66021,109,0.057819887,0.000159322
193,47,065,47197703,00000080,00000750,4706500000750,G6320,S,2646950,0,+35.0985520,-085.2868061,,,,,77333,1041,1928,1245,126,1119,1218.2,6.2,1.9,1.021989092,1.021989092,BlockApportionment:US.BlockGroups,1,193,US,222,21.57,BlockApportionment:US.BlockGroups,1,193,US,2226,8506868.156,BlockApportionment:US.BlockGroups,1,193,US,49739,82,0.080276594,0.000261671
194,47,065,47197703,00000080,00000740,4706500000740,G6320,S,2654932,0,+35.1054982,-085.2938482,,,,,53726,963,1333,1425,398,1027,1390.1,5.7,1.4,1.025071535,1.025071535,BlockApportionment:US.BlockGroups,1,194,US,171,18.55,BlockApportionment:US.BlockGroups,1,194,US,2090,7962447.262,BlockApportionment:US.BlockGroups,1,194,US,33115,55,0.093091065,0.000262482
195,47,065,47197703,00000080,00000720,4706500000720,G6320,S,2741308,0,+35.0951085,-085.3143027,,,,,44631,1210,1656,1794,548,1246,1695,0.7,1.6,1.05841851,1.05841851,BlockApportionment:US.BlockGroups,1,195,US,130,12.62,BlockApportionment:US.BlockGroups,1,195,US,2591,9561340.879,BlockApportionment:US.BlockGroups,1,195,US,34180,56,0.069841951,0.000270987
196,47,065,47197703,00000080,00000710,4706500000710,G6320,S,1914883,0,+35.0848501,-085.3090613,,,,,71744,492,779,484,101,383,654.7,2.1,1.6,0.739337468,0.739337468,BlockApportionment:US.BlockGroups,1,196,US,175,36.01,BlockApportionment:US.BlockGroups,1,196,US,985,5204223.969,BlockApportionment:US.BlockGroups,1,196,US,42875,71,0.07011663,0.000189269
197,47,065,47197703,00000100,00001710,4706500001710,G6320,S,3621440,0,+35.1214679,-085.3383988,,,,,181802,815,1740,1222,113,1109,874,1.7,2.3,1.398240553,1.398240553,BlockApportionment:US.BlockGroups,1,197,US,44,5.75,BlockApportionment:US.BlockGroups,1,197,US,2141,5978684.614,BlockApportionment:US.BlockGroups,1,197,US,126335,209,0.096962235,0.000358106
198,47,065,47197703,00000100,00001720,4706500001720,G6320,S,3236501,8132,+35.1239002,-085.3578585,,,,,133314,938,1038,1757,509,1248,1402.5,4.2,1.6,1.252754852,1.252754852,BlockApportionment:US.BlockGroups,1,198,US,19,2.99,BlockApportionment:US.BlockGroups,1,198,US,1999,6230268.393,BlockApportionment:US.BlockGroups,1,198,US,83840,138,0.086293716,0.000320853
199,47,065,47197703,00000080,00000810,4706500000810,G6320,S,8038969,768242,+35.1095886,-085.3579742,,,,,74503,257,441,897,562,335,263.8,6.2,1.7,3.400470492,3.400470492,BlockApportionment:US.BlockGroups,1,199,US,60,23.17,BlockApportionment:US.BlockGroups,1,199,US,689,791244.3687,BlockApportionment:US.BlockGroups,1,199,US,46973,78,0.255517838,0.00087078
200,47,065,47197703,00000090,00002510,4706500002510,G6320,S,6993805,0,+35.1089379,-085.0740297,,,,,163371,442,890,899,353,546,332.9,0.7,2.5,2.700312097,2.700312097,BlockApportionment:US.BlockGroups,1,200,US,0,0,BlockApportionment:US.BlockGroups,1,200,US,1260,1822187.341,BlockApportionment:US.BlockGroups,1,200,US,118623,196,0.132372523,0.000691477
